,MSE,MAE,RMSE,MAPE,R2
0,3434687.4576468356,1483.4880042990187,1853.2878589874008,0.04179728651672887,0.37442783408259994
1,1127746.6871838511,876.9480312520196,1061.954140578471,0.025316020881427367,0.8821115307886936
2,2218071.8027155274,1252.9813860693278,1489.3188042889587,0.027625839705999466,0.7843986728185479
3,3484526.638041982,1385.685219754709,1866.6885001035732,0.030582878306250668,0.634551169414551
4,3993534.2023800537,1588.341707138861,1998.381789115622,0.027615041562044067,0.8384405112979882
5,4031166.293428007,1593.939445758925,2007.776062624577,0.0266459860981032,0.6876401062086748
6,2795912.79964281,1254.7442541235234,1672.0892495110495,0.025666606531026166,0.6065283825515405
7,1305269.4563999097,829.61592453167,1142.4835411391043,0.020558163654725698,0.8880723352597708
8,3083193.2013153043,1210.1415405555133,1755.9011315329933,0.02968275352140363,0.5061507941418104
9,1858265.556619392,1015.2256574552804,1363.1806294441303,0.02449534825435337,0.7779835710049566
10,1143291.6958916143,871.7809205593538,1069.2265391961912,0.02133161965384413,0.8171600902594464
11,1824052.988649593,1043.1825903385945,1350.526060001719,0.0329130417565998,0.8395149907672751
Mean,2524976.564992907,1200.5062234863997,1552.5678588769824,0.027852548870208868,0.719748332382988
