TIMESTAMP,EDGESOL_OPEN_PRICE_USD,EDGESOL_HIGH_PRICE_USD,EDGESOL_LOW_PRICE_USD,EDGESOL_CLOSE_PRICE_USD,EDGESOL_VOLUME_USD,EDGESOL_DIVIDENDS_USD,EDGESOL_STOCK_SPLITS_USD
2024-03-20 00:00:00+00:00,198.07977294921875,212.4299774169922,192.08033752441406,211.6864776611328,56871,0.0,0.0
2024-03-21 00:00:00+00:00,211.6864776611328,214.14682006835938,197.2973175048828,198.59913635253906,29240,0.0,0.0
2024-03-22 00:00:00+00:00,198.59913635253906,200.6775665283203,182.30870056152344,186.5869140625,22907,0.0,0.0
2024-03-23 00:00:00+00:00,186.5869140625,195.81785583496094,184.57203674316406,189.84068298339844,26780,0.0,0.0
2024-03-24 00:00:00+00:00,189.84068298339844,205.02183532714844,188.56976318359375,201.43377685546875,4235,0.0,0.0
2024-03-25 00:00:00+00:00,201.43377685546875,213.98672485351562,199.2770233154297,207.81886291503906,7524,0.0,0.0
2024-03-26 00:00:00+00:00,207.81886291503906,216.0476531982422,205.14378356933594,209.9832763671875,29128,0.0,0.0
2024-03-27 00:00:00+00:00,209.9832763671875,211.63572692871094,198.3137664794922,205.16653442382812,14582,0.0,0.0
2024-03-28 00:00:00+00:00,205.16653442382812,209.720947265625,198.70327758789062,208.6314697265625,494,0.0,0.0
2024-03-29 00:00:00+00:00,208.6314697265625,212.3177490234375,201.77439880371094,211.64602661132812,1079,0.0,0.0
2024-03-30 00:00:00+00:00,211.64602661132812,219.87686157226562,210.31942749023438,214.01625061035156,22204,0.0,0.0
2024-03-31 00:00:00+00:00,214.01625061035156,223.75950622558594,213.63613891601562,223.2998809814453,8433,0.0,0.0
2024-04-01 00:00:00+00:00,223.2998809814453,225.19932556152344,205.9758758544922,212.37364196777344,8819,0.0,0.0
2024-04-02 00:00:00+00:00,212.37364196777344,212.4666290283203,194.5485076904297,199.42543029785156,2538,0.0,0.0
2024-04-03 00:00:00+00:00,199.42543029785156,210.97384643554688,195.22828674316406,204.10983276367188,464,0.0,0.0
