TIMESTAMP,HQR_OPEN_PRICE_USD,HQR_HIGH_PRICE_USD,HQR_LOW_PRICE_USD,HQR_CLOSE_PRICE_USD,HQR_VOLUME_USD,HQR_DIVIDENDS_USD,HQR_STOCK_SPLITS_USD
2022-10-21 00:00:00+00:00,,,,0.0,63950,0.0,0.0
2022-10-22 00:00:00+00:00,,,,0.0,34360,0.0,0.0
2022-10-23 00:00:00+00:00,,,,0.0,100793,0.0,0.0
2022-10-24 00:00:00+00:00,,,,0.0,39617,0.0,0.0
2022-10-25 00:00:00+00:00,,,,0.0,65925,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,15409,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,19814,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,9769,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,37388,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,7016,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,52527,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,30059,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,8052,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,4805,0.0,0.0
2022-11-04 00:00:00+00:00,,,,0.0,12013,0.0,0.0
2022-11-05 00:00:00+00:00,,,,0.0,5779,0.0,0.0
2022-11-06 00:00:00+00:00,,,,0.0,10246,0.0,0.0
2022-11-07 00:00:00+00:00,,,,0.0,13986,0.0,0.0
2022-11-08 00:00:00+00:00,,,,0.0,15316,0.0,0.0
2022-11-09 00:00:00+00:00,,,,0.0,2732,0.0,0.0
2022-11-10 00:00:00+00:00,,,,0.0,461,0.0,0.0
2022-11-11 00:00:00+00:00,,,,0.0,4470,0.0,0.0
2022-11-12 00:00:00+00:00,,,,0.0,406,0.0,0.0
2022-11-13 00:00:00+00:00,,,,0.0,2096,0.0,0.0
2022-11-14 00:00:00+00:00,,,,0.0,2593,0.0,0.0
2022-11-15 00:00:00+00:00,,,,0.0,907,0.0,0.0
2022-11-16 00:00:00+00:00,,,,0.0,8234,0.0,0.0
2022-11-17 00:00:00+00:00,,,,0.0,7238,0.0,0.0
2022-11-18 00:00:00+00:00,,,,0.0,8773,0.0,0.0
2022-11-19 00:00:00+00:00,,,,0.0,10287,0.0,0.0
2022-11-20 00:00:00+00:00,,,,0.0,67933,0.0,0.0
2022-11-21 00:00:00+00:00,,,,0.0,9184,0.0,0.0
2022-11-22 00:00:00+00:00,,,,0.0,1764,0.0,0.0
2022-11-23 00:00:00+00:00,,,,0.0,489,0.0,0.0
2022-11-24 00:00:00+00:00,,,,0.0,3841,0.0,0.0
2022-11-25 00:00:00+00:00,,,,0.0,1372,0.0,0.0
2022-11-26 00:00:00+00:00,,,,0.0,745,0.0,0.0
2022-11-27 00:00:00+00:00,,,,0.0,831,0.0,0.0
2022-11-28 00:00:00+00:00,,,,0.0,473,0.0,0.0
2022-11-29 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-11-30 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-12-01 00:00:00+00:00,,,,0.0,83,0.0,0.0
2022-12-02 00:00:00+00:00,,,,0.0,91,0.0,0.0
2022-12-03 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-12-04 00:00:00+00:00,,,,0.0,62,0.0,0.0
2022-12-05 00:00:00+00:00,,,,0.0,83,0.0,0.0
2022-12-06 00:00:00+00:00,,,,0.0,638,0.0,0.0
2022-12-07 00:00:00+00:00,,,,0.0,351,0.0,0.0
2022-12-08 00:00:00+00:00,,,,0.0,2215,0.0,0.0
2022-12-09 00:00:00+00:00,,,,0.0,92,0.0,0.0
2022-12-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-12-11 00:00:00+00:00,,,,0.0,753,0.0,0.0
2022-12-12 00:00:00+00:00,,,,0.0,219,0.0,0.0
2022-12-13 00:00:00+00:00,,,,0.0,694,0.0,0.0
2022-12-14 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-12-15 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-12-16 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-12-17 00:00:00+00:00,,,,0.0,226,0.0,0.0
2022-12-18 00:00:00+00:00,,,,0.0,41,0.0,0.0
2022-12-19 00:00:00+00:00,,,,0.0,73,0.0,0.0
2022-12-21 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-12-22 00:00:00+00:00,,,,0.0,48,0.0,0.0
2022-12-23 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-12-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-12-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-12-27 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-12-28 00:00:00+00:00,,,,0.0,39,0.0,0.0
2022-12-29 00:00:00+00:00,,,,0.0,10,0.0,0.0
2022-12-31 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-01-01 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-01-03 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-01-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-06 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-01-07 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-01-08 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,212,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,463,0.0,0.0
2023-01-12 00:00:00+00:00,,,,0.0,174,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-01-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,571,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,121,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,342,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,93,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,698,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,832,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,232,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,71,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,85,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
