,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.02694498351067377,0.16194802672675288,0.12803914247512962,0.3661679004072507,24035.45212847016,152.9547068283407,120.92885762150581,0.4868533686426526,0.92963538139976
1,0.012506715195197466,0.10807873665365741,0.09013547951434264,0.391956264193756,11156.234725103439,102.0768946145785,85.13006560777978,0.5333768816967025,0.8500983082346504
2,0.015251545951044868,0.12334376928161687,0.10168586426811997,0.9641306846282296,13604.677088193408,116.49422637873046,96.03903018489893,0.7922394708518553,0.8545214785737412
3,0.04833403440459257,0.21726872891930268,0.18425995433679865,0.44146043034928956,43114.90413168855,205.20333409269404,174.02760399386156,1.0967601585310511,0.8626040868736289
4,0.0280970730081557,0.16701808503778307,0.1368739746769223,0.48301834624109646,25063.13853083076,157.74321446182523,129.27307016664884,1.1646125336652322,0.7558830443841683
5,0.027745482805818195,0.16653948415381778,0.1342406697361155,0.4723728392161584,24749.514067532047,157.29119430590927,126.78600034220013,0.7648161907528316,0.9080689561453109
6,0.02337128622396663,0.15229753825701808,0.12584429687867793,0.8389149151022268,28340.21270888468,167.70774876613135,138.5778378864503,0.686495197758425,0.8831082709261956
7,0.006471781729814367,0.07999245601281586,0.06688686499996531,0.15147203052762317,23428.4810291106,152.19807742907815,127.26265380068646,5.000061629511805,0.5371851149839894
8,0.006899703982777333,0.08288508977731913,0.07009624979422403,0.14684214567364592,49333.32197756529,221.6314375143553,187.43458759639626,1.3862990248134512,0.8374830407365529
9,0.013110397281627233,0.11450064205811807,0.08716491265390418,0.17207097399658625,93740.17447019549,306.1701694864313,233.07551472421343,1.2859360918856082,-0.0001699116364817667
10,0.009613055363426699,0.09365378867589996,0.07865293329008584,0.15439261784254488,68733.95748546797,250.42651194870498,210.31482054517323,3.299716885092367,0.4698452342154334
11,0.019972738241858034,0.14132463495842898,0.10482568199791614,0.21241851726629923,142806.34882324652,377.89646118808054,280.29971047467876,0.9534567060144038,-0.009738068799184133
Mean,0.01985989980824607,0.1340709150427109,0.10905883538518352,0.39960147212039226,45675.5347638574,197.31616475123835,159.09581274537445,1.4542186782680322,0.6565437446698138
