TIMESTAMP,MSOL_OPEN_PRICE_USD,MSOL_HIGH_PRICE_USD,MSOL_LOW_PRICE_USD,MSOL_CLOSE_PRICE_USD,MSOL_VOLUME_USD,MSOL_DIVIDENDS_USD,MSOL_STOCK_SPLITS_USD
2021-10-12 00:00:00+00:00,151.32244873046875,154.33285522460938,150.7140655517578,154.33285522460938,37858585,0.0,0.0
2021-10-13 00:00:00+00:00,154.32040405273438,155.9561767578125,146.2744140625,149.73629760742188,18478508,0.0,0.0
2021-10-14 00:00:00+00:00,149.73973083496094,156.88595581054688,149.04310607910156,151.6097412109375,14002626,0.0,0.0
2021-10-15 00:00:00+00:00,151.6112060546875,165.58006286621094,148.89906311035156,164.32315063476562,39811644,0.0,0.0
2021-10-16 00:00:00+00:00,164.32400512695312,165.17372131347656,159.1474151611328,160.08505249023438,14096142,0.0,0.0
2021-10-17 00:00:00+00:00,160.0802764892578,168.57432556152344,157.36085510253906,161.5236053466797,21414718,0.0,0.0
2021-10-18 00:00:00+00:00,161.52244567871094,164.3275604248047,157.54685974121094,159.018310546875,24755110,0.0,0.0
2021-10-19 00:00:00+00:00,159.0102996826172,160.95648193359375,155.50054931640625,158.35800170898438,19457371,0.0,0.0
2021-10-20 00:00:00+00:00,158.342529296875,176.71604919433594,157.44654846191406,176.711669921875,51197700,0.0,0.0
2021-10-21 00:00:00+00:00,176.71434020996094,194.47232055664062,176.71434020996094,191.09036254882812,89733624,0.0,0.0
2021-10-22 00:00:00+00:00,191.09580993652344,215.31307983398438,191.04505920410156,199.70046997070312,97968181,0.0,0.0
2021-10-23 00:00:00+00:00,199.69593811035156,206.9458770751953,195.37026977539062,199.1106719970703,51275226,0.0,0.0
2021-10-24 00:00:00+00:00,199.10586547851562,205.51258850097656,188.15667724609375,204.03836059570312,48937918,0.0,0.0
2021-10-25 00:00:00+00:00,204.02650451660156,220.3087158203125,200.71913146972656,212.96722412109375,64941543,0.0,0.0
2021-10-26 00:00:00+00:00,212.95281982421875,215.54762268066406,199.39749145507812,201.912841796875,38199067,0.0,0.0
2021-10-27 00:00:00+00:00,201.91416931152344,207.0797882080078,183.2376708984375,185.935302734375,93570850,0.0,0.0
2021-10-28 00:00:00+00:00,186.41561889648438,203.0714874267578,184.73199462890625,196.81973266601562,54240561,0.0,0.0
2021-10-29 00:00:00+00:00,196.5207977294922,207.05325317382812,196.45187377929688,202.25823974609375,26330476,0.0,0.0
2021-10-30 00:00:00+00:00,202.62155151367188,202.6245574951172,190.53050231933594,197.36917114257812,23743859,0.0,0.0
2021-10-31 00:00:00+00:00,197.6385955810547,207.3948974609375,187.54054260253906,204.53346252441406,50439362,0.0,0.0
2021-11-01 00:00:00+00:00,204.82044982910156,213.7317352294922,200.68057250976562,206.09556579589844,60432257,0.0,0.0
2021-11-02 00:00:00+00:00,206.09608459472656,224.23687744140625,203.9454803466797,222.81727600097656,36418051,0.0,0.0
2021-11-03 00:00:00+00:00,223.43377685546875,248.40194702148438,218.88243103027344,243.8614501953125,95241259,0.0,0.0
2021-11-04 00:00:00+00:00,245.92515563964844,252.8509979248047,238.50115966796875,250.53897094726562,80929504,0.0,0.0
2021-11-05 00:00:00+00:00,250.5142059326172,250.5629425048828,234.13690185546875,239.28797912597656,39173299,0.0,0.0
2021-11-06 00:00:00+00:00,239.3374786376953,262.9081115722656,238.09317016601562,262.1160583496094,50512077,0.0,0.0
2021-11-07 00:00:00+00:00,262.0423583984375,262.09375,249.16781616210938,253.01625061035156,25367261,0.0,0.0
2021-11-08 00:00:00+00:00,253.01661682128906,256.5809020996094,244.3868865966797,252.02427673339844,39936117,0.0,0.0
2021-11-09 00:00:00+00:00,251.90196228027344,255.86227416992188,241.13992309570312,242.34486389160156,27653534,0.0,0.0
2021-11-10 00:00:00+00:00,242.3448028564453,249.64544677734375,228.61888122558594,234.59872436523438,58659491,0.0,0.0
2021-11-11 00:00:00+00:00,234.6134033203125,248.97763061523438,233.65892028808594,238.91690063476562,37366799,0.0,0.0
2021-11-12 00:00:00+00:00,238.8376922607422,241.43072509765625,225.12228393554688,231.49522399902344,53589347,0.0,0.0
2021-11-13 00:00:00+00:00,231.61300659179688,244.4027862548828,228.93040466308594,243.7971954345703,30485431,0.0,0.0
2021-11-14 00:00:00+00:00,243.7902374267578,244.6612548828125,234.87692260742188,240.7093505859375,19794084,0.0,0.0
2021-11-15 00:00:00+00:00,240.65562438964844,249.07522583007812,239.1501922607422,241.49078369140625,26129706,0.0,0.0
2021-11-16 00:00:00+00:00,241.58641052246094,444.7769775390625,221.38052368164062,224.60836791992188,71941878,0.0,0.0
2021-11-17 00:00:00+00:00,224.57553100585938,247.0538330078125,214.34890747070312,220.40602111816406,62173839,0.0,0.0
2021-11-18 00:00:00+00:00,220.3835906982422,224.96495056152344,195.90802001953125,197.6311798095703,69360272,0.0,0.0
2021-11-19 00:00:00+00:00,197.6294708251953,222.04595947265625,194.30758666992188,217.7486114501953,68331833,0.0,0.0
2021-11-20 00:00:00+00:00,217.7176055908203,223.96092224121094,210.72750854492188,220.34893798828125,30517294,0.0,0.0
2021-11-21 00:00:00+00:00,220.41461181640625,238.34017944335938,214.45889282226562,235.54864501953125,48428003,0.0,0.0
2021-11-22 00:00:00+00:00,235.65830993652344,235.65830993652344,217.59886169433594,219.95611572265625,87125369,0.0,0.0
2021-11-23 00:00:00+00:00,219.97093200683594,228.5573272705078,215.11990356445312,225.85302734375,39942565,0.0,0.0
2021-11-24 00:00:00+00:00,225.87625122070312,226.16957092285156,207.49354553222656,220.4388885498047,39128409,0.0,0.0
2021-11-25 00:00:00+00:00,209.0596923828125,218.73477172851562,206.184814453125,210.44276428222656,40237188,0.0,0.0
2021-11-26 00:00:00+00:00,214.02264404296875,214.1161651611328,189.05001831054688,196.12525939941406,73381754,0.0,0.0
2021-11-27 00:00:00+00:00,196.1044158935547,202.01451110839844,194.8948516845703,195.87171936035156,30762317,0.0,0.0
2021-11-28 00:00:00+00:00,195.89012145996094,204.10597229003906,187.5635223388672,204.07981872558594,44472065,0.0,0.0
2021-11-29 00:00:00+00:00,203.75926208496094,215.15940856933594,203.58724975585938,208.45782470703125,32336523,0.0,0.0
2021-11-30 00:00:00+00:00,208.43765258789062,220.01988220214844,204.49293518066406,212.6593475341797,66167543,0.0,0.0
2021-12-01 00:00:00+00:00,212.6512908935547,233.8720245361328,212.231689453125,232.654052734375,60429662,0.0,0.0
2021-12-02 00:00:00+00:00,232.66554260253906,246.20477294921875,225.84597778320312,237.1488800048828,85672660,0.0,0.0
2021-12-03 00:00:00+00:00,237.2427978515625,243.04290771484375,215.31497192382812,216.93017578125,94998875,0.0,0.0
2021-12-04 00:00:00+00:00,216.91061401367188,216.91061401367188,188.9038848876953,204.46604919433594,203653829,0.0,0.0
2021-12-05 00:00:00+00:00,204.58636474609375,206.9649658203125,188.77099609375,199.20187377929688,121117612,0.0,0.0
2021-12-06 00:00:00+00:00,199.1982879638672,200.00341796875,182.32318115234375,197.52175903320312,101460350,0.0,0.0
2021-12-07 00:00:00+00:00,197.48260498046875,206.80322265625,192.68133544921875,193.9918212890625,48555887,0.0,0.0
