TIMESTAMP,LTC_GOOGLE_TRENDS_FULL_NAME_PER_BIC
2018-12-17,2.208
2018-12-18,1.722
2018-12-19,2.049
2018-12-20,1.731
2018-12-21,1.889
2018-12-22,1.441
2018-12-23,1.604
2018-12-24,2.054
2018-12-25,1.557
2018-12-26,1.56
2018-12-27,1.776
2018-12-28,1.606
2018-12-29,1.695
2018-12-30,1.909
2018-12-31,1.595
2019-01-01,1.275
2019-01-02,1.578
2019-01-03,1.46
2019-01-04,1.458
2019-01-05,2.122
2019-01-06,3.04
2019-01-07,2.24
2019-01-08,2.032
2019-01-09,1.79
2019-01-10,1.667
2019-01-11,1.456
2019-01-12,1.403
2019-01-13,1.491
2019-01-14,1.549
2019-01-15,1.47
2019-01-16,1.302
2019-01-17,1.272
2019-01-18,1.049
2019-01-19,1.317
2019-01-20,1.198
2019-01-21,1.325
2019-01-22,1.236
2019-01-23,1.384
2019-01-24,1.54
2019-01-25,1.374
2019-01-26,1.32
2019-01-27,1.228
2019-01-28,1.478
2019-01-29,1.346
2019-01-30,1.113
2019-01-31,1.293
2019-02-01,1.288
2019-02-02,1.542
2019-02-03,1.462
2019-02-04,1.351
2019-02-05,1.763
2019-02-06,1.366
2019-02-07,1.287
2019-02-08,4.004
2019-02-09,3.702
2019-02-10,3.176
2019-02-11,2.221
2019-02-12,1.763
2019-02-13,1.801
2019-02-14,1.77
2019-02-15,1.828
2019-02-16,1.701
2019-02-17,1.511
2019-02-18,2.357
2019-02-19,2.058
2019-02-20,2.444
2019-02-21,2.32
2019-02-22,1.92
2019-02-23,1.935
2019-02-24,2.334
2019-02-25,1.861
2019-02-26,1.903
2019-02-27,1.56
2019-02-28,1.696
2019-03-01,1.88
2019-03-02,1.573
2019-03-03,1.473
2019-03-04,1.414
2019-03-05,2.405
2019-03-06,3.041
2019-03-07,2.899
2019-03-08,2.187
2019-03-09,2.152
2019-03-10,1.955
2019-03-11,1.647
2019-03-12,1.882
2019-03-13,1.742
2019-03-14,1.56
2019-03-15,1.639
2019-03-16,2.51
2019-03-17,1.865
2019-03-18,1.883
2019-03-19,1.902
2019-03-20,1.787
2019-03-21,1.814
2019-03-22,1.883
2019-03-23,1.706
2019-03-24,1.807
2019-03-25,1.627
2019-03-26,1.497
2019-03-27,1.691
2019-03-28,1.607
2019-03-29,1.43
2019-03-30,1.561
2019-03-31,1.508
2019-04-01,1.539
2019-04-02,3.966
2019-04-03,6.43
2019-04-04,4.235
2019-04-05,2.868
2019-04-06,2.926
2019-04-07,2.827
2019-04-08,3.193
2019-04-09,2.653
2019-04-10,2.569
2019-04-11,2.587
2019-04-12,1.972
2019-04-13,1.749
2019-04-14,1.801
2019-04-15,1.963
2019-04-16,1.69
2019-04-17,1.932
2019-04-18,1.998
2019-04-19,1.98
2019-04-20,1.673
2019-04-21,1.794
2019-04-22,1.856
2019-04-23,2.253
2019-04-24,2.082
2019-04-25,1.627
2019-04-26,1.724
2019-04-27,1.568
2019-04-28,1.648
2019-04-29,1.995
2019-04-30,1.653
2019-05-01,1.73
2019-05-02,1.544
2019-05-03,2.116
2019-05-04,1.685
2019-05-05,1.488
2019-05-06,1.847
2019-05-07,2.039
2019-05-08,1.704
2019-05-09,1.931
2019-05-10,2.286
2019-05-11,3.473
2019-05-12,3.124
2019-05-13,3.435
2019-05-14,3.784
2019-05-15,4.231
2019-05-16,4.083
2019-05-17,2.893
2019-05-18,2.444
2019-05-19,2.69
2019-05-20,2.519
2019-05-21,2.449
2019-05-22,2.52
2019-05-23,2.207
2019-05-24,3.721
2019-05-25,3.825
2019-05-26,3.592
2019-05-27,5.491
2019-05-28,4.356
2019-05-29,4.008
2019-05-30,4.16
2019-05-31,3.319
2019-06-01,3.151
2019-06-02,2.726
2019-06-03,2.589
2019-06-04,2.825
2019-06-05,2.547
2019-06-06,2.64
2019-06-07,4.43
2019-06-08,3.655
2019-06-09,2.932
2019-06-10,4.699
2019-06-11,6.714
2019-06-12,8.237
2019-06-13,5.114
2019-06-14,4.719
2019-06-15,5.058
2019-06-16,4.929
2019-06-17,4.499
2019-06-18,4.548
2019-06-19,4.356
2019-06-20,4.212
2019-06-21,4.431
2019-06-22,6.101
2019-06-23,4.374
2019-06-24,4.521
2019-06-25,4.627
2019-06-26,6.541
2019-06-27,5.268
2019-06-28,4.285
2019-06-29,4.426
2019-06-30,4.204
2019-07-01,3.954
2019-07-02,3.789
2019-07-03,3.343
2019-07-04,2.772
2019-07-05,2.778
2019-07-06,2.715
2019-07-07,2.689
2019-07-08,2.825
2019-07-09,2.969
2019-07-10,4.074
2019-07-11,4.046
2019-07-12,3.082
2019-07-13,2.859
2019-07-14,3.752
2019-07-15,3.429
2019-07-16,3.961
2019-07-17,3.889
2019-07-18,3.912
2019-07-19,3.107
2019-07-20,2.664
2019-07-21,2.622
2019-07-22,2.637
2019-07-23,2.506
2019-07-24,2.619
2019-07-25,2.448
2019-07-26,2.148
2019-07-27,2.051
2019-07-28,2.267
2019-07-29,2.406
2019-07-30,2.507
2019-07-31,3.19
2019-08-01,2.941
2019-08-02,2.89
2019-08-03,2.899
2019-08-04,3.227
2019-08-05,5.802
2019-08-06,3.293
2019-08-07,2.681
2019-08-08,2.445
2019-08-09,2.501
2019-08-10,2.357
2019-08-11,2.515
2019-08-12,2.548
2019-08-13,2.215
2019-08-14,2.527
2019-08-15,2.685
2019-08-16,2.427
2019-08-17,1.953
2019-08-18,2.244
2019-08-19,2.139
2019-08-20,2.038
2019-08-21,2.042
2019-08-22,2.055
2019-08-23,1.795
2019-08-24,1.697
2019-08-25,1.716
2019-08-26,1.859
2019-08-27,1.873
2019-08-28,2.146
2019-08-29,2.434
2019-08-30,1.901
2019-08-31,1.794
2019-09-01,1.605
2019-09-02,1.815
2019-09-03,1.962
2019-09-04,1.91
2019-09-05,1.788
2019-09-06,1.781
2019-09-07,1.846
2019-09-08,1.712
2019-09-09,1.82
2019-09-10,1.955
2019-09-11,1.683
2019-09-12,1.711
2019-09-13,1.693
2019-09-14,1.626
2019-09-15,1.609
2019-09-16,1.775
2019-09-17,1.949
2019-09-18,2.443
2019-09-19,2.099
2019-09-20,1.762
2019-09-21,1.507
2019-09-22,1.688
2019-09-23,1.761
2019-09-24,2.537
2019-09-25,2.478
2019-09-26,2.058
2019-09-27,1.773
2019-09-28,1.62
2019-09-29,1.502
2019-09-30,1.662
2019-10-01,1.699
2019-10-02,1.582
2019-10-03,1.595
2019-10-04,1.639
2019-10-05,1.292
2019-10-06,1.473
2019-10-07,1.66
2019-10-08,1.704
2019-10-09,1.602
2019-10-10,1.665
2019-10-11,1.357
2019-10-12,1.46
2019-10-13,1.277
2019-10-14,1.429
2019-10-15,1.568
2019-10-16,1.488
2019-10-17,1.577
2019-10-18,1.556
2019-10-19,1.388
2019-10-20,1.54
2019-10-21,1.378
2019-10-22,1.565
2019-10-23,1.704
2019-10-24,1.7
2019-10-25,1.727
2019-10-26,1.963
2019-10-27,1.848
2019-10-28,1.884
2019-10-29,1.869
2019-10-30,1.56
2019-10-31,1.425
2019-11-01,1.643
2019-11-02,1.31
2019-11-03,1.632
2019-11-04,1.769
2019-11-05,1.884
2019-11-06,1.743
2019-11-07,1.459
2019-11-08,1.593
2019-11-09,1.491
2019-11-10,1.629
2019-11-11,1.691
2019-11-12,1.682
2019-11-13,1.317
2019-11-14,1.219
2019-11-15,1.361
2019-11-16,1.24
2019-11-17,1.462
2019-11-18,1.309
2019-11-19,1.545
2019-11-20,1.41
2019-11-21,1.678
2019-11-22,1.776
2019-11-23,1.567
2019-11-24,1.462
2019-11-25,1.786
2019-11-26,1.6
2019-11-27,1.479
2019-11-28,1.37
2019-11-29,1.353
2019-11-30,1.371
2019-12-01,1.449
2019-12-02,1.475
2019-12-03,1.514
2019-12-04,1.361
2019-12-05,1.432
2019-12-06,1.403
2019-12-07,1.411
2019-12-08,1.428
2019-12-09,1.119
2019-12-10,1.442
2019-12-11,1.41
2019-12-12,1.372
2019-12-13,1.224
2019-12-14,1.383
2019-12-15,1.284
2019-12-16,1.484
2019-12-17,1.702
2019-12-18,1.724
2019-12-19,1.526
2019-12-20,1.473
2019-12-21,1.45
2019-12-22,1.498
2019-12-23,1.58
2019-12-24,1.428
2019-12-25,1.498
2019-12-26,1.4
2019-12-27,1.501
2019-12-28,1.785
2019-12-29,1.74
2019-12-30,1.635
2019-12-31,1.509
2020-01-01,1.463
2020-01-02,1.508
2020-01-03,1.574
2020-01-04,1.567
2020-01-05,1.611
2020-01-06,1.779
2020-01-07,1.821
2020-01-08,2.264
2020-01-09,1.631
2020-01-10,1.641
2020-01-11,2.142
2020-01-12,1.677
2020-01-13,1.71
2020-01-14,3.053
2020-01-15,2.512
2020-01-16,2.234
2020-01-17,2.41
2020-01-18,2.397
2020-01-19,2.249
2020-01-20,1.709
2020-01-21,1.977
2020-01-22,1.699
2020-01-23,1.636
2020-01-24,1.823
2020-01-25,1.628
2020-01-26,1.618
2020-01-27,1.879
2020-01-28,2.175
2020-01-29,2.055
2020-01-30,2.967
2020-01-31,2.735
2020-02-01,3.113
2020-02-02,2.634
2020-02-03,2.522
2020-02-04,2.246
2020-02-05,2.58
2020-02-06,2.659
2020-02-07,2.366
2020-02-08,2.691
2020-02-09,3.097
2020-02-10,2.5
2020-02-11,2.354
2020-02-12,3.365
2020-02-13,3.013
2020-02-14,2.606
2020-02-15,2.463
2020-02-16,2.534
2020-02-17,2.273
2020-02-18,2.435
2020-02-19,2.504
2020-02-20,2.133
2020-02-21,2.13
2020-02-22,2.017
2020-02-23,2.31
2020-02-24,2.245
2020-02-25,2.066
2020-02-26,2.285
2020-02-27,2.197
2020-02-28,2.22
2020-02-29,1.922
2020-03-01,1.989
2020-03-02,1.903
2020-03-03,1.91
2020-03-04,1.781
2020-03-05,1.953
2020-03-06,1.738
2020-03-07,1.73
2020-03-08,2.034
2020-03-09,2.363
2020-03-10,2.116
2020-03-11,1.97
2020-03-12,3.211
2020-03-13,4.148
2020-03-14,2.912
2020-03-15,2.242
2020-03-16,2.917
2020-03-17,2.592
2020-03-18,2.217
2020-03-19,2.538
2020-03-20,2.536
2020-03-21,2.118
2020-03-22,2.456
2020-03-23,2.356
2020-03-24,2.475
2020-03-25,2.19
2020-03-26,1.975
2020-03-27,1.98
2020-03-28,2.034
2020-03-29,1.847
2020-03-30,2.211
2020-03-31,2.016
2020-04-01,1.727
2020-04-02,1.979
2020-04-03,1.964
2020-04-04,1.845
2020-04-05,1.901
2020-04-06,2.227
2020-04-07,2.485
2020-04-08,2.206
2020-04-09,2.261
2020-04-10,1.957
2020-04-11,2.031
2020-04-12,1.7
2020-04-13,2.091
2020-04-14,2.003
2020-04-15,1.763
2020-04-16,1.954
2020-04-17,1.913
2020-04-18,2.088
2020-04-19,2.063
2020-04-20,2.015
2020-04-21,1.698
2020-04-22,1.948
2020-04-23,2.248
2020-04-24,2.306
2020-04-25,2.5
2020-04-26,2.102
2020-04-27,2.172
2020-04-28,2.076
2020-04-29,2.708
2020-04-30,2.819
2020-05-01,2.265
2020-05-02,2.247
2020-05-03,2.291
2020-05-04,2.228
2020-05-05,2.465
2020-05-06,2.228
2020-05-07,2.644
2020-05-08,2.658
2020-05-09,2.754
2020-05-10,3.15
2020-05-11,2.574
2020-05-12,2.427
2020-05-13,2.35
2020-05-14,2.501
2020-05-15,2.261
2020-05-16,2.322
2020-05-17,2.23
2020-05-18,2.505
2020-05-19,2.153
2020-05-20,2.145
2020-05-21,2.124
2020-05-22,1.941
2020-05-23,1.842
2020-05-24,2.005
2020-05-25,2.024
2020-05-26,1.918
2020-05-27,1.845
2020-05-28,2.066
2020-05-29,2.086
2020-05-30,2.184
2020-05-31,2.19
2020-06-01,1.951
2020-06-02,2.356
2020-06-03,1.988
2020-06-04,2.11
2020-06-05,1.958
2020-06-06,2.112
2020-06-07,1.942
2020-06-08,2.348
2020-06-09,1.854
2020-06-10,1.869
2020-06-11,2.149
2020-06-12,1.826
2020-06-13,1.706
2020-06-14,1.902
2020-06-15,2.124
2020-06-16,1.853
2020-06-17,2.149
2020-06-18,1.788
2020-06-19,1.832
2020-06-20,1.764
2020-06-21,1.959
2020-06-22,2.081
2020-06-23,2.174
2020-06-24,1.815
2020-06-25,1.828
2020-06-26,2.078
2020-06-27,1.639
2020-06-28,2.004
2020-06-29,1.918
2020-06-30,1.973
2020-07-01,1.877
2020-07-02,1.811
2020-07-03,1.394
2020-07-04,1.765
2020-07-05,1.653
2020-07-06,1.889
2020-07-07,2.258
2020-07-08,2.499
2020-07-09,2.256
2020-07-10,1.899
2020-07-11,1.885
2020-07-12,1.961
2020-07-13,2.126
2020-07-14,2.084
2020-07-15,2.237
2020-07-16,2.044
2020-07-17,2.02
2020-07-18,2.079
2020-07-19,1.874
2020-07-20,1.863
2020-07-21,2.294
2020-07-22,2.091
2020-07-23,1.893
2020-07-24,2.214
2020-07-25,3.441
2020-07-26,3.282
2020-07-27,3.764
2020-07-28,4.208
2020-07-29,3.607
2020-07-30,3.642
2020-07-31,4.17
2020-08-01,5.019
2020-08-02,4.927
2020-08-03,3.949
2020-08-04,3.443
2020-08-05,3.482
2020-08-06,3.426
2020-08-07,3.353
2020-08-08,3.219
2020-08-09,3.505
2020-08-10,3.237
2020-08-11,3.14
2020-08-12,3.021
2020-08-13,2.915
2020-08-14,3.255
2020-08-15,3.749
2020-08-16,3.888
2020-08-17,5.248
2020-08-18,4.322
2020-08-19,3.708
2020-08-20,3.162
2020-08-21,3.236
2020-08-22,2.912
2020-08-23,2.788
2020-08-24,2.845
2020-08-25,2.663
2020-08-26,2.911
2020-08-27,2.557
2020-08-28,2.519
2020-08-29,2.656
2020-08-30,2.983
2020-08-31,2.983
2020-09-01,3.335
2020-09-02,2.833
2020-09-03,2.675
2020-09-04,2.939
2020-09-05,2.984
2020-09-06,2.619
2020-09-07,2.666
2020-09-08,2.588
2020-09-09,2.5
2020-09-10,2.218
2020-09-11,2.518
2020-09-12,2.225
2020-09-13,2.486
2020-09-14,2.308
2020-09-15,2.578
2020-09-16,2.695
2020-09-17,2.426
2020-09-18,2.3
2020-09-19,2.238
2020-09-20,2.406
2020-09-21,2.416
2020-09-22,2.435
2020-09-23,2.493
2020-09-24,1.808
2020-09-25,2.774
2020-09-26,2.536
2020-09-27,2.151
2020-09-28,2.64
2020-09-29,2.557
2020-09-30,2.269
2020-10-01,2.158
2020-10-02,2.471
2020-10-03,2.246
2020-10-04,2.111
2020-10-05,2.471
2020-10-06,2.328
2020-10-07,1.985
2020-10-08,1.967
2020-10-09,2.354
2020-10-10,2.715
2020-10-11,2.363
2020-10-12,2.721
2020-10-13,2.597
2020-10-14,2.586
2020-10-15,2.373
2020-10-16,2.672
2020-10-17,2.344
2020-10-18,2.344
2020-10-19,2.211
2020-10-20,2.396
2020-10-21,3.74
2020-10-22,4.965
2020-10-23,3.78
2020-10-24,4.001
2020-10-25,4.252
2020-10-26,3.745
2020-10-27,3.38
2020-10-28,3.69
2020-10-29,3.188
2020-10-30,2.944
2020-10-31,3.209
2020-11-01,3.23
2020-11-02,3.123
2020-11-03,2.814
2020-11-04,2.769
2020-11-05,3.809
2020-11-06,4.856
2020-11-07,4.512
2020-11-08,3.477
2020-11-09,3.418
2020-11-10,3.562
2020-11-11,3.565
2020-11-12,3.544
2020-11-13,5.574
2020-11-14,4.083
2020-11-15,3.744
2020-11-16,6.399
