TIMESTAMP,BRIUN_OPEN_PRICE_USD,BRIUN_HIGH_PRICE_USD,BRIUN_LOW_PRICE_USD,BRIUN_CLOSE_PRICE_USD,BRIUN_VOLUME_USD,BRIUN_DIVIDENDS_USD,BRIUN_STOCK_SPLITS_USD
2024-03-18 00:00:00+00:00,0.010212000459432602,0.011354999616742134,0.005797000136226416,0.007833000272512436,1072703,0.0,0.0
2024-03-19 00:00:00+00:00,0.007708999793976545,0.013434999622404575,0.005005999933928251,0.011284000240266323,1698823,0.0,0.0
2024-03-20 00:00:00+00:00,0.011239999905228615,0.03163599967956543,0.010193999856710434,0.022113999351859093,9187112,0.0,0.0
2024-03-21 00:00:00+00:00,0.022113999351859093,0.026461999863386154,0.01336199976503849,0.016195999458432198,2331086,0.0,0.0
2024-03-22 00:00:00+00:00,0.016530999913811684,0.022160999476909637,0.012822999618947506,0.017014000564813614,1794285,0.0,0.0
2024-03-23 00:00:00+00:00,0.017014000564813614,0.02383200079202652,0.013945000246167183,0.022850999608635902,1802904,0.0,0.0
2024-03-24 00:00:00+00:00,0.022850999608635902,0.024793000891804695,0.01730700023472309,0.024059999734163284,1530068,0.0,0.0
2024-03-25 00:00:00+00:00,0.024059999734163284,0.030612999573349953,0.019941000267863274,0.026110000908374786,2439225,0.0,0.0
2024-03-26 00:00:00+00:00,0.02606699988245964,0.028094999492168427,0.015862999483942986,0.019703000783920288,2302043,0.0,0.0
2024-03-27 00:00:00+00:00,0.019703000783920288,0.0213639996945858,0.012675999663770199,0.014684000052511692,2150512,0.0,0.0
2024-03-28 00:00:00+00:00,0.014684000052511692,0.02114100009202957,0.01012600027024746,0.01576700061559677,2081905,0.0,0.0
2024-03-29 00:00:00+00:00,0.01576700061559677,0.01783899962902069,0.007615999784320593,0.01066800020635128,1556003,0.0,0.0
2024-03-30 00:00:00+00:00,0.01066800020635128,0.014103000052273273,0.006285000126808882,0.0087890001013875,1423682,0.0,0.0
2024-03-31 00:00:00+00:00,0.008829999715089798,0.013838999904692173,0.007993999868631363,0.010691000148653984,1124523,0.0,0.0
2024-04-01 00:00:00+00:00,0.010691000148653984,0.012757999822497368,0.006984999869018793,0.007621999830007553,1161245,0.0,0.0
2024-04-02 00:00:00+00:00,0.007621999830007553,0.01193699985742569,0.006558999884873629,0.009610000066459179,1269334,0.0,0.0
2024-04-03 00:00:00+00:00,0.009610000066459179,0.010471000336110592,0.00597799988463521,0.007034999784082174,1030244,0.0,0.0
2024-04-04 00:00:00+00:00,0.007034999784082174,0.007902000099420547,0.00610300013795495,0.006903000175952911,613835,0.0,0.0
2024-04-05 00:00:00+00:00,0.006897999905049801,0.008791999891400337,0.006422999780625105,0.006645000074058771,697373,0.0,0.0
2024-04-06 00:00:00+00:00,0.0066269999369978905,0.008814999833703041,0.004676999989897013,0.008063999935984612,628221,0.0,0.0
2024-04-07 00:00:00+00:00,0.008063999935984612,0.017743000760674477,0.008059999905526638,0.01595900021493435,2079473,0.0,0.0
2024-04-08 00:00:00+00:00,0.01595900021493435,0.021632999181747437,0.013845999725162983,0.018309999257326126,1804341,0.0,0.0
2024-04-09 00:00:00+00:00,0.018309999257326126,0.01860800012946129,0.010463000275194645,0.01322299987077713,1304542,0.0,0.0
2024-04-10 00:00:00+00:00,0.01322299987077713,0.014464999549090862,0.011012000031769276,0.012869000434875488,672731,0.0,0.0
2024-04-11 00:00:00+00:00,0.012869000434875488,0.013811999931931496,0.008774000220000744,0.009875999763607979,611939,0.0,0.0
2024-04-12 00:00:00+00:00,0.009875999763607979,0.011223999783396721,0.006099000107496977,0.00774999987334013,620790,0.0,0.0
2024-04-13 00:00:00+00:00,0.00774999987334013,0.009484999813139439,0.005367999896407127,0.0077240001410245895,629300,0.0,0.0
2024-04-14 00:00:00+00:00,0.0077240001410245895,0.009631000459194183,0.006577999796718359,0.008940000087022781,354244,0.0,0.0
2024-04-15 00:00:00+00:00,0.008992999792098999,0.009863000363111496,0.007329000160098076,0.007486000191420317,437961,0.0,0.0
2024-04-16 00:00:00+00:00,0.007486000191420317,0.009008999913930893,0.00597199983894825,0.008388999849557877,380292,0.0,0.0
2024-04-17 00:00:00+00:00,0.008169000037014484,0.008170999586582184,0.006266999989748001,0.00699299992993474,396700,0.0,0.0
2024-04-18 00:00:00+00:00,0.00699299992993474,0.008407999761402607,0.006508000195026398,0.007451000157743692,293251,0.0,0.0
2024-04-19 00:00:00+00:00,0.007451000157743692,0.009081000462174416,0.005638000089675188,0.007120000198483467,335028,0.0,0.0
2024-04-20 00:00:00+00:00,0.007120000198483467,0.007697000168263912,0.006273000035434961,0.007098000030964613,210009,0.0,0.0
2024-04-21 00:00:00+00:00,0.00710600009188056,0.007468999829143286,0.005594000220298767,0.00608500000089407,383737,0.0,0.0
2024-04-22 00:00:00+00:00,0.00608500000089407,0.007666999939829111,0.005754000041633844,0.006043999921530485,214116,0.0,0.0
2024-04-23 00:00:00+00:00,0.006043999921530485,0.00865199975669384,0.004863000009208918,0.006804000120609999,445306,0.0,0.0
