TIMESTAMP,PRARE_OPEN_PRICE_USD,PRARE_HIGH_PRICE_USD,PRARE_LOW_PRICE_USD,PRARE_CLOSE_PRICE_USD,PRARE_VOLUME_USD,PRARE_DIVIDENDS_USD,PRARE_STOCK_SPLITS_USD
2021-05-11 00:00:00+00:00,0.0,1.403319001197815,0.0,1.0561670064926147,22337961,0.0,0.0
2021-05-12 00:00:00+00:00,1.0528570413589478,1.1368069648742676,0.5576639771461487,0.5581650137901306,10104746,0.0,0.0
2021-05-13 00:00:00+00:00,0.5576310157775879,0.6352390050888062,0.4316540062427521,0.435030996799469,808588,0.0,0.0
2021-05-14 00:00:00+00:00,0.43526700139045715,0.537056028842926,0.43494099378585815,0.4612419903278351,413596,0.0,0.0
2021-05-15 00:00:00+00:00,0.4611000120639801,0.4611090123653412,0.37847501039505005,0.3968679904937744,396806,0.0,0.0
2021-05-16 00:00:00+00:00,0.3964410126209259,0.5995910167694092,0.37283599376678467,0.5154179930686951,1452005,0.0,0.0
2021-05-17 00:00:00+00:00,0.5114449858665466,0.8415349721908569,0.4706690013408661,0.556003987789154,4040706,0.0,0.0
2021-05-18 00:00:00+00:00,0.5484560132026672,0.6298530101776123,0.5179629921913147,0.5525839924812317,2124265,0.0,0.0
2021-05-19 00:00:00+00:00,0.5516459941864014,0.5739780068397522,0.2763560116291046,0.36328500509262085,1029147,0.0,0.0
2021-05-20 00:00:00+00:00,0.36299100518226624,0.4173229932785034,0.33290499448776245,0.38492900133132935,344868,0.0,0.0
2021-05-21 00:00:00+00:00,0.38579699397087097,0.38963499665260315,0.25227099657058716,0.29524001479148865,478392,0.0,0.0
2021-05-22 00:00:00+00:00,0.295305997133255,0.31380799412727356,0.2526189982891083,0.2677119970321655,215737,0.0,0.0
2021-05-23 00:00:00+00:00,0.267892986536026,0.267892986536026,0.17711900174617767,0.2384669929742813,175919,0.0,0.0
2021-05-24 00:00:00+00:00,0.23848499357700348,0.28216901421546936,0.21622900664806366,0.2542720139026642,247466,0.0,0.0
2021-05-25 00:00:00+00:00,0.25425300002098083,0.28173598647117615,0.23677599430084229,0.2557770013809204,188697,0.0,0.0
2021-05-26 00:00:00+00:00,0.2558009922504425,0.28576400876045227,0.24287199974060059,0.2678309977054596,377109,0.0,0.0
2021-05-27 00:00:00+00:00,0.26778799295425415,0.2828400135040283,0.253713995218277,0.271369993686676,950825,0.0,0.0
2021-05-28 00:00:00+00:00,0.2712559998035431,0.2785100042819977,0.240556001663208,0.25709399580955505,1595503,0.0,0.0
2021-05-29 00:00:00+00:00,0.25743499398231506,0.2585029900074005,0.22536300122737885,0.23570600152015686,947953,0.0,0.0
2021-05-30 00:00:00+00:00,0.23587000370025635,0.29854699969291687,0.22761400043964386,0.26635101437568665,1781833,0.0,0.0
2021-05-31 00:00:00+00:00,0.2663019895553589,0.321601003408432,0.2505129873752594,0.2774919867515564,2051711,0.0,0.0
2021-06-01 00:00:00+00:00,0.2775680124759674,0.2896049916744232,0.2589539885520935,0.2671619951725006,1823162,0.0,0.0
2021-06-02 00:00:00+00:00,0.2684420049190521,0.3005110025405884,0.2658500075340271,0.27778100967407227,1026949,0.0,0.0
2021-06-03 00:00:00+00:00,0.277554988861084,0.2862809896469116,0.2650960087776184,0.27275899052619934,1265205,0.0,0.0
2021-06-04 00:00:00+00:00,0.27267199754714966,0.28788501024246216,0.24639999866485596,0.2514280080795288,599734,0.0,0.0
2021-06-05 00:00:00+00:00,0.25136899948120117,0.268435001373291,0.24067699909210205,0.2593030035495758,71292,0.0,0.0
2021-06-06 00:00:00+00:00,0.2590390145778656,0.27509400248527527,0.24713100492954254,0.26504001021385193,682809,0.0,0.0
2021-06-07 00:00:00+00:00,0.2657040059566498,0.3089959919452667,0.2528400123119354,0.2607010006904602,1318680,0.0,0.0
2021-06-08 00:00:00+00:00,0.2585729956626892,0.2929399907588959,0.20933100581169128,0.27221599221229553,1346868,0.0,0.0
2021-06-09 00:00:00+00:00,0.2723979949951172,0.3014020025730133,0.2595059871673584,0.2832050025463104,836401,0.0,0.0
2021-06-10 00:00:00+00:00,0.2838760018348694,0.3244220018386841,0.25820401310920715,0.2680110037326813,850442,0.0,0.0
2021-06-11 00:00:00+00:00,0.27130600810050964,0.27130600810050964,0.23956599831581116,0.24370700120925903,593235,0.0,0.0
2021-06-12 00:00:00+00:00,0.24370700120925903,0.25640198588371277,0.16454899311065674,0.17586000263690948,720850,0.0,0.0
2021-06-13 00:00:00+00:00,0.17614999413490295,0.19094499945640564,0.1370760053396225,0.15925699472427368,483207,0.0,0.0
2021-06-14 00:00:00+00:00,0.15875199437141418,0.17393699288368225,0.14310100674629211,0.1568630039691925,439787,0.0,0.0
