TIMESTAMP,DOG11557_OPEN_PRICE_USD,DOG11557_HIGH_PRICE_USD,DOG11557_LOW_PRICE_USD,DOG11557_CLOSE_PRICE_USD,DOG11557_VOLUME_USD,DOG11557_DIVIDENDS_USD,DOG11557_STOCK_SPLITS_USD
2021-09-03 00:00:00+00:00,0.024210000410676003,0.03888100013136864,0.0192440003156662,0.03725200146436691,98234643,0.0,0.0
2021-09-04 00:00:00+00:00,0.03726600110530853,0.03726600110530853,0.026065999642014503,0.028505999594926834,36226990,0.0,0.0
2021-09-05 00:00:00+00:00,0.02850699983537197,0.0299260001629591,0.024932999163866043,0.0269399993121624,12835904,0.0,0.0
2021-09-06 00:00:00+00:00,0.026936000213027,0.027684999629855156,0.019656000658869743,0.021191999316215515,21128446,0.0,0.0
2021-09-07 00:00:00+00:00,0.021191999316215515,0.021244000643491745,0.015018999576568604,0.016023000702261925,9494191,0.0,0.0
2021-09-08 00:00:00+00:00,0.016025999560952187,0.016656000167131424,0.01182399969547987,0.012852000072598457,17250066,0.0,0.0
2021-09-09 00:00:00+00:00,0.012474000453948975,0.014272999949753284,0.011420000344514847,0.01370999962091446,5835378,0.0,0.0
2021-09-10 00:00:00+00:00,0.013705000281333923,0.014298999682068825,0.010104999877512455,0.010235000401735306,11702190,0.0,0.0
2021-09-11 00:00:00+00:00,0.010235999710857868,0.010700000450015068,0.009108999744057655,0.009448999539017677,1537357,0.0,0.0
2021-09-12 00:00:00+00:00,0.009448000229895115,0.010181999765336514,0.007240999955683947,0.008220000192523003,3898738,0.0,0.0
2021-09-13 00:00:00+00:00,0.00822100043296814,0.008473999798297882,0.007046999875456095,0.007559000048786402,1962947,0.0,0.0
2021-09-14 00:00:00+00:00,0.007557999808341265,0.010599999688565731,0.007557999808341265,0.009785999543964863,5067972,0.0,0.0
2021-09-15 00:00:00+00:00,0.009785999543964863,0.015011000446975231,0.009781000204384327,0.013934999704360962,7919470,0.0,0.0
2021-09-16 00:00:00+00:00,0.013937000185251236,0.014782999642193317,0.012217000126838684,0.013178999535739422,2467154,0.0,0.0
2021-09-17 00:00:00+00:00,0.013202999718487263,0.013710999861359596,0.01015899982303381,0.010572999715805054,2716367,0.0,0.0
2021-09-18 00:00:00+00:00,0.010572999715805054,0.011493000201880932,0.00989800039678812,0.010207000188529491,440229,0.0,0.0
2021-09-19 00:00:00+00:00,0.010207000188529491,0.01044199988245964,0.00863800011575222,0.00931399967521429,416207,0.0,0.0
2021-09-20 00:00:00+00:00,0.009314999915659428,0.009992999956011772,0.008100000210106373,0.008170999586582184,838387,0.0,0.0
2021-09-21 00:00:00+00:00,0.008170999586582184,0.008887000381946564,0.007745000068098307,0.00800000037997961,924369,0.0,0.0
2021-09-22 00:00:00+00:00,0.00800000037997961,0.008706999942660332,0.007703999988734722,0.008510000072419643,411240,0.0,0.0
2021-09-23 00:00:00+00:00,0.008510000072419643,0.01152000017464161,0.008433000184595585,0.009496999904513359,1716984,0.0,0.0
2021-09-24 00:00:00+00:00,0.009496999904513359,0.010470000095665455,0.006990000139921904,0.008086999878287315,410224,0.0,0.0
