TIMESTAMP,BOE32842_OPEN_PRICE_USD,BOE32842_HIGH_PRICE_USD,BOE32842_LOW_PRICE_USD,BOE32842_CLOSE_PRICE_USD,BOE32842_VOLUME_USD,BOE32842_DIVIDENDS_USD,BOE32842_STOCK_SPLITS_USD
2024-08-27 00:00:00+00:00,0.0006750000175088644,0.0008919999818317592,3.300000025774352e-05,7.999999797903001e-05,1326257,0.0,0.0
2024-08-28 00:00:00+00:00,7.999999797903001e-05,0.0001740000006975606,4.099999932805076e-05,0.00010299999848939478,228871,0.0,0.0
2024-08-29 00:00:00+00:00,0.00010299999848939478,0.00019200000679120421,6.900000153109431e-05,8.099999831756577e-05,213576,0.0,0.0
2024-08-30 00:00:00+00:00,8.099999831756577e-05,0.00010800000018207356,5.400000009103678e-05,6.600000051548705e-05,68323,0.0,0.0
2024-08-31 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,3.199999991920777e-05,3.899999865097925e-05,37442,0.0,0.0
2024-09-01 00:00:00+00:00,3.899999865097925e-05,4.400000034365803e-05,2.2000000171829015e-05,2.5999999706982635e-05,18749,0.0,0.0
2024-09-02 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,1.9999999494757503e-05,2.700000004551839e-05,7019,0.0,0.0
2024-09-03 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.099999983329326e-05,2.300000051036477e-05,4478,0.0,0.0
2024-09-04 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.5999999959603883e-05,1.8999999156221747e-05,7268,0.0,0.0
2024-09-05 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.4999999621068127e-05,2.099999983329326e-05,4929,0.0,0.0
2024-09-06 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.4000000192027073e-05,1.4999999621068127e-05,2679,0.0,0.0
2024-09-07 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.5999999959603883e-05,3751,0.0,0.0
2024-09-08 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,1771,0.0,0.0
2024-09-09 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,732,0.0,0.0
2024-09-10 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,319,0.0,0.0
2024-09-11 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,646,0.0,0.0
2024-09-12 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,262,0.0,0.0
2024-09-13 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,597,0.0,0.0
2024-09-14 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,344,0.0,0.0
2024-09-15 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,7.000000096013537e-06,1043,0.0,0.0
2024-09-16 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,36,0.0,0.0
2024-09-17 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,121,0.0,0.0
2024-09-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,111,0.0,0.0
2024-09-19 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,137,0.0,0.0
2024-09-20 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,433,0.0,0.0
2024-09-21 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,1246,0.0,0.0
2024-09-22 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,48,0.0,0.0
2024-09-23 00:00:00+00:00,7.999999979801942e-06,1.4000000192027073e-05,7.999999979801942e-06,1.4000000192027073e-05,2987,0.0,0.0
2024-09-24 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,1783,0.0,0.0
2024-09-25 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.1000000085914508e-05,1706,0.0,0.0
2024-09-26 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,223,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999747378752e-06,4.8000001697801054e-05,9.999999747378752e-06,2.4000000848900527e-05,24049,0.0,0.0
2024-09-28 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.099999983329326e-05,2.300000051036477e-05,2347,0.0,0.0
2024-09-29 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.5999999959603883e-05,1.5999999959603883e-05,1499,0.0,0.0
2024-09-30 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,315,0.0,0.0
2024-10-01 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,315,0.0,0.0
2024-10-02 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2000000424450263e-05,296,0.0,0.0
2024-10-03 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.2000000424450263e-05,1.2000000424450263e-05,0,0.0,0.0
2024-10-04 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,160,0.0,0.0
2024-10-05 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,125,0.0,0.0
2024-10-06 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,337,0.0,0.0
2024-10-07 00:00:00+00:00,1.1000000085914508e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.4000000192027073e-05,3257,0.0,0.0
2024-10-08 00:00:00+00:00,1.4000000192027073e-05,0.00016799999866634607,1.4000000192027073e-05,0.0001250000059371814,122619,0.0,0.0
2024-10-09 00:00:00+00:00,0.0001250000059371814,0.0002479999966453761,8.299999899463728e-05,0.00013600000238511711,114268,0.0,0.0
2024-10-10 00:00:00+00:00,0.00013600000238511711,0.00023099999816622585,9.200000204145908e-05,9.699999645818025e-05,70891,0.0,0.0
2024-10-11 00:00:00+00:00,9.699999645818025e-05,0.00010599999950500205,6.800000119255856e-05,7.100000220816582e-05,15562,0.0,0.0
2024-10-12 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,4.099999932805076e-05,6.800000119255856e-05,10216,0.0,0.0
2024-10-13 00:00:00+00:00,6.800000119255856e-05,0.00021600000036414713,6.600000051548705e-05,6.900000153109431e-05,91159,0.0,0.0
2024-10-14 00:00:00+00:00,6.900000153109431e-05,0.0001320000010309741,6.0999998822808266e-05,7.79999973019585e-05,19471,0.0,0.0
2024-10-15 00:00:00+00:00,7.79999973019585e-05,8.399999933317304e-05,7.100000220816582e-05,7.999999797903001e-05,3501,0.0,0.0
2024-10-16 00:00:00+00:00,7.999999797903001e-05,8.199999865610152e-05,6.399999983841553e-05,6.399999983841553e-05,3553,0.0,0.0
2024-10-17 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,3.9999998989515007e-05,3.9999998989515007e-05,3246,0.0,0.0
2024-10-18 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.9999998989515007e-05,4.3000000005122274e-05,753,0.0,0.0
