TIMESTAMP,ZB34634_OPEN_PRICE_USD,ZB34634_HIGH_PRICE_USD,ZB34634_LOW_PRICE_USD,ZB34634_CLOSE_PRICE_USD,ZB34634_VOLUME_USD,ZB34634_DIVIDENDS_USD,ZB34634_STOCK_SPLITS_USD
2025-01-31 00:00:00+00:00,0.0002500000118743628,0.0002570000069681555,0.00023200000578071922,0.00023400000645779073,6075,0.0,0.0
2025-02-01 00:00:00+00:00,0.00023400000645779073,0.00023600000713486224,0.00019799999427050352,0.00019799999427050352,4724,0.0,0.0
2025-02-02 00:00:00+00:00,0.00019799999427050352,0.00021499999274965376,0.0001900000061141327,0.0002010000025620684,4574,0.0,0.0
2025-02-03 00:00:00+00:00,0.0002010000025620684,0.0002640000020619482,0.00018000000272877514,0.0002280000044265762,17765,0.0,0.0
2025-02-04 00:00:00+00:00,0.0002280000044265762,0.00024900000425986946,0.00021600000036414713,0.00021600000036414713,9604,0.0,0.0
2025-02-05 00:00:00+00:00,0.00021600000036414713,0.0002209999947808683,0.0001849999971454963,0.0001849999971454963,6633,0.0,0.0
2025-02-06 00:00:00+00:00,0.0001849999971454963,0.00018899999849963933,0.00015999999595806003,0.0001610000035725534,2833,0.0,0.0
2025-02-07 00:00:00+00:00,0.0001610000035725534,0.00016700000560376793,0.00015700000221841037,0.00015999999595806003,1818,0.0,0.0
2025-02-08 00:00:00+00:00,0.00015999999595806003,0.00016500000492669642,0.00015900000289548188,0.00016399999731220305,962,0.0,0.0
2025-02-09 00:00:00+00:00,0.00016399999731220305,0.00017299999308306724,0.000155999994603917,0.000155999994603917,3274,0.0,0.0
2025-02-10 00:00:00+00:00,0.000155999994603917,0.00016599999798927456,0.000155999994603917,0.00015700000221841037,1121,0.0,0.0
2025-02-11 00:00:00+00:00,0.00015700000221841037,0.00016199999663513154,0.00014600000577047467,0.00014699999883305281,1736,0.0,0.0
2025-02-12 00:00:00+00:00,0.00014699999883305281,0.00015300000086426735,0.0001449999981559813,0.00015100000018719584,1339,0.0,0.0
2025-02-13 00:00:00+00:00,0.00015100000018719584,0.00015300000086426735,0.00012199999764561653,0.00012199999764561653,3416,0.0,0.0
2025-02-14 00:00:00+00:00,0.00012199999764561653,0.00012799999967683107,0.00012199999764561653,0.00012599999899975955,534,0.0,0.0
2025-02-15 00:00:00+00:00,0.00012599999899975955,0.00012599999899975955,0.00011899999663000926,0.00012099999730708078,1594,0.0,0.0
2025-02-16 00:00:00+00:00,0.00012099999730708078,0.00016900000628083944,0.00011899999663000926,0.00016900000628083944,9460,0.0,0.0
2025-02-17 00:00:00+00:00,0.00016900000628083944,0.0004879999905824661,0.0001320000010309741,0.00020199999562464654,294522,0.0,0.0
2025-02-18 00:00:00+00:00,0.00020199999562464654,0.0002500000118743628,0.00015900000289548188,0.00020199999562464654,50188,0.0,0.0
2025-02-19 00:00:00+00:00,0.00020199999562464654,0.00026599998818710446,0.0001720000000204891,0.0001849999971454963,20144,0.0,0.0
2025-02-20 00:00:00+00:00,0.0001849999971454963,0.0001849999971454963,0.0001539999939268455,0.00016199999663513154,5519,0.0,0.0
2025-02-21 00:00:00+00:00,0.00016199999663513154,0.00016199999663513154,0.0001429999974789098,0.0001429999974789098,3654,0.0,0.0
2025-02-22 00:00:00+00:00,0.0001429999974789098,0.00015500000154133886,0.00013699999544769526,0.00014099999680183828,3018,0.0,0.0
2025-02-23 00:00:00+00:00,0.00014099999680183828,0.0001449999981559813,0.0001320000010309741,0.0001320000010309741,1074,0.0,0.0
2025-02-24 00:00:00+00:00,0.0001320000010309741,0.00013299999409355223,9.7999996796716e-05,9.7999996796716e-05,3678,0.0,0.0
2025-02-25 00:00:00+00:00,9.7999996796716e-05,0.00010199999815085903,9.500000305706635e-05,0.00010199999815085903,1267,0.0,0.0
