,MSE,MAE,RMSE,MAPE,R2
0,0.0027687372448545263,0.040721266450881956,0.052618791746433385,0.0542752724043475,0.8499348693183056
1,0.0006545087495812404,0.01875878964085732,0.025583368612855508,0.02942651587118285,0.7777039183736958
2,0.005570559483157265,0.05843150352662608,0.07463618079160579,0.05471753522199457,0.8594384095301563
3,0.004814432601268269,0.044432459007898974,0.0693861124524805,0.041459248374964605,0.7219791318087184
4,0.00170501321189631,0.029232512941668093,0.0412918056264958,0.02702269237434031,-0.27589330460190786
5,0.0018781607351440234,0.03568301206588746,0.04333775184690622,0.03238056783107415,0.7797410225986762
6,0.001549040140245405,0.03066755458770259,0.03935784725115698,0.03569587369342023,0.5804389437216945
7,0.0005810498962731855,0.018381777114252887,0.024104976587277272,0.02607743541503481,0.9164995525088179
8,0.002447461129656052,0.039074855354854034,0.049471821572042926,0.050840321836564555,0.5887481200530987
9,0.0006695961058115167,0.020187386614276527,0.02587655513803019,0.02585584351440161,0.6662113192022876
10,0.0006909323211061276,0.02056162865320841,0.026285591511436977,0.02825735819057656,0.8331939483404585
11,0.0009110894069276454,0.022329750042576944,0.030184257601068232,0.047916649249233854,0.8737115484803323
Mean,0.002020048418826797,0.03153854133339094,0.041844588394815814,0.03782710949809463,0.6809756232778611
