TIMESTAMP,OKAYEG_OPEN_PRICE_USD,OKAYEG_HIGH_PRICE_USD,OKAYEG_LOW_PRICE_USD,OKAYEG_CLOSE_PRICE_USD,OKAYEG_VOLUME_USD,OKAYEG_DIVIDENDS_USD,OKAYEG_STOCK_SPLITS_USD
2024-05-23 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,2.499999936844688e-05,4.199999966658652e-05,2331237,0.0,0.0
2024-05-24 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,2.300000051036477e-05,2.5999999706982635e-05,1320866,0.0,0.0
2024-05-25 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,1.8999999156221747e-05,2.4000000848900527e-05,1243956,0.0,0.0
2024-05-26 00:00:00+00:00,2.4000000848900527e-05,2.9999999242136255e-05,1.8000000636675395e-05,2.099999983329326e-05,1040283,0.0,0.0
2024-05-27 00:00:00+00:00,2.2000000171829015e-05,3.300000025774352e-05,2.099999983329326e-05,3.099999958067201e-05,1042127,0.0,0.0
2024-05-28 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.099999983329326e-05,2.099999983329326e-05,775934,0.0,0.0
2024-05-29 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.5999999959603883e-05,1009054,0.0,0.0
2024-05-30 00:00:00+00:00,1.5999999959603883e-05,2.300000051036477e-05,1.2999999853491317e-05,2.300000051036477e-05,778597,0.0,0.0
2024-05-31 00:00:00+00:00,2.099999983329326e-05,2.700000004551839e-05,1.9999999494757503e-05,2.300000051036477e-05,868135,0.0,0.0
2024-06-01 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,1.8000000636675395e-05,2.2000000171829015e-05,420716,0.0,0.0
2024-06-02 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.8999999156221747e-05,2.099999983329326e-05,399716,0.0,0.0
2024-06-03 00:00:00+00:00,2.2000000171829015e-05,2.700000004551839e-05,1.8999999156221747e-05,2.2000000171829015e-05,523392,0.0,0.0
2024-06-04 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,408723,0.0,0.0
2024-06-05 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.4999999621068127e-05,1.5999999959603883e-05,567757,0.0,0.0
2024-06-06 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4000000192027073e-05,647441,0.0,0.0
2024-06-07 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.2000000424450263e-05,1.4000000192027073e-05,646853,0.0,0.0
2024-06-08 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,9.999999747378752e-06,1.4000000192027073e-05,488042,0.0,0.0
2024-06-09 00:00:00+00:00,1.4000000192027073e-05,2.2000000171829015e-05,1.1000000085914508e-05,1.8999999156221747e-05,800399,0.0,0.0
2024-06-10 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.4999999621068127e-05,1.4999999621068127e-05,477513,0.0,0.0
2024-06-11 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.1000000085914508e-05,1.8000000636675395e-05,727661,0.0,0.0
