TIMESTAMP,THUG33124_OPEN_PRICE_USD,THUG33124_HIGH_PRICE_USD,THUG33124_LOW_PRICE_USD,THUG33124_CLOSE_PRICE_USD,THUG33124_VOLUME_USD,THUG33124_DIVIDENDS_USD,THUG33124_STOCK_SPLITS_USD
2024-09-24 00:00:00+00:00,,,,0.0,4372,0.0,0.0
2024-09-25 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,3705,0.0,0.0
2024-09-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,0,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,457,0.0,0.0
2024-09-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,560,0.0,0.0
2024-09-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,635,0.0,0.0
2024-09-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,354,0.0,0.0
2024-10-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,100,0.0,0.0
2024-10-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,103,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,422,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,1583,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,602,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,853,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,435,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,160,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,30703,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,52601,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,2798,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,2079,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,8804,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,283,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,218,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,3346,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,1140,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,247,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,1498,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,1306,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,375,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,2450,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,128,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,1077,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,692,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,3633,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,541,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,720,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,3612,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,629,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,2701,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,1801,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,542,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,739,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,4429,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,509,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,541,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,624,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,7108,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,354,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,1425,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,336,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,2593,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,2167,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,334,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,3042,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,818,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,2435,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,340,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,545,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,2018,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,246,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,112,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1188,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,279,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,212,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,317,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,941,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,305,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,453,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,162,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,299,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,245,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,727,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,1699,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,96,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,150,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,611,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,259,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,98,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,639,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,128,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
