TIMESTAMP,SYNO_OPEN_PRICE_USD,SYNO_HIGH_PRICE_USD,SYNO_LOW_PRICE_USD,SYNO_CLOSE_PRICE_USD,SYNO_VOLUME_USD,SYNO_DIVIDENDS_USD,SYNO_STOCK_SPLITS_USD
2024-03-29 00:00:00+00:00,0.03547599911689758,0.037376999855041504,0.032666001468896866,0.03311700001358986,39659,0.0,0.0
2024-03-30 00:00:00+00:00,0.03311700001358986,0.03778199851512909,0.032113999128341675,0.03262700140476227,54549,0.0,0.0
2024-03-31 00:00:00+00:00,0.03262700140476227,0.03403700143098831,0.03168400004506111,0.03172900155186653,25670,0.0,0.0
2024-04-01 00:00:00+00:00,0.031706999987363815,0.03172999992966652,0.029570000246167183,0.029617000371217728,22232,0.0,0.0
2024-04-02 00:00:00+00:00,0.029617000371217728,0.029721999540925026,0.027109000831842422,0.027633000165224075,19080,0.0,0.0
2024-04-03 00:00:00+00:00,0.027633000165224075,0.02958099916577339,0.027271000668406487,0.02810399979352951,15429,0.0,0.0
2024-04-04 00:00:00+00:00,0.02810399979352951,0.028105000033974648,0.025072000920772552,0.025138000026345253,29905,0.0,0.0
2024-04-05 00:00:00+00:00,0.025138000026345253,0.025853000581264496,0.024261999875307083,0.025565000250935555,30787,0.0,0.0
2024-04-06 00:00:00+00:00,0.025565000250935555,0.027272000908851624,0.02440599910914898,0.026350000873208046,22525,0.0,0.0
2024-04-07 00:00:00+00:00,0.026350000873208046,0.027247000485658646,0.025439999997615814,0.026043999940156937,18890,0.0,0.0
2024-04-08 00:00:00+00:00,0.026043999940156937,0.028018999844789505,0.0260390006005764,0.028013000264763832,6919,0.0,0.0
2024-04-09 00:00:00+00:00,0.028013000264763832,0.030327999964356422,0.027146000415086746,0.02976600080728531,25788,0.0,0.0
2024-04-10 00:00:00+00:00,0.029728999361395836,0.03180500119924545,0.028369000181555748,0.02906399965286255,47007,0.0,0.0
2024-04-11 00:00:00+00:00,0.02906399965286255,0.030841000378131866,0.029055999591946602,0.03038400039076805,22668,0.0,0.0
2024-04-12 00:00:00+00:00,0.03038400039076805,0.03116299957036972,0.027509000152349472,0.029085999354720116,19653,0.0,0.0
2024-04-13 00:00:00+00:00,0.029085999354720116,0.02997099980711937,0.025877000764012337,0.026045000180602074,35947,0.0,0.0
2024-04-14 00:00:00+00:00,0.026045000180602074,0.029689999297261238,0.02456199936568737,0.02965099923312664,53361,0.0,0.0
2024-04-15 00:00:00+00:00,0.02961600013077259,0.03132199868559837,0.028661999851465225,0.029394999146461487,27070,0.0,0.0
2024-04-16 00:00:00+00:00,0.029394999146461487,0.029659999534487724,0.0272659994661808,0.028106000274419785,28824,0.0,0.0
2024-04-17 00:00:00+00:00,0.02810700051486492,0.02810700051486492,0.024853000417351723,0.025438999757170677,26669,0.0,0.0
2024-04-18 00:00:00+00:00,0.025438999757170677,0.027696000412106514,0.02532299980521202,0.027696000412106514,19708,0.0,0.0
2024-04-19 00:00:00+00:00,0.027696000412106514,0.0281009990721941,0.024608999490737915,0.024852000176906586,32694,0.0,0.0
2024-04-20 00:00:00+00:00,0.02485699951648712,0.026211999356746674,0.02431200072169304,0.026208000257611275,22745,0.0,0.0
2024-04-21 00:00:00+00:00,0.02412400022149086,0.02459000051021576,0.022043999284505844,0.022722000256180763,37251,0.0,0.0
2024-04-22 00:00:00+00:00,0.022722000256180763,0.02358200028538704,0.02123899944126606,0.02152100019156933,30497,0.0,0.0
2024-04-23 00:00:00+00:00,0.021459000185132027,0.021480999886989594,0.020224999636411667,0.021131999790668488,20517,0.0,0.0
2024-04-24 00:00:00+00:00,0.021126000210642815,0.022374000400304794,0.020413000136613846,0.02079799957573414,17758,0.0,0.0
2024-04-25 00:00:00+00:00,0.020800000056624413,0.021758999675512314,0.020760999992489815,0.020868999883532524,15822,0.0,0.0
2024-04-26 00:00:00+00:00,0.020868999883532524,0.021443000063300133,0.020515000447630882,0.0206339992582798,19859,0.0,0.0
2024-04-27 00:00:00+00:00,0.0206339992582798,0.021385999396443367,0.0198340006172657,0.020315000787377357,22195,0.0,0.0
2024-04-28 00:00:00+00:00,0.020315000787377357,0.021827999502420425,0.020305000245571136,0.021209999918937683,30738,0.0,0.0
