TIMESTAMP,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD,LTC_CLOSE_PRICE_USD,LTC_FIRST_TRADE_PRICE_USD,LTC_HIGH_TRADE_PRICE_USD,LTC_LOW_TRADE_PRICE_USD,LTC_LAST_TRADE_PRICE_USD,LTC_TOTAL_TRADE_COUNT,LTC_TOTAL_TRADES_BUY,LTC_TOTAL_TRADES_SELL,LTC_VOLUME_USD,LTC_QUOTE_VOLUME,LTC_VOLUME_BUY,LTC_QUOTE_VOLUME_BUY,LTC_VOLUME_SELL,LTC_QUOTE_VOLUME_SELL,LTC_MARKET_CAP_USD_PER_BIC,LTC_VOLUME_USD_PER_CMC,LTC_MARKET_CAP_USD_PER_CMC
2019-01-04,31.41,32.53,30.78,31.76,31.41,32.53,30.78,31.76,17016.0,7844.0,9172.0,108636.82193,3437486.3851984,53812.09229,1704444.6973857,54824.72964,1733041.6878127,1916772694.0,391010579.35,1940204514.80649
2019-01-05,31.76,35.95,31.76,34.33,31.76,35.95,31.76,34.33,46999.0,22708.0,24291.0,335581.55848,11471296.9699548,162070.2791,5536072.446455,173511.27938,5935224.5234998,2046643149.0,640607603.36,2092365506.31532
2019-01-06,34.33,39.71,33.89,38.3,34.33,39.71,33.89,38.3,82109.0,39709.0,42400.0,761396.10676,28298586.9009635,367592.50496,13657746.5602398,393803.6018,14640840.3407237,2240425618.0,809493170.15,2354185201.46198
2019-01-07,38.29,39.04,36.53,37.35,38.29,39.04,36.53,37.35,51871.0,25822.0,26049.0,444975.92431,16797767.6556064,215312.84438,8126842.7646142,229663.07993,8670924.8909922,2303690677.0,586891612.61,2265284885.72705
2019-01-08,37.35,40.8,36.91,38.7,37.35,40.8,36.91,38.7,56171.0,28016.0,28155.0,522510.17142,20322945.3312497,265768.71886,10335736.2398965,256741.45256,9987209.0913532,2349551142.0,643946958.97,2366141318.87744
2019-01-09,38.7,39.72,38.0,38.17,38.7,39.72,38.0,38.17,36311.0,18246.0,18065.0,312030.13021,12104357.4442312,161018.18508,6250240.8850986,151011.94513,5854116.5591326,2362343082.0,504601882.52,2337068756.41465
2019-01-10,38.17,38.77,31.0,32.81,38.17,38.77,31.0,32.81,66419.0,32406.0,34013.0,584622.4539,19980421.46609,283539.60377,9665526.7716598,301082.85013,10314894.6944302,2125971720.0,701124436.92,2030671877.95968
2019-01-11,32.81,33.22,29.68,31.49,32.81,33.22,29.68,31.49,45405.0,21928.0,23477.0,351182.38165,11268415.5174647,164016.25746,5262239.5740466,187166.12419,6006175.9434181,1975298245.0,628980636.7,1938944919.48045
2019-01-12,31.48,32.13,31.07,31.65,31.48,32.13,31.07,31.65,25298.0,12065.0,13233.0,178476.28718,5640569.2458151,85982.1549,2715970.3214217,92494.13228,2924598.9243934,1925094789.0,491524393.26,1942860853.89598
2019-01-13,31.65,32.63,29.12,29.59,31.65,32.63,29.12,29.59,29004.0,13633.0,15371.0,229264.11927,7075842.0712984,108286.15808,3337666.1041313,120977.96119,3738175.9671671,1901646036.0,564244096.21,1820214943.63745
2019-01-14,29.6,32.5,29.38,31.71,29.6,32.5,29.38,31.71,28964.0,14001.0,14963.0,255282.35801,7925720.2735823,124636.60217,3876580.4075901,130645.75584,4049139.8659922,1864878770.0,593098937.79,1942198293.84778
2019-01-15,31.72,32.27,29.95,30.75,31.72,32.27,29.95,30.75,29057.0,14114.0,14943.0,216841.86085,6784015.4244266,109085.19055,3417494.3560669,107756.6703,3366521.0683597,1917324370.0,527294087.71,1891520613.29553
2019-01-16,30.74,31.93,30.47,31.29,30.74,31.93,30.47,31.29,21559.0,10642.0,10917.0,153939.59622,4789334.1418824,76981.80401,2395766.9138333,76957.79221,2393567.2280491,1883395078.0,539347965.61,1910976280.56617
2019-01-17,31.29,31.55,29.8,31.4,31.29,31.55,29.8,31.4,25914.0,12819.0,13095.0,203218.00286,6238519.8934698,101306.91483,3112108.2058474,101911.08803,3126411.6876224,1863938063.0,609389196.55,1915371846.65269
2019-01-18,31.38,31.53,30.31,30.77,31.38,31.53,30.31,30.77,18620.0,9148.0,9472.0,150711.34444,4659547.3864997,71433.46977,2211556.1508159,79277.87467,2447991.2356838,1875133863.0,566482194.18,1881176120.61099
2019-01-19,30.78,32.92,30.77,32.0,30.78,32.92,30.77,32.0,21151.0,10104.0,11047.0,164989.63668,5273505.545043,81583.84722,2604779.9425284,83405.78946,2668725.6025146,1924865971.0,585789956.57,1956101651.33911
2019-01-20,31.94,33.2,28.45,30.64,31.94,33.2,28.45,30.64,29614.0,14079.0,15535.0,249450.00408,7815412.7300217,118376.33534,3702514.2273639,131073.66874,4112898.5026578,1914234630.0,584024740.86,1873953844.25753
2019-01-21,30.63,31.22,30.34,30.82,30.63,31.22,30.34,30.82,15290.0,7623.0,7667.0,110305.75866,3392716.0542585,57897.38931,1781488.5193431,52408.36935,1611227.5349154,1859270103.0,531048792.32,1876573922.34769
2019-01-22,30.82,32.0,29.48,31.41,30.82,32.0,29.48,31.41,23765.0,12092.0,11673.0,199887.16257,6183272.8098907,104259.51589,3229177.0939101,95627.64668,2954095.7159806,1877611310.0,589374366.57,1905392084.0115
2019-01-23,31.4,32.18,31.24,31.69,31.4,32.18,31.24,31.69,15638.0,7319.0,8319.0,123577.27232,3920165.8017895,55969.58357,1775217.9658034,67607.68875,2144947.8359861,1917651448.0,613521887.66,1924964952.01551
2019-01-24,31.69,33.1,30.89,32.51,31.69,33.1,30.89,32.51,16597.0,7742.0,8855.0,138812.16216,4453091.2945143,65904.78192,2111888.6974578,72907.38024,2341202.5970565,1922843947.0,614405337.58,1971999181.9773
2019-01-25,32.52,33.0,31.87,32.69,32.52,33.0,31.87,32.69,18027.0,8624.0,9403.0,169242.53382,5485967.9294638,79804.3117,2587125.366859,89438.22212,2898842.5626048,1959687708.0,661476019.59,1984872675.53681
2019-01-26,32.68,33.95,32.57,32.8,32.68,33.95,32.57,32.8,20495.0,9857.0,10638.0,166677.42808,5537195.8890435,78798.19408,2618744.9595293,87879.234,2918450.9295142,2003707909.0,694481467.01,1995530698.1976
2019-01-27,32.79,33.2,31.05,32.21,32.79,33.2,31.05,32.21,21480.0,10760.0,10720.0,173697.81998,5628213.3201342,78035.93823,2532572.9307587,95661.88175,3095640.3893755,1970794246.0,678149673.48,1962484749.30007
2019-01-28,32.22,32.53,30.0,30.94,32.22,32.53,30.0,30.94,30657.0,13999.0,16658.0,267887.62942,8275485.9723247,118041.161,3650598.0991317,149846.46842,4624887.873193,1869154810.0,812860294.36,1878928920.96607
2019-01-29,30.94,31.26,29.91,30.81,30.94,31.26,29.91,30.81,17933.0,8492.0,9441.0,135879.8588,4168438.6557358,60670.88176,1862431.7774867,75208.97704,2306006.8782491,1863217943.0,707842399.91,1873246049.86135
2019-01-30,30.8,31.97,30.47,31.68,30.8,31.97,30.47,31.68,15154.0,7136.0,8018.0,129114.99705,4046024.3723204,66041.95139,2068683.6245773,63073.04566,1977340.7477431,1894983133.0,694822147.74,1923945741.88619
2019-01-31,31.68,32.33,31.08,31.41,31.68,32.33,31.08,31.41,17825.0,9176.0,8649.0,154708.17427,4881672.9566493,81796.9945,2580248.9920298,72911.17977,2301423.9646195,1908532021.0,654137406.16,1907587556.44407
2019-02-01,31.43,33.64,30.7,32.65,31.43,33.64,30.7,32.65,28955.0,14085.0,14870.0,335544.96445,10864529.5873272,164337.34403,5321610.9867904,171207.62042,5542918.6005368,1947452550.0,825977655.56,1978856938.98779
2019-02-02,32.61,35.01,32.44,34.59,32.61,35.01,32.44,34.59,27690.0,13488.0,14202.0,268052.52354,8939273.973636,133427.23382,4451498.8407712,134625.28972,4487775.1328648,1990669188.0,829064166.23,2073872814.26187
2019-02-03,34.59,34.89,32.86,33.44,34.59,34.89,32.86,33.44,32651.0,15752.0,16899.0,348406.73224,11802330.6146259,168185.05465,5696095.0475279,180221.67759,6106235.567098,2037079347.0,820461890.93,2016740847.83787
2019-02-04,33.43,34.5,33.36,34.09,33.43,34.5,33.36,34.09,20549.0,10080.0,10469.0,206649.66902,7014206.2681502,108962.09483,3699076.3754122,97687.57419,3315129.892738,2036637118.0,740036503.92,2057598929.68642
2019-02-05,34.08,34.54,33.63,34.34,34.08,34.54,33.63,34.34,19416.0,8986.0,10430.0,214319.34235,7321284.8808597,104569.87802,3573067.0954449,109749.46433,3748217.7854148,2052032495.0,708712283.69,2067028132.47138
2019-02-06,34.35,34.5,32.25,32.79,34.35,34.5,32.25,32.79,30232.0,15402.0,14830.0,312456.54201,10273847.9600226,149431.38343,4907408.3859695,163025.15858,5366439.5740531,1973895153.0,748545365.55,1987640111.18115
2019-02-07,32.78,33.61,32.73,33.24,32.78,33.61,32.73,33.24,14240.0,6352.0,7888.0,144528.08084,4798854.8184626,61439.70984,2040173.0927607,83088.371,2758681.7257019,1997259798.0,652002936.15,2005595915.20041
2019-02-08,33.23,44.85,32.75,42.99,33.23,44.85,32.75,42.99,119267.0,59493.0,59774.0,1237384.07012,48819159.693489,616199.16873,24347341.8508127,621184.90139,24471817.8426763,2261075385.0,1721691113.41,2624516069.31202
2019-02-09,42.99,46.95,42.05,44.68,42.99,46.95,42.05,44.68,105794.0,51791.0,54003.0,993529.35851,43845377.3617417,506453.06114,22384935.9280144,487076.29737,21460441.4337273,2645306335.0,1509978242.9,2705200908.76457
2019-02-10,44.68,47.59,42.0,46.79,44.68,47.59,42.0,46.79,74650.0,35555.0,39095.0,667594.46229,30084786.2181325,329432.89923,14843447.3569699,338161.56306,15241338.8611626,2690660553.0,1420578822.97,2828937241.04575
2019-02-11,46.8,46.87,41.81,42.9,46.8,46.87,41.81,42.9,62358.0,30052.0,32306.0,570398.48991,25000654.7153878,281744.28623,12346897.0170934,288654.20368,12653757.6982944,2647372549.0,1229169301.64,2609389133.24458
2019-02-12,42.88,44.57,41.84,43.89,42.88,44.57,41.84,43.89,42437.0,20381.0,22056.0,326731.55801,14181167.7324087,166811.67841,7247992.5251688,159919.8796,6933175.2072399,2618528793.0,1098569293.93,2655115120.68424
2019-02-13,43.89,44.66,40.64,41.61,43.89,44.66,40.64,41.61,40220.0,18108.0,22112.0,333914.84326,14169773.6990322,154635.64726,6572223.2396216,179279.196,7597550.4594106,2579950690.0,1087815590.06,2539018994.97886
2019-02-14,41.61,42.45,40.31,41.26,41.61,42.45,40.31,41.26,32595.0,14595.0,18000.0,285144.93739,11825040.1861124,137002.03137,5682055.8504704,148142.90602,6142984.335642,2507268915.0,997741394.16,2518031065.68035
2019-02-15,41.26,44.6,41.06,42.58,41.26,44.6,41.06,42.58,45476.0,20006.0,25470.0,389950.95213,16519445.9920431,186526.92591,7905737.6882559,203424.02622,8613708.3037872,2546064371.0,1043820660.6,2582708734.96645
2019-02-16,42.6,44.37,42.28,43.34,42.6,44.37,42.28,43.34,45174.0,21015.0,24159.0,326691.70793,14225774.1208697,163746.11257,7132166.6269821,162945.59536,7093607.4938876,2629360798.0,1017844635.34,2637500545.91456
2019-02-17,43.34,45.13,42.6,43.91,43.34,45.13,42.6,43.91,43221.0,20687.0,22534.0,331698.79603,14459368.8381966,164544.69037,7171348.1619822,167154.10566,7288020.6762144,2624867340.0,1089205821.53,2658324155.43584
2019-02-18,43.89,49.03,43.62,47.84,43.89,49.03,43.62,47.84,101066.0,48777.0,52289.0,744029.87121,34349598.9758269,377479.54248,17422738.5563971,366550.32873,16926860.4194298,2773649470.0,1462180271.23,2908055842.72856
2019-02-19,47.81,49.1,46.56,47.14,47.81,49.1,46.56,47.14,63504.0,28639.0,34865.0,404786.75784,19350985.317177,194305.32904,9291828.1074618,210481.4288,10059157.2097152,2897167092.0,1417050580.37,2897971715.12025
2019-02-20,47.16,52.21,46.25,51.5,47.16,52.21,46.25,51.5,76226.0,35801.0,40425.0,566874.12073,28402239.4220076,282893.19253,14165186.390517,283980.9282,14237053.0314906,2999156931.0,1582934317.72,3136141807.5281
2019-02-21,51.47,51.65,47.35,48.94,51.47,51.65,47.35,48.94,51554.0,24780.0,26774.0,383781.90032,18972966.8701831,193159.07734,9550580.8968172,190622.82298,9422385.9733659,2990937119.0,1259734341.31,2977341432.45618
2019-02-22,48.93,49.97,48.08,49.19,48.93,49.97,48.08,49.19,44082.0,20019.0,24063.0,265979.43489,13079846.878828,126455.12527,6221387.8284687,139524.30962,6858459.0503593,2983051812.0,1213665948.23,3017677752.63346
2019-02-23,49.22,51.88,48.0,51.4,49.22,51.88,48.0,51.4,58429.0,29087.0,29342.0,411115.3383,20597303.0431109,219383.75505,10998727.6815936,191731.58325,9598575.3615173,3003530370.0,1278039836.83,3132087063.62058
2019-02-24,51.39,53.53,42.37,43.75,51.39,53.53,42.37,43.75,106805.0,48114.0,58691.0,685277.01608,32440229.6963062,318218.064,15093749.4097271,367058.95208,17346480.2865791,2982960076.0,1618048130.73,2708358746.2649
2019-02-25,43.74,46.85,43.0,45.4,43.74,46.85,43.0,45.4,52802.0,24427.0,28375.0,377273.17275,16992487.3052862,183753.22647,8281962.7421758,193519.94628,8710524.5631104,2733052665.0,1212141471.53,2802048987.49299
2019-02-26,45.4,45.89,44.06,44.76,45.4,45.89,44.06,44.76,34598.0,15756.0,18842.0,220101.55494,9886505.2314402,103140.22623,4633236.8579709,116961.32871,5253268.3734693,2735443395.0,1060325373.2,2758957943.85662
2019-02-27,44.77,45.53,42.51,45.16,44.77,45.53,42.51,45.16,35702.0,16445.0,19257.0,223940.94505,9964616.9874317,108949.85575,4849403.1134797,114991.0893,5115213.873952,2723149613.0,1061879935.21,2765113387.4659
2019-02-28,45.15,46.7,44.44,45.61,45.15,46.7,44.44,45.61,44293.0,19898.0,24395.0,258562.96779,11834468.51228,125150.07475,5729752.8120661,133412.89304,6104715.7002139,2777524421.0,1119495712.29,2805515463.89435
2019-03-01,45.62,48.95,45.53,47.05,45.62,48.95,45.53,47.05,43768.0,20499.0,23269.0,336011.92294,15914635.4786478,169835.46105,8045943.2075193,166176.46189,7868692.2711285,2858137571.0,1175425172.06,2882042602.59764
2019-03-02,47.02,49.4,46.38,48.49,47.02,49.4,46.38,48.49,44047.0,20530.0,23517.0,325733.94735,15618945.7813467,156153.23173,7487605.1003962,169580.71562,8131340.6809505,2912984872.0,1227656624.07,2975500409.53237
2019-03-03,48.51,49.1,47.18,47.86,48.51,49.1,47.18,47.86,32498.0,14673.0,17825.0,218511.99396,10525909.3067072,102936.21304,4957375.7992247,115575.78092,5568533.5074825,2929891967.0,1102677211.35,2937680217.52116
2019-03-04,47.87,48.22,44.57,45.78,47.87,48.22,44.57,45.78,46799.0,22480.0,24319.0,306985.27977,14131761.4970669,154471.45959,7115127.5436667,152513.82018,7016633.9534002,2812008450.0,1243464081.77,2820102324.57467
2019-03-05,45.78,54.25,45.38,52.52,45.78,54.25,45.38,52.52,97248.0,48177.0,49071.0,798938.10368,40660412.2179829,407798.31246,20745733.1875135,391139.79122,19914679.0304694,2978748762.0,2000300861.94,3227895751.19244
2019-03-06,52.52,56.81,51.11,55.37,52.52,56.81,51.11,55.37,87405.0,40596.0,46809.0,670227.49403,36366973.2904414,318556.88437,17287854.3556966,351670.60966,19079118.9347448,3283741618.0,1998850451.84,3389799195.91762
2019-03-07,55.37,59.12,53.77,56.73,55.37,59.12,53.77,56.73,112401.0,52666.0,59735.0,816612.77049,46227699.9424252,398729.37463,22559465.8938152,417883.39586,23668234.04861,3430873493.0,2410843753.79,3475995867.02897
2019-03-08,56.73,57.6,54.3,55.61,56.73,57.6,54.3,55.61,64625.0,30758.0,33867.0,440480.65904,24793142.8918252,216141.96493,12169677.2171404,224338.69411,12623465.6746848,3430022580.0,1977538386.96,3410590889.6451
2019-03-09,55.58,59.83,55.38,57.78,55.58,59.83,55.38,57.78,63729.0,30373.0,33356.0,413625.10436,23841397.7942103,208223.09239,12008805.6326791,205402.01197,11832592.1615312,3500268085.0,2145350394.62,3532242782.82796
2019-03-10,57.78,58.04,55.84,56.59,57.78,58.04,55.84,56.59,32011.0,14578.0,17433.0,198932.23727,11276533.6754336,95280.56865,5402643.4283691,103651.66862,5873890.2470645,3455891072.0,1778709344.41,3478033205.33304
2019-03-11,56.63,57.37,54.0,54.82,56.63,57.37,54.0,54.82,42495.0,20052.0,22443.0,319640.84363,17619148.0806475,150737.04254,8313935.1111815,168903.80109,9305212.969466,3373767043.0,1839260242.62,3371760953.24238
2019-03-12,54.82,56.96,53.72,56.58,54.82,56.96,53.72,56.58,27280.0,13008.0,14272.0,186798.97334,10473627.53209,90246.13287,5059058.2588894,96552.84047,5414569.2732006,3379695062.0,1666711996.14,3468475221.92871
2019-03-13,56.6,56.84,54.3,55.29,56.6,56.84,54.3,55.29,36076.0,17703.0,18373.0,234206.35923,13044765.6089822,118984.84557,6625126.8841566,115221.51366,6419638.7248256,3398052915.0,1465625295.04,3404536113.25013
2019-03-14,55.29,58.2,51.66,55.94,55.29,58.2,51.66,55.94,47416.0,22218.0,25198.0,333686.39631,18559101.3738751,158333.91248,8813036.2227747,175352.48383,9746065.1511004,3395312505.0,1610293200.21,3445001358.225
2019-03-15,55.94,59.15,55.94,58.52,55.94,59.15,55.94,58.52,48437.0,23277.0,25160.0,295307.77677,17013433.6384185,149301.48041,8604524.4679416,146006.29636,8408909.1704769,3497637925.0,1824454594.99,3592290246.49035
2019-03-16,58.52,61.97,58.41,61.21,58.52,61.97,58.41,61.21,63954.0,30979.0,32975.0,375314.79266,22846386.0282299,195783.08564,11919316.8063471,179531.70702,10927069.2218828,3714347156.0,1997899601.09,3767063535.94054
2019-03-17,61.22,61.32,59.57,60.47,61.22,61.32,59.57,60.47,30357.0,14661.0,15696.0,174833.31913,10590199.9608341,88323.65579,5352171.7716082,86509.66334,5238028.1892259,3696504552.0,1609232029.4,3731425000.77049
2019-03-18,60.47,62.63,58.2,59.17,60.47,62.63,58.2,59.17,48690.0,22125.0,26565.0,301146.21398,18071146.4905442,140328.42987,8419402.0964585,160817.78411,9651744.3940857,3644141474.0,1971826810.51,3672726326.94789
2019-03-19,59.2,59.96,58.33,59.52,59.2,59.96,58.33,59.52,36544.0,16522.0,20022.0,221995.59833,13162394.4379992,106922.96885,6336043.1620341,115072.62948,6826351.2759651,3617010975.0,1824124622.94,3694945404.67972
2019-03-20,59.5,60.74,56.64,60.27,59.5,60.74,56.64,60.27,45568.0,21354.0,24214.0,285413.7934,16953291.8433374,134531.59382,7991466.5176726,150882.19958,8961825.3256648,3636838093.0,1990264182.04,3709898340.06794
2019-03-21,60.29,60.64,56.98,58.54,60.29,60.64,56.98,58.54,31887.0,14210.0,17677.0,164946.60535,9725257.740012,75816.05629,4471807.8406242,89130.54906,5253449.8993878,3625289046.0,1766689848.01,3621232357.78006
2019-03-22,58.54,59.6,58.0,59.26,58.54,59.6,58.0,59.26,28585.0,13581.0,15004.0,184427.33587,10869615.6738316,91280.48228,5383641.3152735,93146.85359,5485974.3585581,3597105163.0,1660894829.83,3649353013.15833
2019-03-23,59.23,61.76,58.93,60.89,59.23,61.76,58.93,60.89,52611.0,25793.0,26818.0,372961.54781,22578010.5670285,187971.53114,11388856.0462688,184990.01667,11189154.5207597,3681742549.0,2009701790.19,3743278483.72917
2019-03-24,60.88,60.9,58.84,59.82,60.87,60.9,58.84,59.82,43053.0,20767.0,22286.0,360926.15706,21566309.6375968,175923.18621,10521780.9013928,185002.97085,11044528.736204,3647921497.0,2041814465.15,3675521098.02921
2019-03-25,59.81,60.7,58.2,59.04,59.81,60.7,58.2,59.04,38851.0,17691.0,21160.0,216703.66968,12846830.3232689,104389.95412,6189637.2236298,112313.71556,6657193.0996391,3626509426.0,2057863893.59,3632066768.95044
2019-03-26,59.06,59.35,57.23,58.79,59.06,59.35,57.23,58.79,30826.0,14505.0,16321.0,175752.00925,10247903.100617,83545.56948,4872373.9765004,92206.43977,5375529.1241166,3572378333.0,2020400712.53,3623575889.98503
2019-03-27,58.81,61.87,58.58,61.44,58.83,61.87,58.58,61.44,44571.0,22240.0,22331.0,260971.73061,15803472.9452996,138708.57809,8397793.3534162,122263.15252,7405679.5918834,3703502333.0,2220590688.23,3802058092.07571
2019-03-28,61.43,61.43,60.15,60.5,61.43,61.43,60.15,60.5,26214.0,12997.0,13217.0,160785.54618,9744151.8473039,82456.29025,4997445.1106871,78329.25593,4746706.7366168,3708170948.0,1818355774.37,3737005101.54588
2019-03-29,60.48,61.8,60.15,61.45,60.48,61.8,60.15,61.45,34196.0,16202.0,17994.0,200422.34535,12200871.3372611,96243.63782,5860672.0806176,104178.70753,6340199.2566435,3725739833.0,1977436351.13,3745935357.22335
2019-03-30,61.41,61.56,59.59,60.45,61.41,61.56,59.59,60.45,28519.0,13366.0,15153.0,161304.26128,9780439.5002168,77122.21652,4676832.2748801,84182.04476,5103607.2253367,3714101259.0,1698116592.7,3705312023.33855
2019-03-31,60.45,60.72,59.83,60.48,60.47,60.72,59.83,60.48,21554.0,10726.0,10828.0,120015.86005,7234304.2504601,62782.99821,3783380.6286431,57232.86184,3450923.621817,3688973682.0,1646531871.86,3714371560.23227
2019-04-01,60.47,60.9,59.62,60.45,60.45,60.9,59.62,60.45,23841.0,10573.0,13268.0,129238.66121,7810478.4448446,59153.85338,3575846.5754859,70084.80783,4234631.8693587,3701087063.0,1712538381.53,3710564698.27876
2019-04-02,60.45,78.4,59.95,76.78,60.45,78.4,59.95,76.78,141343.0,70956.0,70387.0,805505.16575,55327330.1915808,411602.70444,28200017.7978004,393902.46131,27127312.3937804,4170041736.0,4161362861.41,4660552087.71317
2019-04-03,76.76,98.5,76.24,85.19,76.84,98.5,76.24,85.19,245574.0,120306.0,125268.0,1514710.29313,130062156.107701,747008.54718,64280765.2308899,767701.74595,65781390.8768134,5252581290.0,6206102118.69,5195750178.10245
2019-04-04,85.02,89.85,79.85,84.7,85.0,89.85,79.85,84.7,138439.0,65008.0,73431.0,775702.67217,66127061.9191573,365551.83524,31168029.7295976,410150.83693,34959032.1895597,5249074514.0,4195622761.03,5200609304.87696
2019-04-05,84.71,89.85,83.65,88.24,84.76,89.85,83.65,88.24,78405.0,36681.0,41724.0,366668.99563,31984491.3758827,182481.03341,15919030.1439707,184187.96222,16065461.231912,5354846781.0,3512861847.24,5428143570.74244
2019-04-06,88.24,97.54,85.0,92.21,88.24,97.54,85.0,92.21,117115.0,54132.0,62983.0,706789.23459,65322880.0905888,354151.19782,32763173.9030571,352638.03677,32559706.1875317,5500495336.0,3857950928.6,5667977475.93086
2019-04-07,92.23,95.44,88.74,91.55,92.16,95.44,88.74,91.55,91011.0,44446.0,46565.0,404878.13429,37409101.1554274,205131.48767,18971539.9186467,199746.64662,18437561.2367807,5684082214.0,3314848880.21,5653406711.33037
2019-04-08,91.55,94.0,85.2,88.57,91.5,94.0,85.2,88.57,93697.0,44767.0,48930.0,439909.33843,39092277.7488787,219502.44171,19508311.8306277,220406.89672,19583965.918251,5467447784.0,3295695861.98,5482058436.94245
2019-04-09,88.57,88.71,82.61,86.17,88.58,88.71,82.61,86.17,71074.0,33648.0,37426.0,317748.78519,27340412.18294,156388.49826,13463146.3109784,161360.28693,13877265.8719616,5331114742.0,2742631078.01,5317455486.34268
2019-04-10,86.19,91.1,85.91,88.16,86.2,91.1,85.91,88.16,64232.0,30137.0,34095.0,315727.23676,27802373.2737036,154284.84977,13591652.5546797,161442.38699,14210720.7190239,5403427042.0,2765900676.91,5416155737.51901
2019-04-11,88.16,88.45,74.64,78.88,88.16,88.45,74.64,78.88,117159.0,52156.0,65003.0,663804.98498,52734752.5700692,305166.25954,24272010.9791983,358638.72544,28462741.5908709,4976037271.0,3461535999.62,4884140000.13637
2019-04-12,78.9,80.43,75.0,78.47,78.9,80.43,75.0,78.47,61573.0,28591.0,32982.0,351092.11924,27388660.7258404,171596.78296,13390968.2009092,179495.33628,13997692.5249312,4815155092.0,2839796022.16,4841472626.7465
2019-04-13,78.43,81.02,75.51,77.62,78.43,81.02,75.51,77.62,45563.0,22483.0,23080.0,276710.7109,21674683.2126471,144499.91449,11334152.16743,132210.79641,10340531.0452171,4822761366.0,2379257754.43,4797064869.20353
2019-04-14,77.58,83.6,76.09,83.28,77.57,83.6,76.09,83.28,45159.0,22365.0,22794.0,242418.41303,19179352.734823,127125.87207,10063784.1466105,115292.54096,9115568.5882125,4803461822.0,2328308745.02,5087597682.60026
2019-04-15,83.31,84.41,75.0,78.07,83.3,84.41,75.0,78.07,76889.0,35074.0,41815.0,437925.65449,35039724.5357955,202671.65935,16225178.2789627,235253.99514,18814546.2568328,4975766257.0,2742760720.77,4850589494.50892
2019-04-16,78.06,81.49,76.88,80.27,78.04,81.49,76.88,80.27,51337.0,24426.0,26911.0,295134.17728,23370026.8609958,141735.29608,11218676.3571167,153398.8812,12151350.5038791,4862588905.0,2176907330.79,4992536055.87948
2019-04-17,80.27,81.5,78.0,78.77,80.27,81.5,78.0,78.77,44802.0,20769.0,24033.0,232336.81062,18452843.5923519,109070.09851,8670541.5622095,123266.71211,9782302.0301424,4892060273.0,2060101783.92,4869545081.97212
2019-04-18,78.82,83.66,78.74,81.68,78.82,83.66,78.74,81.68,56768.0,27591.0,29177.0,328509.77037,26614059.4859404,163840.29715,13262116.4415286,164669.47322,13351943.0444118,4986528655.0,2616912435.61,5039449525.62503
2019-04-19,81.67,83.17,79.48,82.05,81.68,83.17,79.48,82.05,51033.0,24307.0,26726.0,265365.49383,21606124.7509276,127071.06453,10353232.7067283,138294.4293,11252892.0441993,5013348352.0,2608961075.49,5070985398.1947
2019-04-20,82.05,82.69,79.33,81.15,82.07,82.69,79.33,81.15,39086.0,18505.0,20581.0,209481.54759,17009020.0094766,99014.43989,8043147.7530421,110467.1077,8965872.2564345,5012835603.0,2422737856.54,5007238091.48205
2019-04-21,81.16,81.85,72.86,76.65,81.16,81.85,72.86,76.65,70164.0,32209.0,37955.0,405449.35652,30882393.8202287,190995.51161,14561044.1899121,214453.84491,16321349.6303166,4778671219.0,2957685725.63,4751522316.9548
2019-04-22,76.61,77.63,74.9,76.51,76.61,77.63,74.9,76.51,47107.0,23208.0,23899.0,285737.83886,21814764.7461896,141157.07921,10779217.6054109,144580.75965,11035547.1407787,4707123575.0,2657300818.93,4729023682.35574
2019-04-23,76.47,79.29,73.33,73.7,76.47,79.29,73.33,73.7,66747.0,30393.0,36354.0,408341.22655,31534100.588167,185305.06841,14313620.4218099,223036.15814,17220480.1663571,4771449546.0,2920088568.21,4600847627.23982
2019-04-24,73.67,74.69,69.9,72.85,73.67,74.69,69.9,72.85,85563.0,40155.0,45408.0,466422.90922,33586009.2516322,226169.5153,16283101.0769172,240253.39392,17302908.174715,4468751939.0,3347048436.05,4507411995.932
2019-04-25,72.85,74.43,70.6,71.78,72.85,74.43,70.6,71.78,60462.0,29718.0,30744.0,307408.70386,22353656.7217245,148949.94134,10849310.3175905,158458.76252,11504346.404134,4511600150.0,2754712045.8,4381667236.2695
2019-04-26,71.79,76.5,70.31,73.82,71.78,76.5,70.31,73.82,67301.0,31175.0,36126.0,345014.87676,25320328.5480487,161272.91773,11836751.5289019,183741.95903,13483577.0191468,4462215455.0,3041612618.86,4497581499.25738
2019-04-27,73.83,74.01,71.83,72.23,73.83,74.01,71.83,72.23,23348.0,10696.0,12652.0,102336.98217,7467848.3762795,51121.6363,3731953.8637321,51215.34587,3735894.5125474,4455090015.0,2059777054.25,4437433949.50236
2019-04-28,72.24,72.72,68.95,69.89,72.24,72.72,68.95,69.89,42004.0,18885.0,23119.0,218635.58959,15458571.1783797,97737.32911,6912387.9435726,120898.26048,8546183.2348071,4344227807.0,2362638269.88,4291106337.08576
2019-04-29,69.89,70.37,66.5,67.87,69.83,70.37,66.5,67.87,42178.0,19104.0,23074.0,203603.18601,13896456.9662964,97977.43733,6687925.2345372,105625.74868,7208531.7317592,4201542478.0,2532498296.12,4183425749.49915
