TIMESTAMP,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD,LTC_CLOSE_PRICE_USD,LTC_FIRST_TRADE_PRICE_USD,LTC_HIGH_TRADE_PRICE_USD,LTC_LOW_TRADE_PRICE_USD,LTC_LAST_TRADE_PRICE_USD,LTC_TOTAL_TRADE_COUNT,LTC_TOTAL_TRADES_BUY,LTC_TOTAL_TRADES_SELL,LTC_VOLUME_USD,LTC_QUOTE_VOLUME,LTC_VOLUME_BUY,LTC_QUOTE_VOLUME_BUY,LTC_VOLUME_SELL,LTC_QUOTE_VOLUME_SELL,LTC_MARKET_CAP_USD_PER_BIC,LTC_VOLUME_USD_PER_CMC,LTC_MARKET_CAP_USD_PER_CMC
2017-06-25,43.05,43.76,38.27,40.8,,,,,,,,,,,,,,2191390671.0,354372000.0,2271527609.5
2017-06-26,40.8,41.98,33.38,38.15,,,,,,,,,,,,,,2002678745.0,538072000.0,2127619780.34
2017-06-27,38.15,40.5,33.61,40.5,,,,,,,,,,,,,,1925770162.0,565265024.0,2097663118.05
2017-06-28,40.5,43.44,37.3,42.0,,,,,,,,,,,,,,2090010746.0,353444000.0,2217715824.17
2017-06-29,42.0,42.14,39.6,40.2,,,,,,,,,,,,,,2116431252.0,300131008.0,2126019668.11
2017-06-30,40.2,41.2,39.22,39.49,,,,,,,,,,,,,,2082271658.0,251184000.0,2089790095.0
2017-07-01,39.49,39.83,37.4,38.37,,,,,,,,,,,,,,2004376363.0,225507008.0,2019589047.42
2017-07-02,38.37,41.99,37.15,41.59,,,,,,,,,,,,,,2013155888.0,315630016.0,2153776658.5
2017-07-03,41.59,47.7,40.6,45.51,,,,,,,,,,,,,,2314624884.0,729937984.0,2406133732.25
2017-07-04,45.51,55.4,45.51,54.89,,,,,,,,,,,,,,2606684291.0,1101750016.0,2868712774.0
2017-07-05,54.89,57.75,49.01,53.4,,,,,,,,,,,,,,2703474563.0,790609024.0,2758632585.72
2017-07-06,53.4,53.4,50.01,51.2,,,,,,,,,,,,,,2639915959.0,461148992.0,2652393637.23
2017-07-07,51.2,51.36,44.28,46.21,,,,,,,,,,,,,,2479546239.0,553712000.0,2416847285.07
2017-07-08,46.21,52.61,44.18,51.27,,,,,,,,,,,,,,2480098131.0,604987008.0,2706260958.02
2017-07-09,51.27,52.55,48.33,48.76,,,,,,,,,,,,,,2602187383.0,409244000.0,2574185219.15
2017-07-10,48.76,49.84,42.1,44.74,,,,,,,,,,,,,,2464558229.0,373252992.0,2418908416.24
2017-07-11,44.74,46.78,41.38,43.92,,,,,,,,,,,,,,2298787958.0,400044992.0,2354858331.81
2017-07-12,43.92,48.48,42.1,47.0,,,,,,,,,,,,,,2368541624.0,369964000.0,2533260183.77
2017-07-13,47.0,47.88,44.1,45.48,,,,,,,,,,,,,,2370077110.0,229104992.0,2408038311.87
2017-07-14,45.48,45.72,40.0,42.78,,,,,,,,,,,,,,2258865642.0,320419008.0,2225420765.35
2017-07-15,42.78,42.99,37.5,38.14,,,,,,,,,,,,,,2070863452.0,327332000.0,2024299011.59
2017-07-16,38.14,41.99,34.78,40.69,,,,,,,,,,,,,,2013507372.0,393366016.0,2128387550.57
2017-07-17,40.69,43.08,39.72,42.36,,,,,,,,,,,,,,2166453971.0,355036000.0,2220519768.39
2017-07-18,42.36,45.0,40.56,43.5,,,,,,,,,,,,,,2242232336.0,380816000.0,2306211598.79
2017-07-19,43.5,43.96,39.68,40.19,,,,,,,,,,,,,,2196775903.0,246376992.0,2127931180.84
2017-07-20,40.19,45.0,40.12,44.72,,,,,,,,,,,,,,2224306190.0,354801984.0,2344827630.72
2017-07-21,44.72,47.93,44.0,45.4,,,,,,,,,,,,,,2370331271.0,286020000.0,2384504333.86
2017-07-22,45.4,47.52,44.43,46.7,,,,,,,,,,,,,,2381336580.0,132333000.0,2426674809.18
2017-07-23,46.7,46.95,44.1,45.23,,,,,,,,,,,,,,2352988248.0,219256992.0,2296964811.03
2017-07-24,45.23,45.49,44.41,45.01,,,,,,,,,,,,,,2334499130.0,158532000.0,2315840403.9
2017-07-25,45.01,45.15,40.23,42.21,,,,,,,,,,,,,,2230483793.0,206307008.0,2203568415.46
2017-07-26,42.21,43.0,40.4,41.99,,,,,,,,,,,,,,2176121416.0,121389000.0,2203577729.59
2017-07-27,41.99,42.3,40.8,41.87,,,,,,,,,,,,,,2176114647.0,81714000.0,2199530364.94
2017-07-28,41.87,42.17,40.1,40.35,,,,,,,,,,,,,,2131424465.0,137556000.0,2120556594.86
2017-07-29,40.35,41.5,38.28,41.01,,,,,,,,,,,,,,2065632237.0,109945000.0,2147368302.45
2017-07-30,41.01,42.16,39.56,40.82,,,,,,,,,,,,,,2114778800.0,75746704.0,2111806255.44
2017-07-31,40.82,43.8,38.4,42.27,,,,,,,,,,,,,,2135234947.0,240820992.0,2248288102.73
2017-08-01,42.27,43.84,41.18,43.18,,,,,,,,,,,,,,2223431194.0,203656000.0,2249631447.62
2017-08-02,43.18,43.23,41.52,41.82,,,,,,,,,,,,,,2218742426.0,103557000.0,2203009837.5
2017-08-03,41.82,42.87,41.73,42.49,,,,,,,,,,,,,,2214795163.0,95497600.0,2241762848.18
2017-08-04,42.49,43.49,42.34,43.07,,,,,,,,,,,,,,2240684361.0,114810000.0,2273186517.51
2017-08-05,43.07,47.09,43.06,45.85,,,,,,,,,,,,,,2387842331.0,248320000.0,2452225533.44
2017-08-06,45.85,46.65,44.78,45.33,,,,,,,,,,,,,,2393557196.0,147891008.0,2360943929.29
2017-08-07,45.33,46.5,45.01,45.99,,,,,,,,,,,,,,2386665011.0,106560000.0,2397858442.04
2017-08-08,45.99,49.98,45.76,49.06,,,,,,,,,,,,,,2429577225.0,205564992.0,2547114357.97
2017-08-09,49.06,49.95,46.66,47.69,,,,,,,,,,,,,,2536015209.0,253103008.0,2515337793.45
2017-08-10,47.69,48.6,47.01,47.2,,,,,,,,,,,,,,2507235059.0,121661000.0,2436800274.39
2017-08-11,47.2,47.71,46.6,47.08,,,,,,,,,,,,,,2461513101.0,137644000.0,2468915570.66
2017-08-12,47.08,47.8,46.01,46.33,,,,,,,,,,,,,,2460871968.0,142064992.0,2434695720.5
2017-08-13,46.33,47.38,44.05,45.22,,,,,,,,,,,,,,2407928214.0,242564992.0,2402845047.49
2017-08-14,45.22,46.34,44.82,45.59,,,,,,,,,,,,,,2391604552.0,114402000.0,2403048691.84
2017-08-15,45.59,45.7,41.65,43.1,,,,,,,,,,,,,,2271944038.0,206080992.0,2272230662.49
2017-08-16,43.1,44.94,42.01,43.8,,,,,,,,,,,,,,2278445424.0,120765000.0,2316550874.02
2017-08-17,43.8,44.7,43.13,43.88,,,,,,,,,,,,,,2310862585.0,104020000.0,2305686992.81
2017-08-18,43.88,47.99,43.29,46.69,,,,,,,,,,,,,,2389599280.0,293350016.0,2483120185.61
2017-08-19,46.69,47.0,43.76,45.18,,,,,,,,,,,,,,2353522267.0,155404000.0,2389136366.27
2017-08-20,45.18,47.15,44.07,45.57,,,,,,,,,,,,,,2375970438.0,138850000.0,2429290295.83
2017-08-21,45.57,48.87,44.9,47.99,,,,,,,,,,,,,,2443090155.0,207172000.0,2519583623.78
2017-08-22,47.99,47.99,44.65,46.43,,,,,,,,,,,,,,2431257423.0,163104000.0,2456801453.78
2017-08-23,46.43,55.0,46.08,53.31,,,,,,,,,,,,,,2526414168.0,447188000.0,2800477715.84
2017-08-24,53.31,53.46,50.23,51.09,,,,,,,,,,,,,,2716999172.0,391342016.0,2640188252.92
2017-08-25,51.09,52.2,50.1,51.11,,,,,,,,,,,,,,2675875080.0,157619008.0,2693138535.83
2017-08-26,51.11,52.0,50.0,51.55,,,,,,,,,,,,,,2679806754.0,126024000.0,2724082506.87
2017-08-27,51.55,64.67,51.2,61.56,,,,,,,,,,,,,,3035396305.0,890545984.0,3220428679.67
2017-08-28,61.56,64.73,58.77,62.38,,,,,,,,,,,,,,3262971296.0,556636992.0,3284548362.2
2017-08-29,62.38,64.45,61.25,63.75,,,,,,,,,,,,,,3285468035.0,294799008.0,3328402346.36
2017-08-30,63.75,67.5,62.0,66.12,,,,,,,,,,,,,,3321963676.0,240308992.0,3382337004.1
2017-08-31,66.12,74.8,65.22,73.23,,,,,,,,,,,,,,3595381048.0,633147008.0,3746359354.78
2017-09-01,73.23,98.28,71.51,89.23,,,,,,,,,,,,,,4188532984.0,1551740032.0,4537751620.21
2017-09-02,89.23,93.85,73.87,79.84,,,,,,,,,,,,,,4282077299.0,1363990016.0,4168935431.49
2017-09-03,79.84,84.62,77.26,79.44,,,,,,,,,,,,,,4196525933.0,675462016.0,4054990307.88
2017-09-04,79.44,79.51,64.0,71.25,,,,,,,,,,,,,,3780603443.0,922041024.0,3441750071.36
2017-09-05,71.25,74.95,66.0,74.19,,,,,,,,,,,,,,3649330909.0,1016089984.0,3764198422.8
2017-09-06,74.19,82.67,74.19,81.47,,,,,,,,,,,,,,4142196605.0,830718016.0,4231165242.22
2017-09-07,81.47,82.75,77.37,80.23,,,,,,,,,,,,,,4242112846.0,526828992.0,4146294753.86
2017-09-08,80.23,82.11,68.12,73.7,,,,,,,,,,,,,,4089897368.0,930673024.0,3582709923.63
2017-09-09,73.7,74.5,69.1,71.27,,,,,,,,,,,,,,3779704258.0,467895008.0,3489300920.8
2017-09-10,71.27,71.44,65.02,67.44,,,,,,,,,,,,,,3570476700.0,529848000.0,3257755733.88
2017-09-11,67.44,71.55,65.5,68.28,,,,,,,,,,,,,,3617846337.0,412076000.0,3492778153.95
2017-09-12,68.28,71.93,65.02,66.0,,,,,,,,,,,,,,3665698383.0,481217984.0,3398168751.36
2017-09-13,66.0,66.46,57.74,61.8,,,,,,,,,,,,,,3290095724.0,501521984.0,3266612281.33
2017-09-14,61.8,62.6,45.1,45.42,,,,,,,,,,,,,,2924742961.0,749713984.0,2201222135.24
2017-09-15,45.42,62.41,33.56,52.29,,,,,,,,,,,,,,2536321301.0,1554339968.0,2552770742.74
2017-09-16,52.29,59.0,50.64,52.47,,,,,,,,,,,,,,2804186504.0,562278016.0,2555926414.89
2017-09-17,52.47,54.1,47.87,51.37,,,,,,,,,,,,,,2707597085.0,245262000.0,2568944479.44
2017-09-18,51.37,58.0,51.36,56.3,,,,,,,,,,,,,,2910556654.0,408675008.0,2942496799.31
2017-09-19,56.3,56.86,51.38,52.95,,,,,,,,,,,,,,2870526827.0,286583008.0,2800667554.25
2017-09-20,52.95,54.6,51.11,51.57,,,,,,,,,,,,,,2806253232.0,160252000.0,2743090712.19
2017-09-21,51.57,52.5,45.18,46.61,,,,,,,,,,,,,,2657672789.0,229363008.0,2471892745.71
2017-09-22,46.61,49.72,45.0,47.81,,,,,,,,,,,,,,2497233443.0,218134000.0,2551351872.02
2017-09-23,47.81,50.24,46.45,49.41,,,,,,,,,,,,,,2578801590.0,142072992.0,2614760413.5
2017-09-24,49.41,49.58,47.1,47.7,,,,,,,,,,,,,,2556392279.0,82147104.0,2527746379.09
2017-09-25,47.7,53.25,47.53,52.22,,,,,,,,,,,,,,2658094771.0,208640992.0,2738822451.59
2017-09-26,52.22,54.41,51.5,52.34,,,,,,,,,,,,,,2796694516.0,173663008.0,2737818455.1
2017-09-27,52.34,57.44,52.32,56.88,,,,,,,,,,,,,,2876297548.0,220363008.0,2990132969.53
2017-09-28,56.88,57.11,54.07,54.87,,,,,,,,,,,,,,2955564150.0,202008992.0,2874185280.07
2017-09-29,54.87,54.87,50.35,52.62,,,,,,,,,,,,,,2823347839.0,186560000.0,2797277252.21
2017-09-30,52.62,55.92,52.54,55.26,,,,,,,,,,,,,,2914255619.0,131446000.0,2932074834.66
2017-10-01,55.26,55.33,53.5,54.69,,,,,,,,,,,,,,2892345503.0,100183000.0,2901076714.14
2017-10-02,54.69,55.08,52.62,53.37,,,,,,,,,,,,,,2880471744.0,95474600.0,2839774396.68
2017-10-03,53.37,53.59,51.35,52.15,,,,,,,,,,,,,,2781884674.0,88516096.0,2785938781.24
2017-10-04,52.15,53.0,50.53,51.16,,,,,,,,,,,,,,2763735765.0,77473400.0,2736160242.31
2017-10-05,51.16,51.94,50.25,51.67,,,,,,,,,,,,,,2725735758.0,69594400.0,2751241080.45
2017-10-06,51.67,52.73,51.4,52.12,,,,,,,,,,,,,,2780390250.0,59355900.0,2775993787.37
2017-10-07,52.12,52.85,51.6,52.57,,,,,,,,,,,,,,2763702174.0,51786200.0,2801457684.04
2017-10-08,52.57,54.79,52.4,53.27,,,,,,,,,,,,,,2827582352.0,100841000.0,2832001431.32
2017-10-09,53.27,53.41,48.15,50.04,,,,,,,,,,,,,,2744607462.0,152366000.0,2673983611.1
2017-10-10,50.04,51.48,49.59,50.4,,,,,,,,,,,,,,2690597634.0,90415504.0,2704130907.9
2017-10-11,50.4,51.0,50.22,50.81,,,,,,,,,,,,,,2695725951.0,57390100.0,2713909625.76
2017-10-12,50.81,59.58,50.66,59.58,,,,,,,,,,,,,,2846456468.0,341368992.0,3206464408.15
2017-10-13,59.58,60.96,55.25,58.9,,,,,,,,,,,,,,3096754195.0,357124000.0,3171116142.05
2017-10-14,58.9,66.85,58.3,63.94,,,,,,,,,,,,,,3276739130.0,313105984.0,3413379167.8
2017-10-15,63.94,69.59,62.06,65.51,,,,,,,,,,,,,,3473998644.0,453940000.0,3495462090.38
2017-10-16,65.51,66.4,62.33,64.72,,,,,,,,,,,,,,3433808871.0,200428000.0,3451297831.73
2017-10-17,64.72,64.99,58.51,59.19,,,,,,,,,,,,,,3281402409.0,205363008.0,3177462297.9
2017-10-18,59.19,61.85,52.9,60.67,,,,,,,,,,,,,,3055819148.0,283868992.0,3245232732.28
2017-10-19,60.67,61.42,58.34,59.84,,,,,,,,,,,,,,3200922820.0,160943008.0,3193124742.71
2017-10-20,59.84,62.2,58.52,60.12,,,,,,,,,,,,,,3195805759.0,150542000.0,3225577482.02
2017-10-21,60.12,60.38,56.2,58.14,,,,,,,,,,,,,,3120387470.0,139503008.0,3112605047.2
2017-10-22,58.14,58.89,56.12,56.75,,,,,,,,,,,,,,3045443738.0,96781400.0,3038822573.09
2017-10-23,56.75,56.75,52.45,54.76,,,,,,,,,,,,,,2913045709.0,177315008.0,2938685569.52
2017-10-24,54.76,59.19,52.5,55.61,,,,,,,,,,,,,,3058330661.0,199788992.0,2995287986.39
2017-10-25,55.61,56.92,53.55,56.36,,,,,,,,,,,,,,2945770728.0,114510000.0,3024524456.71
2017-10-26,56.36,57.16,54.89,55.56,,,,,,,,,,,,,,2987126773.0,81104704.0,2984809327.49
2017-10-27,55.56,56.15,54.75,55.24,,,,,,,,,,,,,,2956607823.0,78923104.0,2963913613.34
2017-10-28,55.24,55.88,54.01,54.52,,,,,,,,,,,,,,2933331201.0,71063200.0,2930569299.92
2017-10-29,54.52,58.0,54.26,56.59,,,,,,,,,,,,,,2968160861.0,138340000.0,3060676463.04
2017-10-30,56.59,58.39,55.85,56.4,,,,,,,,,,,,,,3043294320.0,129287000.0,3023193804.08
2017-10-31,56.4,56.81,55.4,55.41,,,,,,,,,,,,,,3008768926.0,99381104.0,2989858626.79
2017-11-01,55.41,55.6,52.82,53.0,,,,,,,,,,,,,,2939962216.0,112759000.0,2852614515.48
2017-11-02,53.0,54.85,50.25,54.35,,,,,,,,,,,,,,2809141329.0,221076992.0,2936796128.63
2017-11-03,54.35,56.35,53.96,56.19,,,,,,,,,,,,,,2938295881.0,150030000.0,3015087607.96
2017-11-04,56.19,56.3,54.65,55.09,,,,,,,,,,,,,,2963508884.0,83633104.0,2954562413.33
2017-11-05,55.09,55.53,54.38,54.67,,,,,,,,,,,,,,2944897390.0,84302000.0,2939687733.86
2017-11-06,54.67,55.85,53.37,54.6,,,,,,,,,,,,,,2945565393.0,133918000.0,2963390868.47
2017-11-07,54.6,63.71,54.6,60.61,,,,,,,,,,,,,,3090887039.0,402670016.0,3293059021.4
2017-11-08,60.61,64.3,59.6,62.46,,,,,,,,,,,,,,3318423425.0,349454016.0,3362586559.96
2017-11-09,62.46,67.24,61.89,64.4,,,,,,,,,,,,,,3417550116.0,279652992.0,3454692871.37
2017-11-10,64.4,65.94,56.13,59.32,,,,,,,,,,,,,,3346217562.0,291596000.0,3186381939.3
2017-11-11,59.32,63.99,59.02,62.49,,,,,,,,,,,,,,3291449683.0,272494016.0,3350986564.96
2017-11-12,62.49,62.6,57.08,58.81,,,,,,,,,,,,,,3208467796.0,322820000.0,3174662070.64
2017-11-13,58.81,62.42,58.23,61.24,,,,,,,,,,,,,,3245295712.0,237478000.0,3304148264.68
2017-11-14,61.24,63.57,60.56,62.33,,,,,,,,,,,,,,3326144038.0,174111008.0,3374058999.97
2017-11-15,62.33,65.43,62.2,63.3,,,,,,,,,,,,,,3424687523.0,194636000.0,3436473712.38
2017-11-16,63.3,72.5,62.52,70.56,,,,,,,,,,,,,,3440612364.0,418128992.0,3827031146.1
2017-11-17,70.56,71.46,65.52,67.5,,,,,,,,,,,,,,3656910976.0,350504992.0,3639939202.45
2017-11-18,67.5,69.95,65.62,69.35,,,,,,,,,,,,,,3631163577.0,174063008.0,3752808798.37
2017-11-19,69.35,73.4,68.55,71.7,,,,,,,,,,,,,,3775794737.0,243056992.0,3858885780.51
2017-11-20,71.7,73.25,71.13,72.62,,,,,,,,,,,,,,3873589805.0,188976000.0,3895876984.05
2017-11-21,72.62,73.0,68.0,70.0,,,,,,,,,,,,,,3821079158.0,231664992.0,3776954172.25
2017-11-22,70.0,72.32,70.0,72.31,,,,,,,,,,,,,,3821035537.0,157890000.0,3878507509.63
2017-11-23,72.31,77.96,71.07,73.3,,,,,,,,,,,,,,3959114243.0,315247008.0,3951301844.24
2017-11-24,73.3,77.7,72.51,77.54,,,,,,,,,,,,,,4021686859.0,287392000.0,4208440986.98
2017-11-25,77.54,89.88,77.24,89.13,,,,,,,,,,,,,,4406528907.0,487896992.0,4795225155.14
2017-11-26,89.13,89.21,84.18,86.62,,,,,,,,,,,,,,4623781971.0,357456992.0,4640580646.73
2017-11-27,86.62,93.89,86.4,91.38,,,,,,,,,,,,,,4829678080.0,429591008.0,4948735851.38
2017-11-28,91.38,94.88,89.96,94.49,,,,,,,,,,,,,,4976891290.0,388931008.0,5189729756.95
2017-11-29,94.49,103.54,76.01,86.7,,,,,,,,,,,,,,5191274564.0,786819968.0,4625810651.32
2017-11-30,86.7,93.5,78.0,85.82,,,,,,,,,,,,,,4631397679.0,481948000.0,4776295619.93
2017-12-01,85.82,100.77,82.0,100.16,,,,,,,,,,,,,,4860682773.0,561342976.0,5354697599.74
2017-12-02,100.16,104.75,98.1,99.65,,,,,,,,,,,,,,5416656417.0,402553984.0,5425172170.93
2017-12-03,99.65,107.49,97.0,101.2,,,,,,,,,,,,,,5476163592.0,364022016.0,5479554407.91
2017-12-04,101.2,104.5,95.47,104.28,,,,,,,,,,,,,,5415020970.0,331151008.0,5642170446.65
2017-12-05,104.28,104.29,101.01,101.01,,,,,,,,,,,,,,5509371173.0,328726016.0,5544450235.06
2017-12-06,101.01,103.9,97.75,100.01,,,,,,,,,,,,,,5421497040.0,547512000.0,5435639653.38
2017-12-07,100.01,102.48,95.01,97.96,,,,,,,,,,,,,,5234676574.0,645691008.0,5325979410.01
2017-12-08,97.96,144.75,95.8,128.97,,,,,,,,,,,,,,5918128322.0,1515559936.0,6767649864.74
2017-12-09,128.97,199.0,128.96,160.95,,,,,,,,,,,,,,8024580614.0,2436539904.0,8417983191.51
2017-12-10,160.95,160.95,135.45,150.99,,,,,,,,,,,,,,7744374067.0,1087340032.0,8063839922.05
2017-12-11,150.99,235.0,149.96,218.6,,,,,,,,,,,,,,9391918756.0,2913979904.0,11622977830.9
2017-12-12,218.6,420.0,213.3,352.08,,,,,,,,,,,,,,14879825663.0,6961679872.0,17159753614.0
2017-12-13,272.0,330.0,260.0,290.01,272.0,330.0,260.0,290.01,4709.0,2069.0,2640.0,9565.16019,2770877.002767,3930.49388,1146169.971193,5634.66631,1624707.031574,16605038411.0,3409789952.0,16428650864.7
2017-12-14,290.01,302.72,252.0,272.4,290.01,302.72,252.0,272.4,5753.0,2493.0,3260.0,9631.98382,2666481.1499211,4291.36257,1196920.2245486,5340.62125,1469560.9253725,15748938231.0,2114880000.0,15169467973.4
2017-12-15,272.4,314.21,239.99,294.0,272.4,314.21,239.99,294.0,7826.0,4243.0,3583.0,16579.78235,4658823.650816,9339.39791,2638328.9636574,7240.38444,2020494.6871586,15393830999.0,2599940096.0,16284702204.8
2017-12-16,294.0,305.0,285.0,293.97,294.0,305.0,285.0,293.97,6151.0,2657.0,3494.0,9102.10005,2674491.7852775,3601.16255,1062827.0364338,5500.9375,1611664.7488437,16242324303.0,1291379968.0,16245954060.1
2017-12-17,293.01,328.8,290.0,311.4,293.01,328.8,290.0,311.4,10383.0,5014.0,5369.0,14682.26118,4618546.9664819,8280.0317,2602599.7875425,6402.22948,2015947.1789394,17313704727.0,1703580032.0,17323822452.0
2017-12-18,311.23,360.96,277.0,352.0,311.23,360.96,277.0,352.0,10773.0,5376.0,5397.0,17210.06137,5445727.6694142,8856.91672,2800302.6165879,8353.14465,2645425.0528263,17469999531.0,1966599936.0,19482623740.8
2017-12-19,352.0,366.96,303.01,338.48,352.0,366.96,303.01,338.48,14897.0,6999.0,7898.0,23190.32542,7853537.9783908,11056.2242,3756438.002953,12134.10122,4097099.9754378,19181613248.0,2150479872.0,19047802998.3
2017-12-20,336.05,357.0,260.0,302.7,336.05,357.0,260.0,302.7,15986.0,8117.0,7869.0,31586.76711,9862312.579348,16395.97418,5137734.5180045,15190.79293,4724578.0613435,17476953510.0,2104060032.0,17114472564.2
2017-12-21,303.8,325.16,267.01,302.0,303.8,325.16,267.01,302.0,15163.0,6671.0,8492.0,26212.1583,7792715.3506441,10555.59249,3149530.0088494,15656.56581,4643185.3417947,16832938780.0,1555939968.0,17273490962.7
2017-12-22,303.0,315.0,177.58,250.99,303.0,315.0,177.58,250.99,33250.0,15119.0,18131.0,81233.42425,19331731.1139285,34377.90236,8222980.30216,46855.52189,11108750.8117685,14202633096.0,2938040064.0,14419250801.7
2017-12-23,250.99,301.52,214.91,253.44,250.99,301.52,214.91,253.44,19966.0,9736.0,10230.0,38709.14008,10424037.0623286,17987.80835,4867116.2542472,20721.33173,5556920.8080814,15754607729.0,1352579968.0,15693563722.8
2017-12-24,253.44,277.0,220.03,262.9,253.44,277.0,220.03,262.9,21908.0,9455.0,12453.0,33435.37202,8272835.2642855,14196.32792,3518824.9285466,19239.0441,4754010.3357389,14422766922.0,1122909952.0,15028955416.6
2017-12-25,262.9,277.5,251.4,261.2,262.9,277.5,251.4,261.2,15740.0,7166.0,8574.0,24415.6917,6464612.0371434,11408.82582,3022775.1383664,13006.86588,3441836.898777,14681727637.0,804377024.0,14891746902.0
2017-12-26,261.17,282.82,258.0,277.98,261.17,282.82,258.0,277.98,16186.0,7682.0,8504.0,21987.89021,5985168.512649,11878.28315,3236916.9367112,10109.60706,2748251.5759378,15001191781.0,842993024.0,15610545231.1
2017-12-27,277.98,284.34,245.29,262.59,277.98,284.34,245.29,262.59,17691.0,7811.0,9880.0,25036.78582,6741018.6729032,11909.13991,3219342.7556619,13127.64591,3521675.9172413,14898822705.0,777137984.0,14833811827.9
2017-12-28,262.61,266.7,222.03,244.68,262.61,266.7,222.03,244.68,21854.0,8253.0,13601.0,34832.27138,8365398.2271549,13278.45748,3199091.34266,21553.8139,5166306.8844949,13459408013.0,2593240064.0,13625185917.7
2017-12-29,244.68,261.0,233.97,238.27,244.68,261.0,233.97,238.27,23777.0,9665.0,14112.0,34985.03167,8540220.645454,16602.46474,4058604.4605155,18382.56693,4481616.1849385,13489416824.0,1392210048.0,13387459288.5
2017-12-30,238.27,244.0,193.2,206.03,238.27,244.0,193.2,206.03,33492.0,13821.0,19671.0,52930.1782,11334425.401545,23193.01204,4971333.4027432,29737.16616,6363091.9988018,12051977160.0,943667008.0,11943513790.6
2017-12-31,206.11,234.37,202.98,223.69,206.11,234.37,202.98,223.69,21567.0,9513.0,12054.0,29739.10081,6491443.6770675,14454.88476,3158543.9141399,15284.21605,3332899.7629276,12048046868.0,771041984.0,12663194466.7
