TIMESTAMP,SOLVBTC_OPEN_PRICE_USD,SOLVBTC_HIGH_PRICE_USD,SOLVBTC_LOW_PRICE_USD,SOLVBTC_CLOSE_PRICE_USD,SOLVBTC_VOLUME_USD,SOLVBTC_DIVIDENDS_USD,SOLVBTC_STOCK_SPLITS_USD
2024-10-04 00:00:00+00:00,61530.12109375,62291.1484375,61139.6953125,62128.0234375,1527227,0.0,0.0
2024-10-05 00:00:00+00:00,62128.0234375,62198.15625,61662.3671875,61806.9765625,1908543,0.0,0.0
2024-10-06 00:00:00+00:00,61806.9765625,62722.77734375,61337.67578125,62554.33984375,1474590,0.0,0.0
2024-10-07 00:00:00+00:00,62554.33984375,63639.140625,62495.15625,62495.15625,1281187,0.0,0.0
2024-10-08 00:00:00+00:00,62495.15625,62749.578125,62183.98046875,62324.703125,1111667,0.0,0.0
2024-10-09 00:00:00+00:00,62324.703125,62658.07421875,60464.9296875,60541.4765625,2244283,0.0,0.0
2024-10-10 00:00:00+00:00,60541.4765625,61113.890625,59085.625,60130.796875,1736909,0.0,0.0
2024-10-11 00:00:00+00:00,60130.796875,63085.95703125,60089.37890625,62479.1484375,3857501,0.0,0.0
2024-10-12 00:00:00+00:00,62479.1484375,63272.6875,62441.26953125,63036.5703125,12110614,0.0,0.0
2024-10-13 00:00:00+00:00,63036.5703125,63102.64453125,62174.21875,62810.76171875,7240996,0.0,0.0
2024-10-14 00:00:00+00:00,62810.76171875,66081.5859375,62530.125,65875.9453125,8307223,0.0,0.0
2024-10-15 00:00:00+00:00,65875.9453125,67214.203125,65028.7109375,66797.0859375,7168156,0.0,0.0
2024-10-16 00:00:00+00:00,66797.0859375,68138.953125,66666.8359375,67605.8359375,4405710,0.0,0.0
2024-10-17 00:00:00+00:00,67605.8359375,67783.15625,66682.40625,67238.0625,10024511,0.0,0.0
2024-10-18 00:00:00+00:00,67238.0625,68607.0390625,67158.390625,68264.234375,2454315,0.0,0.0
2024-10-19 00:00:00+00:00,68264.234375,68546.6796875,68025.2109375,68265.1953125,3327754,0.0,0.0
2024-10-20 00:00:00+00:00,68265.1953125,69161.2265625,68087.6953125,68935.9609375,9028261,0.0,0.0
2024-10-21 00:00:00+00:00,68935.9609375,69255.0703125,67347.234375,67705.2109375,7294115,0.0,0.0
2024-10-22 00:00:00+00:00,67705.2109375,67876.1171875,66782.6328125,67438.1953125,3023340,0.0,0.0
2024-10-23 00:00:00+00:00,67438.1953125,67438.1953125,65293.90234375,66375.015625,2989230,0.0,0.0
2024-10-24 00:00:00+00:00,66597.1484375,68338.1328125,66494.015625,68117.609375,3800044,0.0,0.0
2024-10-25 00:00:00+00:00,68117.609375,68178.4140625,66423.1953125,66570.09375,8473305,0.0,0.0
2024-10-26 00:00:00+00:00,66570.09375,67244.7265625,66563.1484375,66938.2421875,2390357,0.0,0.0
2024-10-27 00:00:00+00:00,66938.2421875,68124.296875,66837.765625,67986.453125,6218976,0.0,0.0
2024-10-28 00:00:00+00:00,67986.453125,69947.921875,67539.2578125,69805.6328125,8890134,0.0,0.0
2024-10-29 00:00:00+00:00,69805.6328125,72630.8515625,69665.5234375,72593.3203125,9104643,0.0,0.0
2024-10-30 00:00:00+00:00,72593.640625,72626.0546875,71474.7578125,72189.71875,7955491,0.0,0.0
2024-10-31 00:00:00+00:00,72188.8203125,72365.625,69823.9609375,70182.3515625,4409057,0.0,0.0
2024-11-01 00:00:00+00:00,70182.3515625,71276.1484375,68880.5234375,69400.03125,3738504,0.0,0.0
2024-11-02 00:00:00+00:00,69400.03125,69785.6875,69041.328125,69261.34375,3368463,0.0,0.0
2024-11-03 00:00:00+00:00,69258.0,69341.0859375,67766.0703125,68615.390625,3517892,0.0,0.0
2024-11-04 00:00:00+00:00,68615.390625,69203.2734375,67006.75,67783.890625,8928808,0.0,0.0
2024-11-05 00:00:00+00:00,67783.890625,70134.3671875,67719.0078125,69312.375,7942899,0.0,0.0
2024-11-06 00:00:00+00:00,69313.3515625,75862.8046875,69283.3515625,75627.515625,11519708,0.0,0.0
2024-11-07 00:00:00+00:00,75654.671875,76655.6796875,74487.109375,75909.125,10202907,0.0,0.0
2024-11-08 00:00:00+00:00,75909.125,76839.2734375,75660.9765625,76456.328125,10804627,0.0,0.0
2024-11-09 00:00:00+00:00,76456.328125,76629.765625,75867.5078125,76600.2421875,10247483,0.0,0.0
2024-11-10 00:00:00+00:00,76618.3515625,80527.4765625,76521.78125,80172.5703125,18948506,0.0,0.0
2024-11-11 00:00:00+00:00,80171.9765625,88629.4296875,80171.9765625,88475.1484375,31206425,0.0,0.0
2024-11-12 00:00:00+00:00,88475.1484375,89420.6484375,85051.65625,87992.8515625,41514368,0.0,0.0
2024-11-13 00:00:00+00:00,87992.8515625,92472.2890625,86147.7109375,89523.7578125,15523361,0.0,0.0
2024-11-14 00:00:00+00:00,89523.7578125,91199.1875,87198.390625,87250.90625,24043549,0.0,0.0
2024-11-15 00:00:00+00:00,87244.3125,91027.234375,87092.828125,90832.703125,15346058,0.0,0.0
2024-11-16 00:00:00+00:00,90828.109375,91293.96875,90173.203125,90452.1171875,10925965,0.0,0.0
2024-11-17 00:00:00+00:00,90443.28125,91261.109375,89148.4140625,89628.7109375,20850041,0.0,0.0
2024-11-18 00:00:00+00:00,89628.7109375,91729.7109375,89575.359375,90439.328125,8158885,0.0,0.0
2024-11-19 00:00:00+00:00,90439.328125,93620.2265625,90380.875,92125.1875,12908639,0.0,0.0
2024-11-20 00:00:00+00:00,92125.1875,94542.4375,91696.9609375,94007.0703125,12636288,0.0,0.0
2024-11-21 00:00:00+00:00,94007.0703125,98307.2734375,94007.0703125,98202.203125,12461820,0.0,0.0
2024-11-22 00:00:00+00:00,98202.203125,99141.125,96615.1875,97315.1953125,138584769,0.0,0.0
