TIMESTAMP,DOGECOIN_OPEN_PRICE_USD,DOGECOIN_HIGH_PRICE_USD,DOGECOIN_LOW_PRICE_USD,DOGECOIN_CLOSE_PRICE_USD,DOGECOIN_VOLUME_USD,DOGECOIN_DIVIDENDS_USD,DOGECOIN_STOCK_SPLITS_USD
2021-09-21 00:00:00+00:00,,,,0.0,956554,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,2363796,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,2151991,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,923835,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,407012,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,174175,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,172850,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,233273,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,538212,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,533806,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,205288,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,196889,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,196784,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,136482,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,91277,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,88260,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,114471,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,107151,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,96874,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,129643,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,162494,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,188839,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,312909,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,340114,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,250250,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,158275,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,97683,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,125699,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,115234,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,77362,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,89964,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,114780,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,119003,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,145219,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,601537,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,1879301,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,1945392,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,3524299,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,6311248,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,8124104,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,7817493,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,9326356,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,23033969,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,20543928,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,5518433,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,4081730,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,2482622,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,1459369,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,1480955,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,2888670,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,3068740,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,1413436,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,990168,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,1050608,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,1377511,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,2510733,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,1898753,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,775808,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,706567,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,849256,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,395792,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,298600,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,355181,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,374304,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,166697,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,505496,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,327785,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,211960,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,200460,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,134688,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,132568,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,222980,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,221000,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,135474,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,145848,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,200250,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,146437,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,98483,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,95555,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,80260,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,80079,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,86381,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,85449,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,85538,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,383849,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,702113,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,473351,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,509866,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,498373,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,482640,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,463794,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,443376,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,357023,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,399021,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,460442,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,701864,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,646110,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,552819,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,508907,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,475375,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,395013,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,442581,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,424835,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,378603,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,417198,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,441984,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,406817,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,393242,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,400197,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,432878,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,484336,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,882518,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,639253,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,414430,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,449995,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,492538,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,403470,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,434604,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,452180,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,447760,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,359289,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,384612,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,383801,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,322258,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,301443,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,312771,0.0,0.0
