TIMESTAMP,GOAT30647_OPEN_PRICE_USD,GOAT30647_HIGH_PRICE_USD,GOAT30647_LOW_PRICE_USD,GOAT30647_CLOSE_PRICE_USD,GOAT30647_VOLUME_USD,GOAT30647_DIVIDENDS_USD,GOAT30647_STOCK_SPLITS_USD
2024-04-15 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.700000029813964e-05,1.8000000636675395e-05,283978,0.0,0.0
2024-04-16 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.5999999959603883e-05,796114,0.0,0.0
2024-04-17 00:00:00+00:00,1.4999999621068127e-05,2.300000051036477e-05,1.4999999621068127e-05,2.099999983329326e-05,1826063,0.0,0.0
2024-04-18 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,1439629,0.0,0.0
2024-04-19 00:00:00+00:00,1.9999999494757503e-05,3.7999998312443495e-05,1.8000000636675395e-05,3.199999991920777e-05,2687497,0.0,0.0
2024-04-20 00:00:00+00:00,3.199999991920777e-05,4.5000000682193786e-05,3.099999958067201e-05,3.7999998312443495e-05,4628386,0.0,0.0
2024-04-21 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.7000001611886546e-05,2647851,0.0,0.0
2024-04-22 00:00:00+00:00,3.7999998312443495e-05,4.400000034365803e-05,3.5000000934815034e-05,4.199999966658652e-05,3804490,0.0,0.0
2024-04-23 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.5000000934815034e-05,3.600000127335079e-05,2152458,0.0,0.0
2024-04-24 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,2.9999999242136255e-05,2.9999999242136255e-05,1036347,0.0,0.0
2024-04-25 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,2.9999999242136255e-05,3.5000000934815034e-05,614403,0.0,0.0
2024-04-26 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.300000025774352e-05,3.300000025774352e-05,989188,0.0,0.0
2024-04-27 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.099999958067201e-05,3.300000025774352e-05,1022002,0.0,0.0
2024-04-28 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.9000000722589903e-05,2.9000000722589903e-05,869285,0.0,0.0
2024-04-29 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.9000000722589903e-05,3.099999958067201e-05,605782,0.0,0.0
2024-04-30 00:00:00+00:00,3.099999958067201e-05,3.7000001611886546e-05,2.9000000722589903e-05,2.9999999242136255e-05,878478,0.0,0.0
2024-05-01 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.700000004551839e-05,3.199999991920777e-05,597349,0.0,0.0
2024-05-02 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9000000722589903e-05,3.199999991920777e-05,587982,0.0,0.0
2024-05-03 00:00:00+00:00,3.199999991920777e-05,4.3000000005122274e-05,2.9999999242136255e-05,4.199999966658652e-05,835340,0.0,0.0
2024-05-04 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.5000000934815034e-05,3.5000000934815034e-05,609528,0.0,0.0
