,K,Alpha,Tau,MSE
136,14,250,0.0,678.6483032852897
137,14,1250,0.2,684.4505837244154
138,10,750,0.2,685.1009701627416
139,10,500,0.05,726.6395336521058
140,9,500,0.15,730.1388318995391
141,13,1000,0.25,743.6656388960707
142,15,1000,0.05,744.5633977299232
143,14,1500,0.25,807.7667440013242
144,11,500,0.05,827.0127444089824
145,11,750,0.15,837.4053578961897
146,14,1500,0.3,846.358284527197
147,12,1000,0.3,847.8544333115749
148,15,2250,0.3,904.6106094501293
149,15,1250,0.15,924.9687674933207
150,13,750,0.1,988.2943549185323
151,15,1250,0.1,1010.1208107558386
152,13,250,0.0,1051.8191186315294
153,15,1750,0.1,1120.007326508957
154,12,250,0.0,1305.1462108589833
155,11,750,0.2,1324.8123483776374
156,11,750,0.1,1330.8434061833475
157,12,750,0.2,1449.612898250455
158,12,1750,0.3,1541.517518468236
159,15,1750,0.3,1615.3467704513953
160,9,750,0.3,1634.8066383187625
161,15,1750,0.15,1652.0494058062677
162,11,1000,0.1,1695.3707458834988
163,13,750,0.05,1742.0518518987062
164,10,750,0.3,1836.4226281640567
165,15,2000,0.25,1842.555643177602
166,11,250,0.0,1974.1024782283368
167,12,750,0.05,1984.6185771530847
168,15,500,0.0,2026.0441426912096
169,12,750,0.15,2076.7243951487394
170,12,1000,0.25,2125.3593089993706
171,13,1000,0.2,2176.5863964555356
172,15,2000,0.1,2198.0721011055225
173,15,2000,0.2,2254.0068807224984
174,10,750,0.1,2283.17605741386
175,15,1250,0.05,2286.501079935414
176,15,2000,0.3,2304.554748341766
177,14,1750,0.3,2360.431564581475
178,15,1750,0.25,2372.3499851223623
179,13,1000,0.1,2418.7978015462472
180,15,1500,0.2,2469.336331155783
181,13,1250,0.25,2479.845278387062
182,14,500,0.0,2495.5130729468383
183,9,500,0.25,2519.0093528601196
184,13,1250,0.3,2542.9327277985108
185,12,750,0.1,2614.7112819635518
186,8,500,0.25,2838.5801802356686
187,11,1250,0.25,2909.7383334090005
188,15,1750,0.2,2910.172000997257
189,14,1750,0.1,2920.3688966183427
190,12,1000,0.1,2988.4861016983305
191,15,1500,0.15,3056.540505408738
192,15,1500,0.1,3157.3463044474947
193,12,1250,0.25,3158.9162871047683
194,15,1750,0.05,3215.7961390450487
195,13,1500,0.1,3307.1958341088202
196,10,250,0.0,3323.612515531764
197,13,1500,0.2,3396.161949478177
198,11,1000,0.25,3468.782772021444
199,12,1250,0.3,3545.6259966938146
200,15,2250,0.25,3626.2073851752393
201,11,750,0.05,3659.00016328879
202,13,1250,0.1,3712.627837249623
203,11,1000,0.2,3719.812852490331
204,15,2250,0.15,3725.728755509071
205,12,1000,0.15,3771.0631633520243
206,13,1500,0.3,3803.085693197014
207,13,500,0.0,3815.4937859260294
208,15,2500,0.3,3897.048841572822
209,12,1250,0.1,3915.3445848096694
210,14,1000,0.05,4009.1387204220405
211,13,1250,0.15,4030.0342688135984
212,7,500,0.05,4092.340752208303
213,10,1500,0.3,4106.335913307358
214,15,2250,0.2,4138.411137943825
215,7,750,0.25,4144.505936088014
216,9,500,0.05,4145.59495201886
217,11,1250,0.2,4152.059576069627
218,12,1250,0.15,4171.275236803763
219,12,1000,0.2,4285.065846828229
220,14,1500,0.15,4337.654989539853
221,13,1000,0.05,4376.619191572146
222,15,750,0.0,4421.527203595399
223,15,1500,0.05,4525.795932898291
224,9,250,0.0,4567.413640593636
225,12,1000,0.05,4630.641783866585
226,11,1750,0.3,4680.820730956241
227,11,1000,0.15,4726.853886305339
228,14,1250,0.1,4857.1399981588165
229,12,500,0.0,4964.539431490445
230,14,1250,0.05,4977.327526148192
231,12,2000,0.2,5141.637444766391
232,13,1750,0.15,5145.5353951566985
233,10,1250,0.3,5197.78018573385
234,14,1750,0.25,5244.816451081533
235,14,1500,0.2,5322.484494165521
236,9,500,0.2,5351.6649555615795
237,13,1750,0.3,5518.531824053192
238,7,500,0.2,5532.343302763982
239,6,250,0.1,5613.413616303407
240,14,750,0.0,5652.20057306527
241,11,1250,0.3,5664.143750018688
242,10,750,0.25,5697.499881307396
243,9,1000,0.25,5767.6866652545705
244,13,1750,0.1,5965.958883563438
245,15,2500,0.25,6138.987132853086
246,10,750,0.05,6168.986138312686
247,5,250,0.1,6488.536865611731
248,12,2000,0.25,6529.42259472501
249,8,500,0.2,6686.257996175035
250,13,2000,0.25,6776.485822519305
251,13,1500,0.15,6815.231492774765
252,12,1750,0.25,6852.092940933087
253,8,500,0.15,6933.573630740854
254,10,750,0.15,7040.026878444335
255,9,500,0.1,7108.120871201379
256,12,1250,0.2,7130.106152631159
257,11,1500,0.2,7210.226982687543
258,13,1750,0.25,7335.368594238378
259,5,250,0.25,7351.955277550432
260,11,500,0.0,7384.993518535187
261,12,1500,0.25,7385.531164267451
262,15,2500,0.2,7389.969933170671
263,12,1500,0.15,7416.093986602831
264,15,3000,0.25,7466.877841612268
265,14,1500,0.05,7587.789659700845
266,8,250,0.0,7875.022562900464
267,11,2000,0.2,7894.959364146405
268,13,1500,0.05,7944.339706675479
269,9,1000,0.2,8024.02286710783
270,12,1750,0.1,8073.268693669004
271,13,1250,0.2,8218.61192774555
272,14,1500,0.1,8321.651721848946
273,13,2000,0.3,8355.467683962986
274,9,1000,0.15,8372.7632382768
275,14,2500,0.05,8414.530247021727
276,11,1500,0.3,8546.106927421442
277,10,1000,0.2,8552.556433111024
278,15,2250,0.05,8565.46230490301
279,12,2000,0.3,8596.194835697388
280,14,2250,0.2,8761.390515884403
281,11,1500,0.25,8780.725447811237
282,15,2500,0.15,8849.367575923414
283,14,2250,0.15,8864.153964505982
284,13,750,0.0,8878.985738885183
285,15,2500,0.1,8974.611000718369
286,11,1250,0.15,9027.498955602054
287,10,1000,0.15,9088.444154008816
288,7,500,0.25,9114.931481150168
289,12,1250,0.05,9182.386588585756
290,7,500,0.3,9230.442398074068
291,12,1500,0.2,9256.284552619223
292,10,1000,0.1,9496.888421243253
293,13,1500,0.25,9526.676406058043
294,15,2750,0.2,9546.86766165462
295,8,500,0.1,9573.103807595404
296,15,2750,0.25,9690.105666803023
297,14,1750,0.15,9703.35686778816
298,14,2000,0.15,9989.61272302054
299,10,1000,0.3,10056.304061751911
300,11,2500,0.3,10131.619512968939
301,14,2000,0.2,10161.73189838179
302,15,3250,0.3,10233.991464935012
303,13,1250,0.05,10306.623255230777
304,15,2500,0.05,10342.179681292393
305,15,1000,0.0,10380.429690472001
306,15,2750,0.3,10439.028212582765
307,15,2750,0.1,10453.182300631874
308,11,2000,0.15,10470.310056281352
309,14,2250,0.25,10471.562741825846
310,5,250,0.3,10514.148082951651
311,14,2250,0.1,10520.903357601503
312,8,500,0.05,10560.83284980672
313,12,1500,0.3,10697.983742078119
314,11,1750,0.15,10899.081935407257
315,12,2000,0.05,10954.549579783139
316,12,1500,0.1,11258.106632365434
317,10,500,0.0,11492.662648394453
318,9,1000,0.3,11514.82152203976
319,14,3000,0.25,11640.62854786928
320,15,3000,0.15,11646.788989693203
321,13,1750,0.05,11720.392643276911
322,15,4500,0.3,11762.187612736505
323,13,2000,0.2,11827.56543382377
324,9,1250,0.3,11845.593171930172
325,14,1000,0.0,11880.622819566492
326,12,2000,0.1,11980.454099637296
327,15,2000,0.15,12001.179394537432
328,12,750,0.0,12177.678400573923
329,13,3250,0.2,12236.801575751218
330,13,2500,0.3,12301.308467568426
331,13,2500,0.05,12301.83317679
332,10,1250,0.2,12405.104837984967
333,14,2500,0.25,12439.840641787747
334,9,1000,0.1,12472.567542135293
335,7,250,0.0,12517.509949373893
336,14,2000,0.05,12558.73375056706
337,5,250,0.2,12583.98218262791
338,14,2000,0.25,12697.867934751
339,11,1250,0.1,12923.669140932145
340,14,2500,0.1,12961.771337827053
341,4,250,0.2,13263.354305999677
342,10,1750,0.2,13540.86197283716
343,15,3250,0.15,13683.175868534847
344,14,2500,0.15,13903.711095004266
345,13,2250,0.25,13913.30940476933
346,9,750,0.1,14134.509155842325
347,12,2250,0.25,14159.544623537797
348,15,3000,0.3,14275.871856223628
349,10,1250,0.15,14346.688727136543
350,14,2750,0.05,14385.871799754266
351,15,1250,0.0,14627.23986020418
352,13,1000,0.0,14657.395180442822
353,11,1500,0.1,14661.340075658061
354,11,750,0.0,14687.642637000556
355,14,2000,0.1,14724.619372067202
356,15,2750,0.15,14767.356126957686
357,14,2250,0.3,14939.925001140651
358,14,2750,0.15,15079.018469523262
359,15,2750,0.05,15316.791593294682
360,13,2500,0.15,15321.985936507552
361,14,2750,0.3,15407.149914522977
362,8,750,0.25,15657.516706388158
363,7,750,0.2,15679.696698202803
364,15,3000,0.2,15713.826424305691
365,14,2750,0.2,15720.58998117986
366,9,1250,0.15,16055.094604947164
367,13,2500,0.2,16470.1075843227
368,11,1500,0.15,16492.26358633774
369,14,1750,0.2,16618.349558777623
370,11,2250,0.2,16657.313961988682
371,10,1000,0.05,16671.498563059275
372,14,3250,0.15,16686.017962254027
373,14,3000,0.15,16822.103702909484
374,6,500,0.1,16845.165968024412
375,14,1250,0.0,17036.152704579767
376,8,1000,0.3,17224.964069294976
377,13,2500,0.25,17227.097291371047
378,11,2000,0.3,17345.878844548883
379,11,1250,0.05,17375.319177185112
380,8,750,0.1,17472.24659340487
381,15,2250,0.1,17473.380176958493
382,14,2000,0.3,17580.80473005986
383,12,1750,0.15,17595.209054672094
384,14,3000,0.3,17628.8152378315
385,14,2750,0.25,17870.425900816106
386,10,1000,0.25,17910.631081724703
387,11,2250,0.25,17958.983095678755
388,14,1750,0.05,18052.21283198641
389,13,2000,0.05,18140.220724242274
390,9,750,0.2,18331.0796176479
391,13,1750,0.2,18351.235156091007
392,7,750,0.3,18351.99207353953
393,10,1500,0.1,18424.478874016306
394,11,1000,0.05,18579.58944309632
395,15,2000,0.05,18660.86719448571
396,8,750,0.2,18700.96957476588
397,12,1500,0.05,18833.175151664745
398,11,1500,0.05,18915.63495893229
399,15,3250,0.2,18965.707933124206
400,7,750,0.1,18987.002350885017
401,9,750,0.05,19007.571642321283
402,11,1750,0.1,19050.779498827644
403,15,3500,0.25,19117.729857706126
404,15,1500,0.0,19204.865304409424
405,9,500,0.0,19229.523479614763
406,5,250,0.15,19269.009781854882
407,11,1750,0.25,19269.06129908201
408,12,1750,0.2,19423.123889067403
409,4,250,0.3,19557.604493827093
410,10,1250,0.1,19597.75542013105
411,14,3000,0.05,19635.387806707287
412,13,2250,0.3,19788.580707471992
413,14,2250,0.05,19797.89954607705
414,12,2250,0.05,19916.22933693854
415,14,3500,0.15,20315.038809157657
416,14,3000,0.1,20379.99568675612
417,10,1750,0.3,20448.816459504895
418,9,1000,0.05,20633.195847693827
419,13,2250,0.15,20807.933879524542
420,15,3000,0.05,20833.15935693914
421,6,750,0.15,20880.58967209817
422,13,3000,0.25,21063.494660945395
423,10,1500,0.2,21217.601337287113
424,10,1500,0.05,21222.083513517147
425,8,1250,0.1,21274.240696664972
426,15,3250,0.25,21278.675447861988
427,6,500,0.05,21524.848687847687
428,13,3000,0.3,21535.330793167235
429,14,2750,0.1,21535.356201955747
430,12,1750,0.05,21615.511643366215
431,9,1500,0.3,21626.654611764985
432,12,2500,0.1,21668.674842099612
433,8,750,0.3,21682.310215198686
434,8,1000,0.25,21725.387426472716
435,14,3000,0.2,21840.292837359586
436,9,750,0.25,21888.78576271906
437,11,2750,0.2,21929.07193833019
438,14,1500,0.0,21965.47557154615
439,5,250,0.05,22092.475908642664
440,11,1750,0.05,22145.749989318923
441,12,2250,0.3,22150.687532233922
442,12,2000,0.15,22229.70049302245
443,13,4000,0.3,22348.048553742276
444,11,2250,0.15,22442.192277513426
445,5,500,0.3,22443.12253434168
446,15,3250,0.05,22455.581572067767
447,15,4250,0.25,22460.210477314864
448,9,750,0.15,22491.421733706455
449,15,4750,0.15,22626.910619983806
450,15,4000,0.15,22866.26833498126
451,12,1000,0.0,22905.958454928175
452,13,2250,0.1,22930.597140308717
453,9,2250,0.1,23045.70678704826
454,14,2500,0.3,23120.1346988827
455,15,3750,0.25,23286.87150013853
456,6,250,0.05,23398.147098627225
457,13,2000,0.1,23506.18692072376
458,15,1750,0.0,23557.138691558423
459,10,750,0.0,24064.999162069296
460,15,3000,0.1,24367.291324623304
461,8,750,0.15,24370.077016492716
462,13,2500,0.1,24374.438372616773
463,12,3000,0.1,24637.747957860258
464,13,2750,0.15,24734.75130164325
465,10,1250,0.25,24741.09049384804
466,14,2500,0.2,24814.114221187912
467,14,3250,0.2,24872.859195011075
468,15,3750,0.15,25163.976307949048
469,14,4000,0.3,25176.769766054498
470,14,3250,0.1,25270.513773511695
471,14,4000,0.15,25457.850745044878
472,14,4500,0.3,25540.89344889391
473,10,2250,0.25,25847.03468733727
474,12,2500,0.25,25970.9361249089
475,13,3250,0.1,26097.673573565582
476,10,1750,0.25,26260.387233193385
477,7,500,0.15,26264.067475606982
478,11,2000,0.1,26373.582549330054
479,13,4000,0.25,26447.51853354373
480,13,2250,0.05,26502.473639915144
481,11,2500,0.25,26579.272075498087
482,15,3500,0.05,26852.3943514283
483,14,3250,0.3,27034.68210536872
484,15,4500,0.05,27151.956013021343
485,15,3500,0.1,27328.17354828313
486,11,1750,0.2,27458.37941523367
487,11,2000,0.25,27465.39119359431
488,6,750,0.2,27510.838248411983
489,13,3500,0.2,27516.68042120733
490,13,1250,0.0,27603.430924777276
491,12,2250,0.1,27755.199271982565
492,11,2500,0.2,27847.39700787719
493,8,500,0.0,27884.840190904863
494,14,3750,0.1,27896.5005885885
495,6,750,0.3,28064.24376617957
496,14,3500,0.2,28208.397081415344
497,14,4000,0.25,28313.18538808515
498,4,250,0.1,28357.93997380427
499,15,5000,0.3,28599.67375473345
500,10,2250,0.15,28675.652843839664
501,15,3500,0.2,28733.25989587588
502,13,2750,0.2,28849.764770090198
503,15,4250,0.05,29032.34108015725
504,15,3500,0.3,29070.742332579084
505,9,1250,0.05,29117.786866168815
506,10,1250,0.05,29141.096091572497
507,10,1750,0.1,29172.59841241679
508,14,5250,0.3,29654.884067641833
509,14,3500,0.25,29734.657861713167
510,9,1750,0.3,29826.192460733462
511,10,2500,0.15,29847.687925424343
512,9,1750,0.25,29922.015397798354
513,8,1250,0.25,30175.46976883247
514,7,750,0.15,30220.42762012688
515,12,3000,0.25,30251.70715261595
516,12,2500,0.3,30346.1657248353
517,15,3750,0.3,30379.99982173194
518,15,4000,0.3,30404.112598224547
519,15,3750,0.1,30457.432881144545
520,6,500,0.3,30746.914553163348
521,9,2250,0.25,30890.87372436618
522,6,250,0.0,30900.28771241001
523,12,1250,0.0,30952.73226721615
524,8,1250,0.2,31074.624554707138
525,12,3250,0.25,31339.74626543778
526,11,1000,0.0,31358.531881974355
527,13,4250,0.2,31577.43455238963
528,14,3750,0.25,31770.0958360473
529,9,1500,0.15,31926.410809629946
530,15,3750,0.2,32311.284650598485
531,5,500,0.15,32715.968082255607
532,13,2250,0.2,32919.398831632185
533,14,3250,0.05,32953.982610447165
534,11,2000,0.05,33177.19721573847
535,9,750,0.0,33364.55932564447
536,7,1250,0.3,33416.79995799899
537,11,3000,0.3,33437.652584466894
538,11,2250,0.3,33563.52088981134
539,12,2750,0.3,33847.23495884033
540,15,4000,0.2,33860.46918437589
541,14,6250,0.2,33917.16361875188
542,11,2250,0.1,34005.92191852723
543,14,3750,0.15,34134.094990674515
544,15,3250,0.1,34136.161479957365
545,14,5250,0.2,34223.54624804976
546,13,1500,0.0,34242.99531009239
547,6,1000,0.2,34274.77792233663
548,5,500,0.2,34299.40135644754
549,14,5500,0.3,34434.919465745836
550,15,4750,0.3,35086.19209264621
551,13,3500,0.3,35562.08963710046
552,14,3500,0.1,35595.75889100788
553,14,5000,0.2,35823.598591767644
554,8,1250,0.3,35980.57678789223
555,8,1000,0.2,36170.90721055869
556,10,1500,0.15,36211.60480390935
557,9,1500,0.25,36509.65788490941
558,10,1000,0.0,36562.96704969127
559,13,3000,0.05,36645.439979979936
560,10,2000,0.25,36792.36669691198
561,13,2750,0.1,36888.46423109662
562,7,500,0.1,37203.61757048915
563,8,1500,0.25,37317.07966492776
564,14,5250,0.25,37317.602844098496
565,13,3000,0.2,37610.39455048087
566,12,4500,0.2,37690.81624754342
567,13,2750,0.05,37735.54009380522
568,12,2250,0.15,37986.664665620934
569,13,3500,0.15,37992.41488162303
570,11,3000,0.2,38348.311424932916
571,15,4250,0.3,38377.20010918669
572,6,500,0.2,38393.037894739944
573,12,2500,0.15,38803.78182780014
574,14,3500,0.3,38889.33785451094
575,11,2500,0.15,38930.569523797734
576,13,3000,0.15,39099.24459459663
577,13,4250,0.3,39380.79219928177
578,11,2750,0.25,39473.884233775716
579,6,500,0.15,39505.353584934586
580,14,4250,0.2,39508.69775039231
581,11,3750,0.3,39841.41557487318
582,12,4250,0.25,40106.50864859438
583,11,2750,0.15,40467.63586747823
584,15,3750,0.05,40544.108102842314
585,15,4750,0.05,40549.62902955636
586,12,3250,0.15,40663.927942361624
587,8,1500,0.05,40672.40778712689
588,12,2750,0.05,40693.92143492425
589,14,3750,0.3,40793.397004210616
590,11,1250,0.0,40910.961927330325
591,5,250,0.0,40956.178228787925
592,8,1000,0.1,40993.6101119444
593,11,2500,0.1,41197.45224280342
594,15,5000,0.1,41396.98700942132
595,13,5250,0.25,41435.3783198238
596,14,6000,0.25,41463.95649505004
597,7,1500,0.3,41660.00445714029
598,10,1750,0.15,42014.72259520857
599,4,250,0.15,42049.06333861568
600,9,1500,0.2,42088.694412941244
601,15,4500,0.1,42261.24631142141
602,3,250,0.3,42554.137315401415
603,14,3250,0.25,42744.05115289804
604,6,750,0.1,42753.52845481446
605,11,3250,0.25,42767.32948460411
606,14,4500,0.15,42882.96766009242
607,13,4250,0.05,43101.613413048406
608,5,500,0.1,43144.66818468603
609,14,1750,0.0,43294.66496937695
610,7,1000,0.3,43407.79296105013
611,11,3000,0.15,43482.10400787372
612,12,2250,0.2,43504.064866320514
613,13,3750,0.3,43574.86461642972
614,12,4000,0.2,43724.71280230684
615,13,2000,0.15,43795.98123258285
616,13,2750,0.25,43820.52674447193
617,9,1500,0.1,44131.33895534571
618,10,2000,0.05,44384.82516336878
619,14,4250,0.3,44438.43154263302
620,14,5250,0.15,44629.047327799555
621,14,6250,0.25,44700.110594277525
622,12,4000,0.3,45005.69604160148
623,15,5000,0.25,45054.29874782004
624,10,2250,0.1,45095.34620936856
625,12,2750,0.25,45171.103826936276
626,14,3750,0.2,45172.15840378333
627,12,2500,0.05,45234.24847549241
628,12,3000,0.3,45239.45823547639
629,13,4000,0.15,45353.4027675393
630,11,2750,0.3,45507.142280648244
631,14,4250,0.15,45577.0785632051
632,7,1000,0.05,45686.92191654
633,11,3250,0.3,45799.63635256383
634,14,5750,0.25,45874.78185459986
635,13,3250,0.15,46002.997864593606
636,4,250,0.05,46061.746907718
637,10,2500,0.3,46083.554232955445
638,10,1750,0.05,46131.145097548055
639,13,2750,0.3,46160.357293604124
640,12,4000,0.15,46638.12599384454
641,14,4250,0.25,46953.924272082244
642,15,6500,0.3,47690.53075924403
643,13,3000,0.1,47849.045986065736
644,13,5000,0.15,47883.02755715276
645,9,2750,0.15,47930.46613197484
646,15,6750,0.3,47951.92213206468
647,15,5500,0.25,48104.68708009753
648,7,1000,0.15,48140.91788868967
649,8,1000,0.15,48297.85306284283
650,12,2750,0.1,48579.97626967032
651,14,4500,0.05,48697.28993138353
652,7,1250,0.25,48757.69127482617
653,15,6000,0.1,48825.60827284028
654,15,7250,0.25,48867.6619163056
655,14,5750,0.3,48872.65899404424
656,12,3000,0.2,49209.115710224825
657,13,3250,0.3,49391.9294116963
658,9,2500,0.15,49623.484220952916
659,12,4750,0.25,49648.07922016341
660,15,4000,0.1,49735.60924573617
661,15,4250,0.15,49770.016826322244
662,13,4750,0.15,49778.675114855265
663,12,1500,0.0,49837.130014385475
664,13,4000,0.1,49971.01384446873
665,9,1250,0.1,50078.55797512134
666,15,4250,0.2,50112.013994143555
667,6,500,0.25,50117.3919861001
668,10,2250,0.2,50120.632442991424
669,11,2250,0.05,50141.579090252024
670,15,4000,0.05,50517.37507822163
671,15,2000,0.0,50524.6986360408
672,14,4750,0.25,50532.83167896118
673,9,2000,0.2,50566.12340785109
674,13,3750,0.1,50733.40380906537
675,14,4000,0.05,50753.79168952661
676,7,1500,0.25,50815.457271791114
677,11,3000,0.1,51092.55640855321
678,12,3500,0.15,51353.217927370875
679,15,5250,0.2,51482.987712649796
680,15,5000,0.05,51570.1889038234
681,14,4000,0.1,51805.3366680058
682,14,5000,0.3,51823.83225373315
683,3,250,0.15,51845.29992913888
684,13,3500,0.1,51849.2280437625
685,14,7250,0.25,51929.73307423795
686,12,3750,0.15,52324.34988594555
687,12,4500,0.3,52380.06731903767
688,13,4500,0.3,52456.93764428398
689,9,1250,0.25,52608.465287231964
690,14,2000,0.0,52663.061842098796
691,15,5250,0.3,52749.4880536009
692,15,4500,0.2,52750.03743263928
693,15,4750,0.2,52860.745294822285
694,15,6250,0.25,52913.1149764141
695,9,1250,0.2,53245.44180484472
696,12,5750,0.3,53331.90302087004
697,9,2500,0.3,53337.01931529068
698,4,250,0.25,53365.260950257034
699,8,1750,0.25,53626.60158603487
700,15,7000,0.3,54040.160719387175
701,11,3000,0.25,54043.20524961241
702,14,5500,0.15,54139.34457454607
703,15,5250,0.15,54144.65440133432
704,14,4500,0.2,54185.35285194264
705,13,4500,0.05,54215.16676813388
706,15,2250,0.0,54409.415110065456
707,12,3750,0.25,54521.402960413936
708,12,3500,0.05,54840.575732617246
709,10,2500,0.1,54854.45274448159
710,15,3500,0.15,54872.05254753988
711,11,4250,0.05,55170.89912380558
712,9,2500,0.05,55327.10326970411
713,3,250,0.1,55423.00560241832
714,10,4000,0.25,55521.42667580339
715,10,2000,0.3,55657.356515293315
716,14,5250,0.05,55670.39777150113
717,15,6500,0.25,55733.81824961176
718,15,5750,0.1,55782.48921542609
719,12,3250,0.1,55791.36295866617
720,7,500,0.0,55821.9594931776
721,15,7750,0.3,55865.66527273319
722,12,3000,0.05,55954.83752615069
723,15,4500,0.25,56012.28307309708
724,7,1000,0.1,56077.18589765855
725,9,2000,0.05,56264.2752203462
726,15,7250,0.1,56625.000687908396
727,15,5750,0.25,56628.34806849922
728,13,3250,0.05,56676.94973805078
729,13,4750,0.3,56756.97054914872
730,15,5750,0.3,57005.39905671961
731,12,3250,0.05,57250.14962173148
732,15,5500,0.3,57363.484479549836
733,12,4000,0.05,57367.76343481853
734,12,2750,0.2,57959.46904554958
735,10,2000,0.15,57984.388895009935
736,8,1500,0.3,58022.108473815475
737,11,3750,0.2,58765.138576381614
738,13,5250,0.1,58808.199294920625
739,12,3000,0.15,58887.53854955537
740,8,1250,0.05,58991.067503089806
741,15,5250,0.1,59225.54573234816
742,9,2000,0.3,59319.36170694521
743,15,7000,0.2,59443.53860709559
744,6,1000,0.1,59527.06590849063
