,K,Alpha,Tau,MSE
177,13,1750,0.25,2092.0655023655354
178,10,750,0.3,2118.9504260115323
179,15,1250,0.15,2130.2155262676706
180,15,500,0.0,2164.5755248041833
181,12,1250,0.25,2176.925651947216
182,9,500,0.1,2181.1624049427082
183,15,1500,0.3,2425.457171861211
184,12,750,0.1,2444.7575772668747
185,11,1000,0.3,2454.655645045829
186,7,500,0.25,2508.226289027258
187,12,1000,0.2,2523.877868039247
188,5,250,0.3,2552.6844172850124
189,9,750,0.3,2647.846915482183
190,11,1000,0.05,2728.9597880256097
191,9,500,0.05,2800.117273442946
192,14,500,0.0,2802.3518541439303
193,13,1000,0.15,2840.9079999341643
194,12,1000,0.15,2941.4754208323975
195,12,1500,0.15,3018.0155635811366
196,9,500,0.15,3070.37969960818
197,15,2000,0.25,3100.7875564561
198,10,1000,0.1,3132.8856596783753
199,15,1000,0.05,3230.4380032493714
200,10,250,0.0,3240.445961204087
201,13,1250,0.2,3279.296778515576
202,8,500,0.3,3314.624826739086
203,13,500,0.0,3337.8214004448855
204,13,1250,0.25,3388.543371734266
205,8,500,0.25,3450.978761046205
206,11,1000,0.15,3507.668443801646
207,14,1250,0.1,3533.2208186514304
208,12,1000,0.05,3566.537379382135
209,15,2250,0.2,3578.419531375842
210,14,2250,0.25,3615.50405905168
211,10,1000,0.2,3635.3058742135354
212,12,1750,0.2,3684.9738400697593
213,13,1250,0.1,3705.301249723638
214,15,1250,0.05,3763.392350401961
215,13,1250,0.15,3835.7853873705785
216,12,1500,0.3,3841.0700989596216
217,14,1250,0.05,3927.249427991132
218,10,750,0.2,3973.272858594134
219,15,2500,0.15,3981.0633299077076
220,15,1750,0.05,4071.0699555179203
221,15,2250,0.15,4079.4409627919495
222,15,750,0.0,4087.190481684852
223,11,1000,0.25,4112.8984759550285
224,12,1500,0.1,4120.511431836841
225,12,1250,0.15,4139.550179387354
226,11,1250,0.2,4178.564762940363
227,15,2500,0.25,4195.355663563343
228,15,2000,0.3,4238.3967255217485
229,10,750,0.25,4255.770526847144
230,15,2250,0.25,4260.910190445077
231,14,1750,0.15,4307.908154338757
232,15,1500,0.05,4419.848544659747
233,11,1500,0.25,4494.135943797004
234,9,250,0.0,4539.33618880702
235,6,250,0.1,4544.871190053079
236,11,1250,0.15,4650.57926256198
237,13,1750,0.3,4747.004156912315
238,14,2000,0.25,4911.072407369702
239,12,500,0.0,4927.503726727172
240,13,1750,0.15,5171.748728799843
241,14,1500,0.15,5373.967167254818
242,15,1750,0.1,5389.91681785459
243,14,2000,0.3,5443.664788285684
244,15,2000,0.15,5510.061825795042
245,9,750,0.1,5521.0450879650025
246,12,1000,0.1,5530.508080957792
247,8,500,0.2,5652.19813890337
248,13,2000,0.3,5734.841981681943
249,12,2000,0.2,5797.297854349464
250,15,2250,0.3,5806.619535702832
251,15,2000,0.05,5817.02730522182
252,8,750,0.25,5900.797221751813
253,13,1500,0.2,5989.939328179241
254,8,500,0.1,6056.357015468959
255,5,250,0.15,6129.582860100035
256,13,1500,0.1,6162.94480822515
257,7,500,0.3,6166.5355520161975
258,12,2250,0.3,6217.711706967908
259,14,2500,0.25,6258.069507149352
260,12,1250,0.05,6288.341365078227
261,14,1750,0.25,6413.63408188016
262,15,2000,0.1,6430.830008811402
263,14,750,0.0,6431.950232830136
264,7,500,0.2,6492.7941561290945
265,14,2250,0.1,6874.586292199883
266,13,1500,0.05,6907.953387453568
267,15,2500,0.3,6921.371651046369
268,15,3000,0.3,6991.091268480219
269,13,750,0.0,7108.297177056046
270,12,1500,0.2,7164.107031952949
271,5,250,0.25,7267.445739493038
272,15,1000,0.0,7285.768874609877
273,11,500,0.0,7343.552539809909
274,15,2250,0.1,7348.596540916371
275,8,750,0.2,7429.633408303741
276,11,1750,0.25,7461.983343524637
277,10,750,0.1,7487.483747671034
278,15,2500,0.2,7581.589676319603
279,13,2000,0.2,7644.836626425695
280,13,1500,0.15,7674.124752747585
281,11,1250,0.25,7718.848212497343
282,15,3500,0.3,7801.555184710705
283,8,250,0.0,7840.763427084638
284,10,1000,0.25,7863.360009009678
285,13,2000,0.25,7877.81721567353
286,15,2750,0.1,7984.993744666397
287,13,1250,0.05,8128.419360851974
288,10,1250,0.25,8201.575012968833
289,15,2750,0.3,8237.95696678869
290,15,2500,0.1,8314.970510674908
291,12,2000,0.3,8452.160393544651
292,8,500,0.05,8741.644033482513
293,14,1750,0.2,8776.429733792509
294,10,750,0.15,8808.816924465838
295,12,2000,0.25,8811.254546266908
296,13,2250,0.25,8893.064724963138
297,10,750,0.05,9281.565560261011
298,12,1250,0.1,9284.224037611302
299,15,3000,0.1,9452.125666776357
300,15,3000,0.15,9459.591787061248
301,7,500,0.1,9480.469537685372
302,14,2000,0.15,9501.965107962922
303,9,1000,0.1,9508.414618376199
304,12,1750,0.3,9770.011178478333
305,13,2000,0.15,9839.964739499303
306,12,1500,0.05,9840.249510724916
307,12,1500,0.25,10093.041213933646
308,14,2250,0.15,10099.601595460159
309,11,1500,0.3,10417.02756133294
310,10,1000,0.3,10432.849004595479
311,11,1250,0.1,10474.785193844376
312,12,750,0.0,10495.69656734411
313,14,2000,0.05,10556.539434266464
314,12,1250,0.2,10631.07536665311
315,15,2750,0.25,10669.973168883105
316,14,2500,0.1,10679.255156992169
317,14,1000,0.0,11055.830849162003
318,15,1250,0.0,11082.575087913878
319,8,750,0.3,11382.857479896891
320,10,500,0.0,11471.333938044794
321,14,1750,0.05,11539.490396894491
322,10,1500,0.3,11556.202446490466
323,15,3000,0.25,11600.439674456598
324,14,2250,0.3,11678.868012034869
325,10,1000,0.05,11870.696914471118
326,13,3000,0.05,11910.874811846654
327,13,1500,0.25,11964.133886480306
328,14,2750,0.3,12027.353374342925
329,14,1750,0.1,12227.739618494446
330,10,1750,0.2,12245.981600111207
331,12,1750,0.15,12427.492748433539
332,13,1000,0.0,12474.922263051458
333,9,750,0.2,12475.182761553686
334,7,250,0.0,12481.709531501672
335,10,1250,0.1,12704.534009892157
336,13,1750,0.05,12956.438666589573
337,15,3250,0.3,13104.635020835833
338,14,1500,0.05,13295.688050797624
339,11,1250,0.05,13602.366505120553
340,11,1750,0.1,13663.113142710403
341,10,2000,0.25,13700.145311029823
342,15,4000,0.2,13713.012523885034
343,12,2500,0.3,13824.935588876177
344,12,2000,0.15,13899.085911879047
345,8,750,0.1,13912.64697550532
346,13,2250,0.2,13955.668941367918
347,5,250,0.1,14239.178854836046
348,14,2500,0.05,14256.439412628446
349,15,3500,0.2,14297.432817330198
350,14,3000,0.25,14406.935721870925
351,10,1250,0.2,14433.17542902288
352,13,2750,0.25,14438.985177249375
353,11,750,0.0,14492.40882302897
354,13,2000,0.05,14534.130534151447
355,12,1750,0.1,14567.83724209381
356,10,1500,0.1,14632.70699651116
357,14,2000,0.1,14674.291548952879
358,8,1000,0.15,14858.402995108441
359,9,750,0.15,14899.75860968625
360,9,1000,0.25,14980.459603770694
361,10,1750,0.1,14986.86430595824
362,15,2250,0.05,15016.865942736453
363,8,750,0.05,15017.154395395146
364,10,1250,0.3,15060.071029046174
365,14,3250,0.1,15063.762023020405
366,14,2250,0.2,15114.922403307872
367,15,2750,0.15,15206.55770917589
368,14,2750,0.25,15263.1755375655
369,14,3500,0.2,15406.2295766652
370,11,1500,0.15,15407.351646565483
371,14,2750,0.15,15469.71318725854
372,13,3000,0.3,15572.610135195562
373,14,3500,0.25,15755.3116217713
374,11,1750,0.3,15844.773493807405
375,11,2000,0.2,15850.336311101895
376,14,3500,0.3,15884.426321746882
377,12,1750,0.05,15994.400638280964
378,12,2000,0.05,16050.155014536122
379,14,1250,0.0,16209.951146981433
380,13,2750,0.15,16378.831626049061
381,12,1000,0.0,16653.394790514307
382,14,1500,0.1,16691.52369912609
383,15,3250,0.15,16742.059580455378
384,13,2500,0.1,16743.692899394355
385,14,2000,0.2,17036.142899844286
386,9,1250,0.3,17092.140002375058
387,14,2250,0.05,17127.949716133688
388,13,1750,0.2,17313.089331119685
389,15,3250,0.1,17384.696585609803
390,14,2500,0.15,17481.21199849039
391,13,3000,0.25,17540.865977259375
392,13,2250,0.3,17593.538557251915
393,13,2500,0.3,17719.527721687115
394,13,2500,0.15,17773.007865009386
395,15,3500,0.25,18001.93112430873
396,11,1500,0.1,18095.511896224645
397,14,2750,0.2,18101.776921376382
398,11,1500,0.2,18251.739798259317
399,15,3500,0.15,18313.2328630468
400,14,2500,0.2,18333.851884079973
401,15,4000,0.15,18381.443092672325
402,15,2750,0.2,18406.694179962324
403,9,500,0.0,18488.209121239528
404,15,3250,0.05,18535.911194390414
405,15,1500,0.0,18548.531292731877
406,10,1250,0.05,18647.83627898194
407,15,3000,0.05,18703.556710018063
408,13,1250,0.0,18757.012283690412
409,14,2500,0.3,18787.90547958808
410,10,1750,0.15,18859.644931945997
411,11,2500,0.25,18931.585169164617
412,13,2250,0.1,18982.7623226669
413,14,5000,0.25,19256.711037115612
414,13,2750,0.05,19408.218528357585
415,14,3750,0.2,19411.261603718962
416,6,250,0.05,19417.45361752739
417,10,1250,0.15,19504.018407107833
418,9,1000,0.3,19547.131369283736
419,11,1750,0.15,19688.97649215924
420,13,1750,0.1,19689.542843744028
421,14,3250,0.3,19787.66761039272
422,15,3500,0.05,19905.15306167501
423,15,2500,0.05,19998.703157575397
424,11,1500,0.05,20004.177982278114
425,8,750,0.15,20155.101675821184
426,12,2500,0.25,20500.900717581462
427,9,1250,0.25,20597.105516875923
428,9,750,0.05,20954.81176088698
429,15,3000,0.2,21067.757460414807
430,4,250,0.15,21237.98017148874
431,11,2000,0.1,21334.23693176855
432,15,2750,0.05,21372.960419092018
433,11,1750,0.2,21485.300780691854
434,7,750,0.25,21539.86784056213
435,10,750,0.0,21542.128221526564
436,14,1500,0.0,21769.777256906527
437,10,2000,0.2,21799.885807591225
438,11,2250,0.1,21822.126237968245
439,4,250,0.1,21921.163742002598
440,13,4250,0.25,22024.60688581752
441,14,2750,0.1,22257.381036451225
442,9,750,0.25,22269.93651961633
443,13,2250,0.05,22319.81606505664
444,12,1750,0.25,22428.886581317834
445,15,3250,0.2,22541.66688286445
446,11,2000,0.3,22631.251118108594
447,13,2750,0.3,22668.847581718805
448,7,750,0.05,22686.394837977816
449,9,1250,0.1,22925.11579257407
450,11,1750,0.05,22961.62631139132
451,7,750,0.3,23078.468600840435
452,15,4250,0.15,23238.738275050982
453,8,1000,0.25,23278.862946456866
454,13,3000,0.1,23527.472767795527
455,11,2000,0.25,23588.744722557378
456,10,1500,0.2,23594.866374476056
457,13,2000,0.1,23735.950784257348
458,8,1000,0.3,23789.072965289834
459,13,3000,0.15,24080.514556286555
460,12,2750,0.3,24253.029770624176
461,15,1750,0.0,24314.82349571542
462,9,1500,0.25,24396.59748217437
463,5,250,0.05,24581.8015394262
464,14,3000,0.15,24648.995616540004
465,11,1000,0.0,25037.126699813907
466,12,2250,0.2,25045.460055508305
467,13,3250,0.1,25143.757720926526
468,13,1500,0.0,25303.39800781621
469,12,3000,0.25,25340.495312077364
470,12,1250,0.0,25413.5850947031
471,10,2250,0.15,25427.279249265306
472,5,500,0.2,25431.21040246106
473,14,3000,0.05,25502.16817472191
474,7,500,0.15,25689.82835512149
475,9,1000,0.2,25748.579003006325
476,14,4000,0.25,26083.767077441502
477,12,3250,0.2,26143.720771928358
478,9,1500,0.2,26203.96223633007
479,15,4000,0.25,26234.496893272975
480,15,3750,0.2,26345.561796711034
481,11,2000,0.15,26617.272168842796
482,7,750,0.2,26655.08340085737
483,14,3500,0.15,26656.05334296617
484,15,3750,0.3,26778.56670858405
485,5,500,0.05,26779.778198847915
486,9,1000,0.05,26914.987829093665
487,14,3250,0.15,27136.601271682393
488,8,1250,0.2,27204.16491838607
489,11,2500,0.3,27270.155242715904
490,8,1500,0.25,27304.32481447483
491,10,1500,0.05,27366.19598939012
492,6,500,0.3,27426.49952424643
493,8,500,0.0,27479.055371300758
494,14,1750,0.0,27676.53619223933
495,13,4500,0.3,27712.820823482725
496,10,2250,0.3,27715.239576674052
497,15,5750,0.3,27735.977807795585
498,15,3250,0.25,27924.686006258627
499,9,1500,0.15,28043.441155801524
500,12,2500,0.2,28083.93360775867
501,9,1000,0.15,28511.057302854802
502,14,4500,0.25,28656.560372647924
503,15,4750,0.25,28663.515297001555
504,14,3750,0.3,28735.20260543975
505,11,3000,0.3,28745.274578485103
506,6,500,0.25,28820.290995483956
507,15,4000,0.1,28873.099434295633
508,14,2750,0.05,28931.698121139205
509,15,4250,0.2,29019.356100769615
510,12,2250,0.05,29040.225288475685
511,7,1000,0.05,29041.58307027338
512,11,2500,0.1,29137.762106785667
513,12,2000,0.1,29160.862590160577
514,14,3750,0.25,29181.22981068742
515,12,3000,0.3,29220.786112866394
516,15,3750,0.25,29617.550780929832
517,13,2250,0.15,29641.70211475794
518,12,2250,0.15,29682.441561980653
519,14,3250,0.25,29839.594488291295
520,6,500,0.15,29878.56116839223
521,15,2000,0.0,29985.530490598103
522,14,4750,0.25,29994.313234568053
523,14,3000,0.3,30031.581876672975
524,14,4750,0.3,30337.92844025437
525,6,250,0.0,30598.820348668
526,14,3500,0.05,30689.64228708732
527,11,2250,0.25,30777.19169970979
528,15,3750,0.15,30820.25825399911
529,8,1000,0.2,30833.867141312978
530,5,500,0.1,30962.111115602274
531,14,3000,0.1,31063.380984504693
532,12,2250,0.25,31092.6888348677
533,12,2500,0.1,31149.094676622466
534,15,4500,0.2,31218.409933419036
535,14,4500,0.1,31238.020211313265
536,12,2250,0.1,31392.78065118874
537,13,3500,0.3,31574.773625928552
538,13,1750,0.0,31613.809431460788
539,12,2750,0.1,31666.196550890705
540,11,2250,0.2,31753.32368408683
541,13,3250,0.25,32020.036869043757
542,5,250,0.2,32408.602579667473
543,10,1000,0.0,32521.72859594602
544,13,3750,0.3,32563.635924006445
545,10,1000,0.15,32569.172982041346
546,14,3250,0.2,32577.942628572102
547,13,3750,0.1,32643.492070989865
548,15,4000,0.3,33177.319373957645
549,9,750,0.0,33289.708498997476
550,13,2750,0.1,33493.4160383818
551,15,4250,0.3,33551.70611055574
552,13,3250,0.3,33585.62619167546
553,14,5000,0.3,33673.44538584578
554,4,500,0.2,33774.10777787616
555,5,500,0.15,33799.746315005854
556,14,2000,0.0,33825.29822093591
557,13,3250,0.05,33867.91656011368
558,14,3500,0.1,33979.82139989064
559,14,3750,0.05,34124.88356881886
560,15,3750,0.05,34402.672226765884
561,10,1500,0.15,34421.44683433286
562,10,1750,0.25,34509.3000951172
563,10,2000,0.1,34613.29173744132
564,12,3250,0.25,34676.757858914825
565,7,1500,0.3,34841.451460062446
566,13,3500,0.2,34979.00001584212
567,10,2000,0.3,35559.82123327795
568,11,2500,0.2,35570.72000906814
569,14,3000,0.2,35633.67967218107
570,13,2750,0.2,35794.39901094644
571,7,750,0.15,35869.59100789035
572,6,500,0.1,36114.01354653229
573,14,4250,0.15,36248.403429644364
574,15,4500,0.25,36282.576010016266
575,15,2250,0.0,36353.778541061605
576,13,3500,0.1,36358.250080137004
577,11,2500,0.15,36396.82240572772
578,12,3500,0.2,36606.57944873609
579,14,3250,0.05,36690.01434058979
580,11,2750,0.2,36789.996044140986
581,11,1250,0.0,37081.14900284601
582,11,2750,0.3,37106.009772975456
583,15,4750,0.05,37121.24079799412
584,6,750,0.2,37206.308839388
585,12,3750,0.15,37233.84548160931
586,7,500,0.0,37266.3592940028
587,15,4000,0.05,37586.30722013973
588,5,500,0.3,37636.48378567889
589,15,3750,0.1,37766.085409678235
590,6,500,0.2,37829.21582043845
591,13,2000,0.0,38063.01867027683
592,12,3500,0.3,38090.399492033546
593,12,2500,0.05,38165.048006313395
594,11,3750,0.3,38187.0107763918
595,13,2500,0.25,38204.836203563886
596,9,1250,0.05,38417.04642821817
597,11,2000,0.05,38624.3520110279
598,9,1500,0.05,38672.720289666446
599,15,3500,0.1,38813.960286199894
600,12,1500,0.0,39053.995705711335
601,13,4000,0.15,39087.55691556123
602,13,3750,0.2,39133.005756346414
603,15,6500,0.2,39209.19392458289
604,14,4250,0.3,39436.829856098804
605,10,1750,0.3,39440.511019783095
606,13,3750,0.25,39670.356099127974
607,15,6000,0.25,39842.83107389495
608,14,5500,0.2,39963.30624415143
609,7,1000,0.15,40001.27523646188
610,9,1250,0.15,40557.58242426574
611,14,4000,0.3,40735.103424348694
612,15,4250,0.25,40818.86606805284
613,10,2500,0.2,40859.1640627085
614,5,250,0.0,40863.033097950865
615,7,1000,0.3,40889.93670208747
616,5,500,0.25,40976.618379424144
617,11,2250,0.15,40991.647167171825
618,15,5000,0.3,41082.42898740957
619,12,2750,0.15,41106.95379978345
620,15,4500,0.1,41154.19173111076
621,11,2250,0.05,41349.81476071502
622,13,2500,0.05,41433.52644487004
623,10,2500,0.05,41804.269010598924
624,10,2250,0.05,42061.00532664253
625,15,5500,0.25,42094.38020177963
626,13,3000,0.2,42097.0746391434
627,8,1250,0.1,42195.4440353493
628,9,1250,0.2,42303.66639486193
629,8,1500,0.3,42360.30147187286
630,12,4000,0.15,42446.40726692509
631,14,4500,0.3,42706.99321117804
632,9,1750,0.1,42732.33667235623
633,12,2500,0.15,42926.78937212702
634,15,4500,0.05,43427.56110974605
635,7,750,0.1,43539.23124714843
636,8,1000,0.05,43849.42743920293
637,10,1250,0.0,43849.80572639947
638,10,3000,0.3,43890.85671529459
639,14,4000,0.15,44180.02827408831
640,5,750,0.25,44263.00804226124
641,9,2000,0.2,44322.850912982976
642,13,3250,0.15,44438.566599626916
643,11,2250,0.3,44545.385267912905
644,15,5250,0.25,44565.70291910721
645,15,6500,0.25,45112.795655758644
646,12,3000,0.2,45150.432370641814
647,14,3750,0.15,45442.58959714501
648,12,2750,0.25,45476.942263662015
649,4,250,0.2,45540.10868363081
650,10,2500,0.3,45611.088482512845
651,12,3750,0.3,45756.95690837869
652,13,4000,0.1,46069.93338746382
653,11,2500,0.05,46097.59410419893
654,10,2000,0.05,46150.98355363317
655,13,3500,0.25,46164.356964208186
656,8,2250,0.2,46360.23582652985
657,6,500,0.05,46521.521623961846
658,12,2750,0.05,46640.837544511574
659,11,1500,0.0,46726.43792130749
660,9,1000,0.0,46977.23893895209
661,13,4750,0.3,47040.668821419786
662,14,4500,0.2,47055.079562489926
663,12,2750,0.2,47326.243187525855
664,13,3500,0.05,47354.11326761813
665,7,1000,0.25,47451.94089586101
666,6,750,0.15,47517.37031290077
667,4,500,0.3,47571.55308973657
668,14,4250,0.1,47639.84630528869
669,11,3250,0.25,47761.00885408189
670,11,2750,0.05,48107.15478099274
671,13,3750,0.05,48190.87417130734
672,12,1750,0.0,48234.76782188626
673,6,750,0.05,48237.36130863424
674,14,5250,0.3,48309.46957567464
675,15,2500,0.0,48390.452506973554
676,14,4750,0.15,48434.16111936217
677,14,4000,0.2,48532.19302204984
678,10,2000,0.15,48611.70120884381
679,15,4750,0.3,49064.772529524744
680,5,750,0.3,49092.85431249136
681,8,2000,0.25,49726.12709075997
682,15,6250,0.25,49751.99088927552
683,13,5000,0.25,49753.63744344109
684,8,2000,0.3,49939.327235850535
685,15,5750,0.25,50138.94752139395
686,8,750,0.0,50188.51168743752
687,12,3250,0.1,50409.27949852375
688,10,3250,0.3,50425.14505664772
689,11,2750,0.15,50582.7918850764
690,13,4000,0.25,50680.200281439014
691,7,1250,0.3,50779.60029128302
692,10,1750,0.05,51256.80628589354
693,15,5250,0.15,51283.64923574144
694,14,5500,0.25,51495.23786432854
695,6,750,0.3,51672.3337725437
696,8,2000,0.15,51836.93579243929
697,8,1500,0.15,51837.04162008018
698,15,4750,0.1,51935.810006378255
699,7,1500,0.05,51946.09225060781
700,11,3000,0.1,51957.7737349182
701,14,5750,0.15,52125.67819489526
702,14,4000,0.05,52128.98035061132
703,14,6250,0.25,52413.320557133295
704,14,5000,0.15,52428.26742738051
705,13,2500,0.2,52475.609243124316
706,14,7000,0.3,52524.778393970526
707,9,1750,0.05,52574.28682352676
708,14,5750,0.2,52668.34871290808
709,15,6250,0.2,52677.67077264706
710,7,1250,0.2,52681.1721054239
711,15,5000,0.15,52716.59958681177
712,12,4000,0.3,52796.763427008074
713,10,2750,0.1,52922.12767375875
714,15,7750,0.25,53046.00725707658
715,9,1750,0.2,53194.94321275973
716,15,5500,0.2,53760.64697731417
717,15,5750,0.1,53779.608396331736
718,7,1750,0.25,53950.45516415912
719,15,4250,0.1,53976.77700750163
720,14,4250,0.2,54071.78413338023
721,14,6500,0.25,54186.594550942726
722,12,3250,0.15,54201.62704267887
723,14,4250,0.25,54247.39781691512
724,7,1000,0.1,54503.837088717155
725,15,5000,0.25,54552.43049295459
726,10,2750,0.25,54607.8112342547
727,9,2250,0.15,54629.01540311518
728,12,3000,0.05,54717.987675692544
729,12,4250,0.3,54936.38636561456
730,15,6750,0.25,54941.24036294506
731,11,3000,0.25,54953.079610385634
732,9,2250,0.1,55048.90170209866
733,12,3500,0.15,55123.42273640453
734,12,4000,0.25,55214.54835810605
735,10,1500,0.0,55245.02639528976
736,13,4250,0.1,55368.569409218544
737,13,3250,0.2,55467.73428354191
738,15,7250,0.1,55762.857592434724
739,11,4250,0.25,55876.30388329627
740,14,2250,0.0,55876.8369447342
741,15,2750,0.0,56021.124047482845
742,11,1750,0.0,56110.62898608913
743,7,500,0.05,56300.62760792569
744,6,1000,0.2,56496.023811506406
