TIMESTAMP,RENZEC_OPEN_PRICE_USD,RENZEC_HIGH_PRICE_USD,RENZEC_LOW_PRICE_USD,RENZEC_CLOSE_PRICE_USD,RENZEC_VOLUME_USD,RENZEC_DIVIDENDS_USD,RENZEC_STOCK_SPLITS_USD
2021-03-21 00:00:00+00:00,148.28897094726562,150.15802001953125,147.97698974609375,147.97698974609375,55546,0.0,0.0
2021-03-22 00:00:00+00:00,148.43959045410156,150.3196563720703,140.85147094726562,142.65298461914062,9863,0.0,0.0
2021-03-23 00:00:00+00:00,142.61289978027344,143.1551513671875,137.03623962402344,137.7322998046875,18191,0.0,0.0
2021-03-24 00:00:00+00:00,137.65042114257812,141.50416564941406,129.40834045410156,131.70849609375,20729,0.0,0.0
2021-03-25 00:00:00+00:00,131.50115966796875,131.73358154296875,120.40571594238281,123.3892822265625,38123,0.0,0.0
2021-03-26 00:00:00+00:00,123.34274291992188,133.75856018066406,123.34274291992188,133.75856018066406,39079,0.0,0.0
2021-03-27 00:00:00+00:00,133.83969116210938,135.31570434570312,129.28553771972656,133.03941345214844,9831,0.0,0.0
2021-03-28 00:00:00+00:00,133.03749084472656,141.9193115234375,131.928466796875,141.9193115234375,42915,0.0,0.0
2021-03-29 00:00:00+00:00,141.9407958984375,166.87461853027344,141.2913818359375,150.70916748046875,49945,0.0,0.0
2021-03-30 00:00:00+00:00,150.72120666503906,156.00936889648438,149.20034790039062,154.69113159179688,22843,0.0,0.0
2021-03-31 00:00:00+00:00,154.6584930419922,158.9903564453125,149.09527587890625,157.365478515625,11725,0.0,0.0
2021-04-01 00:00:00+00:00,157.12376403808594,167.84707641601562,156.31651306152344,163.07225036621094,237307,0.0,0.0
2021-04-02 00:00:00+00:00,163.9414825439453,180.736572265625,161.499755859375,172.5249481201172,119113,0.0,0.0
2021-04-03 00:00:00+00:00,172.88357543945312,176.00210571289062,167.30116271972656,172.417236328125,69720,0.0,0.0
2021-04-04 00:00:00+00:00,171.9998321533203,201.81935119628906,170.66659545898438,199.07884216308594,232251,0.0,0.0
2021-04-05 00:00:00+00:00,198.87782287597656,199.07284545898438,183.91574096679688,191.00347900390625,79413,0.0,0.0
2021-04-06 00:00:00+00:00,191.1425323486328,196.97776794433594,184.39312744140625,188.46923828125,36382,0.0,0.0
2021-04-07 00:00:00+00:00,188.46116638183594,189.7790985107422,162.22018432617188,172.93392944335938,102460,0.0,0.0
2021-04-08 00:00:00+00:00,172.3554229736328,184.14207458496094,167.7159423828125,183.2980499267578,14754,0.0,0.0
2021-04-09 00:00:00+00:00,183.2649688720703,198.4472198486328,182.00514221191406,197.0946807861328,49682,0.0,0.0
2021-04-10 00:00:00+00:00,197.1259307861328,208.1441192626953,196.27272033691406,205.81712341308594,63170,0.0,0.0
2021-04-11 00:00:00+00:00,205.84915161132812,228.98609924316406,205.774658203125,221.0680389404297,178755,0.0,0.0
2021-04-12 00:00:00+00:00,221.04327392578125,235.7479705810547,213.18252563476562,219.6990203857422,197509,0.0,0.0
2021-04-13 00:00:00+00:00,219.75917053222656,230.38082885742188,218.87245178222656,225.76132202148438,69418,0.0,0.0
2021-04-14 00:00:00+00:00,226.40855407714844,240.82456970214844,221.3048095703125,239.23239135742188,160225,0.0,0.0
2021-04-15 00:00:00+00:00,239.25885009765625,259.14697265625,237.9359893798828,252.66148376464844,61950,0.0,0.0
2021-04-16 00:00:00+00:00,252.47576904296875,269.377685546875,240.25099182128906,267.39556884765625,92395,0.0,0.0
2021-04-17 00:00:00+00:00,267.5169372558594,303.39764404296875,265.743896484375,288.72515869140625,143207,0.0,0.0
2021-04-18 00:00:00+00:00,288.4836730957031,290.2388000488281,216.2332763671875,258.6916198730469,331020,0.0,0.0
2021-04-19 00:00:00+00:00,258.8837585449219,264.5352478027344,223.50889587402344,223.86395263671875,204045,0.0,0.0
2021-04-20 00:00:00+00:00,224.82568359375,251.91966247558594,211.79376220703125,246.2150421142578,291130,0.0,0.0
2021-04-21 00:00:00+00:00,246.9168243408203,254.02149963378906,234.39295959472656,236.962646484375,122904,0.0,0.0
2021-04-22 00:00:00+00:00,237.26954650878906,251.3124237060547,223.59922790527344,225.9714813232422,198392,0.0,0.0
2021-04-23 00:00:00+00:00,225.91241455078125,227.460693359375,178.40623474121094,221.4796600341797,155650,0.0,0.0
2021-04-24 00:00:00+00:00,221.56602478027344,221.82057189941406,197.01766967773438,197.01766967773438,83136,0.0,0.0
2021-04-25 00:00:00+00:00,197.04225158691406,213.37435913085938,193.5698699951172,200.43359375,82650,0.0,0.0
2021-04-26 00:00:00+00:00,200.40354919433594,225.7622528076172,200.40354919433594,224.70155334472656,20508,0.0,0.0
