TIMESTAMP,PAWS36017_OPEN_PRICE_USD,PAWS36017_HIGH_PRICE_USD,PAWS36017_LOW_PRICE_USD,PAWS36017_CLOSE_PRICE_USD,PAWS36017_VOLUME_USD,PAWS36017_DIVIDENDS_USD,PAWS36017_STOCK_SPLITS_USD
2025-04-16 00:00:00+00:00,0.0003330000035930425,0.00035799999022856355,0.00018200000340584666,0.00025599999935366213,71042359,0.0,0.0
2025-04-17 00:00:00+00:00,0.0002570000069681555,0.0002690000110305846,0.0001829999964684248,0.00019200000679120421,28482696,0.0,0.0
2025-04-18 00:00:00+00:00,0.00019200000679120421,0.00019299999985378236,0.00010800000018207356,0.00014099999680183828,21256764,0.0,0.0
2025-04-19 00:00:00+00:00,0.00014099999680183828,0.00014699999883305281,0.00012399999832268804,0.00013099999341648072,12098346,0.0,0.0
2025-04-20 00:00:00+00:00,0.00013099999341648072,0.00016799999866634607,0.00012700000661425292,0.00015100000018719584,14149667,0.0,0.0
2025-04-21 00:00:00+00:00,0.0001500000071246177,0.00016199999663513154,0.0001289999927394092,0.00014000000373926014,14887058,0.0,0.0
2025-04-22 00:00:00+00:00,0.00014000000373926014,0.00014400000509340316,0.00012599999899975955,0.0001340000017080456,8614479,0.0,0.0
2025-04-23 00:00:00+00:00,0.0001340000017080456,0.00013899999612476677,0.00012799999967683107,0.00013299999409355223,9378955,0.0,0.0
2025-04-24 00:00:00+00:00,0.00013299999409355223,0.00014000000373926014,0.00013000000035390258,0.0001320000010309741,7916159,0.0,0.0
2025-04-25 00:00:00+00:00,0.0001320000010309741,0.00014200000441633165,0.0001289999927394092,0.00013299999409355223,7961437,0.0,0.0
2025-04-26 00:00:00+00:00,0.00013299999409355223,0.00015100000018719584,0.0001289999927394092,0.00013099999341648072,9262602,0.0,0.0
2025-04-27 00:00:00+00:00,0.00013099999341648072,0.0001500000071246177,0.0001289999927394092,0.0001449999981559813,11293991,0.0,0.0
2025-04-28 00:00:00+00:00,0.0001449999981559813,0.0001449999981559813,0.0001320000010309741,0.0001340000017080456,7685109,0.0,0.0
2025-04-29 00:00:00+00:00,0.0001340000017080456,0.00014099999680183828,0.00013000000035390258,0.00013000000035390258,7567578,0.0,0.0
2025-04-30 00:00:00+00:00,0.00013000000035390258,0.00013299999409355223,0.00011600000289035961,0.00012599999899975955,7203104,0.0,0.0
2025-05-01 00:00:00+00:00,0.00012599999899975955,0.00012599999899975955,0.00011300000187475234,0.00011500000255182385,5223057,0.0,0.0
2025-05-02 00:00:00+00:00,0.00011500000255182385,0.00011800000356743112,0.00010599999950500205,0.00010800000018207356,3730462,0.0,0.0
2025-05-03 00:00:00+00:00,0.00010800000018207356,0.00011600000289035961,9.899999713525176e-05,0.00010099999781232327,4456018,0.0,0.0
2025-05-04 00:00:00+00:00,0.00010099999781232327,0.00010199999815085903,9.200000204145908e-05,9.899999713525176e-05,3922263,0.0,0.0
2025-05-05 00:00:00+00:00,9.899999713525176e-05,0.0001049999991664663,8.800000068731606e-05,9.200000204145908e-05,6079567,0.0,0.0
2025-05-06 00:00:00+00:00,9.200000204145908e-05,9.300000237999484e-05,8.299999899463728e-05,8.299999899463728e-05,3278799,0.0,0.0
2025-05-07 00:00:00+00:00,8.299999899463728e-05,9.40000027185306e-05,7.79999973019585e-05,9.100000170292333e-05,5059227,0.0,0.0
