TIMESTAMP,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD,LTC_CLOSE_PRICE_USD
2017-06-01,25.3439006805,29.6198997498,25.2982006073,28.8034000397
2017-06-02,28.8973007202,29.8882007599,27.7430000305,28.9447002411
2017-06-03,29.0363006592,29.1693992615,26.6261005402,27.6609992981
2017-06-04,27.6502990723,27.9393005371,26.9454994202,27.9393005371
2017-06-05,28.0900001526,30.9929008484,28.0900001526,30.8432998657
2017-06-06,30.8407001495,31.3316993713,29.257900238,30.5510005951
2017-06-07,30.5687007904,30.6849002838,28.3742008209,28.3946990967
2017-06-08,28.3812999725,30.3425998688,27.8799991608,30.2119007111
2017-06-09,30.1872997284,30.5893001556,29.6233997345,29.6816005707
2017-06-10,29.6844997406,30.5888004303,29.6618995667,30.4416999817
2017-06-11,30.5009002686,33.5606994629,30.1595001221,33.2163009644
2017-06-12,33.2304992676,33.2304992676,27.8022003174,29.5034999847
2017-06-13,29.4916000366,30.6429004669,29.3320007324,30.6429004669
2017-06-14,30.7390003204,32.0628013611,29.3169002533,30.2247009277
2017-06-15,30.2154006958,30.3747997284,27.3127002716,30.2201004028
2017-06-16,30.2791004181,35.7005004883,29.553899765,35.7005004883
2017-06-17,36.1838989258,49.2995986938,36.1838989258,47.6459007263
2017-06-18,47.442199707,47.442199707,42.4258003235,46.0415992737
2017-06-19,46.1619987488,53.5509986877,44.9870986938,50.3208999634
2017-06-20,50.4090003967,51.4691009521,45.7503013611,47.2164001465
2017-06-21,47.2952003479,49.7282981873,44.215801239,47.7874984741
2017-06-22,47.7187995911,48.8516998291,45.8698997498,47.7128982544
2017-06-23,47.7477989197,48.423500061,47.2738990784,47.3354988098
2017-06-24,47.2467002869,47.4432983398,44.0116004944,44.4917984009
2017-06-25,44.4906997681,46.2153015137,43.0542984009,43.9244003296
2017-06-26,44.0369987488,44.345199585,37.5495986938,41.1318016052
2017-06-27,41.1313018799,41.3885002136,36.1995010376,40.5415000916
2017-06-28,40.8160018921,43.6137008667,39.1777000427,42.8494987488
2017-06-29,42.8301010132,42.8301010132,40.3529014587,41.0652999878
2017-06-30,41.0429992676,41.7467002869,40.1739997864,40.3543014526
2017-07-01,40.4040985107,40.5783004761,38.4715995789,38.9882011414
2017-07-02,38.9491996765,43.2668991089,37.804599762,41.5676002502
2017-07-03,41.4785003662,48.4039001465,40.9706001282,46.425201416
2017-07-04,46.5625991821,55.4244003296,46.5625991821,55.334400177
2017-07-05,55.2748985291,56.0346984863,50.5960006714,53.1944999695
2017-07-06,53.1954994202,53.1954994202,50.1151008606,51.1302986145
2017-07-07,51.1015014648,51.1360015869,45.6324996948,46.5755004883
2017-07-08,46.6393013,52.745098114,44.6701011658,52.1385002136
2017-07-09,52.3637008667,53.3087997437,49.5270004272,49.5805015564
2017-07-10,49.9087982178,50.5348014832,44.7369995117,46.5764007568
2017-07-11,46.2742004395,47.3894004822,43.6450996399,45.3307991028
2017-07-12,45.2559013367,49.0704994202,44.0652999878,48.7512016296
2017-07-13,48.723400116,49.0493011475,45.3893013,46.3278007507
2017-07-14,46.3591995239,46.4776992798,40.8019981384,42.8027000427
2017-07-15,42.8053016663,42.8053016663,37.7785987854,38.9239006042
2017-07-16,38.9210014343,41.9692993164,36.3847999573,40.9128990173
2017-07-17,41.189201355,43.0730018616,40.1722984314,42.6697006226
2017-07-18,42.6230010986,45.3303985596,41.467300415,44.3023986816
2017-07-19,44.3474006653,44.418800354,40.560798645,40.8643989563
2017-07-20,40.9553985596,45.4474983215,40.9553985596,45.0157012939
2017-07-21,45.0685005188,47.4474983215,44.5214996338,45.7630004883
2017-07-22,45.7729988098,46.7986984253,45.4528999329,46.5583000183
2017-07-23,46.628200531,46.6397018433,42.936000824,44.0559005737
2017-07-24,44.1595993042,44.8115005493,43.2877006531,44.4054985046
2017-07-25,44.4828987122,44.7887992859,41.0672988892,42.2412986755
2017-07-26,42.2879981995,42.698600769,40.6257019043,42.2296981812
2017-07-27,42.3531990051,42.6194992065,41.3893013,42.1398010254
2017-07-28,42.2162017822,42.4702987671,35.9415016174,40.6146011353
2017-07-29,40.5588989258,41.3412017822,38.7439994812,41.1155014038
2017-07-30,41.1845016479,41.8176994324,40.0620002747,40.422000885
2017-07-31,40.3403015137,44.0334014893,38.9477005005,43.0227012634
2017-08-01,43.0192985535,43.7700004578,41.0849990845,43.0363006592
2017-08-02,43.0749015808,43.2062988281,42.0666999817,42.1321983337
2017-08-03,42.1930007935,43.1674003601,42.1328010559,42.8614997864
2017-08-04,42.8935012817,43.7131004333,42.8214988708,43.4496994019
2017-08-05,43.486000061,46.9165992737,43.4760017395,46.8590011597
2017-08-06,46.8450012207,47.3013000488,45.0985984802,45.1030006409
2017-08-07,45.1716995239,46.4840011597,45.1237983704,45.795501709
2017-08-08,45.8981018066,49.3683013916,45.7941017151,48.6319007874
2017-08-09,48.5867004395,50.226398468,47.1642990112,48.0119018555
2017-08-10,48.0494003296,48.5069999695,46.4998016357,46.4998016357
2017-08-11,46.4048995972,47.3273010254,46.4048995972,47.0993995667
2017-08-12,47.0505981445,47.623500824,46.2858009338,46.4338989258
2017-08-13,46.5686988831,48.0727996826,44.3259010315,45.8128013611
2017-08-14,45.8322982788,46.5108985901,45.4311981201,45.8045005798
2017-08-15,45.8134994507,45.8357009888,42.2943000793,43.3064994812
2017-08-16,43.3718986511,45.0564002991,42.5703010559,44.1511993408
2017-08-17,44.1787986755,44.8320007324,43.784198761,43.9146003723
2017-08-18,43.8972015381,47.859500885,43.5909004211,47.2813987732
2017-08-19,47.0542984009,47.0816993713,43.7820014954,45.4799995422
2017-08-20,45.3762016296,47.5461006165,44.751499176,46.2309989929
2017-08-21,46.1898002625,48.7476005554,45.6213989258,47.936000824
2017-08-22,47.895198822,47.895198822,45.476398468,46.7271003723
2017-08-23,46.7136001587,54.7798995972,46.4836006165,53.2481002808
2017-08-24,52.8244018555,53.2803993225,50.1856002808,50.1856002808
2017-08-25,50.1722984314,52.1347999573,49.8420982361,51.1767997742
2017-08-26,51.1657981873,52.2602996826,50.4524002075,51.7495994568
2017-08-27,51.8047981262,64.4422988892,51.6385002136,61.1587982178
2017-08-28,61.3633995056,64.9199981689,59.8675994873,62.3554992676
2017-08-29,62.3945999146,63.2863006592,61.2573013306,63.1669998169
2017-08-30,63.1637992859,64.2136993408,60.8973007202,64.1692962646
2017-08-31,64.158203125,72.2807006836,64.040397644,71.0550994873
2017-09-01,70.8561019897,87.4058990479,70.0054016113,86.0397033691
2017-09-02,85.8299026489,92.0652008057,72.2265014648,79.0242996216
2017-09-03,78.9798965454,82.8298034668,73.6084976196,76.8430023193
2017-09-04,76.7321014404,76.7321014404,61.2436981201,65.2058029175
2017-09-05,65.2512969971,72.4437026978,59.0499992371,71.2947998047
2017-09-06,71.7772979736,80.638999939,71.5139007568,80.1143035889
2017-09-07,79.8779983521,81.0550003052,75.5908966064,78.4842987061
2017-09-08,78.452796936,80.1260986328,63.8298988342,67.7947998047
2017-09-09,67.2126998901,69.5538024902,64.0091018677,66.0091018677
2017-09-10,65.8028030396,65.9512023926,57.0643997192,61.6134986877
2017-09-11,61.6465988159,67.2324981689,61.3714981079,66.0399017334
2017-09-12,66.2388000488,70.2529983521,63.8633003235,64.2337036133
2017-09-13,64.3216018677,64.5970001221,58.9347991943,61.7300987244
2017-09-14,61.64220047,62.426700592,41.248500824,41.5848999023
2017-09-15,41.6850013733,50.6477012634,32.03099823,48.212600708
2017-09-16,48.1333999634,52.8292007446,46.4649009705,48.2583007813
2017-09-17,48.2304000854,49.8818016052,45.1248016357,48.4902000427
2017-09-18,48.5302009583,55.6148986816,48.5302009583,55.5253982544
2017-09-19,55.6836013794,55.8833007813,51.0477981567,52.8353004456
2017-09-20,52.7448997498,53.8298988342,51.2513008118,51.7337989807
2017-09-21,51.6636009216,52.314201355,45.6674003601,46.6058006287
2017-09-22,46.6526985168,49.0920982361,45.188999176,48.0903015137
2017-09-23,48.1571006775,49.7895011902,46.6870002747,49.2715988159
2017-09-24,49.2500991821,49.268699646,47.5186004639,47.6183013916
2017-09-25,47.6198997498,52.4388999939,47.5717010498,51.5801010132
2017-09-26,51.6879005432,53.7024993896,51.0769996643,51.5467987061
2017-09-27,51.5761985779,56.540599823,51.5761985779,56.2831001282
2017-09-28,56.2122001648,56.6712989807,53.4081001282,54.0852012634
2017-09-29,54.1092987061,54.1599006653,50.418800354,52.6230010986
2017-09-30,52.626499176,55.234500885,52.6190986633,55.1423988342
2017-10-01,55.1361999512,55.1615982056,53.6251983643,54.5433006287
2017-10-02,54.5469017029,54.7848014832,53.2579994202,53.3759994507
2017-10-03,53.3903999329,53.5929985046,51.5866012573,52.3496017456
2017-10-04,52.2843017578,53.0461006165,50.8303985596,51.3995018005
2017-10-05,51.4014015198,51.8655014038,50.4404983521,51.6694984436
2017-10-06,51.6360015869,52.603099823,51.5304985046,52.120098114
2017-10-07,52.1375007629,52.7498016357,51.6361999512,52.5839996338
2017-10-08,52.4934997559,54.5051002502,52.2569999695,53.1426010132
2017-10-09,53.0825004578,53.3881988525,48.4724998474,50.1640014648
2017-10-10,50.1542015076,51.6712989807,49.8572998047,50.7170982361
2017-10-11,50.7532997131,51.1363983154,50.3165016174,50.8875007629
2017-10-12,50.8866996765,60.1076011658,50.8714981079,60.1076011658
2017-10-13,60.5518989563,60.9617004395,55.8409004211,59.4289016724
2017-10-14,59.4056015015,66.1930007935,58.6008987427,63.9501991272
2017-10-15,64.1266021729,70.0938034058,62.5494003296,65.4673995972
2017-10-16,65.7182998657,66.3358001709,62.6912994385,64.6219024658
2017-10-17,64.6732025146,64.6955032349,58.8539009094,59.4790000916
2017-10-18,59.5868988037,61.7476005554,53.7937011719,60.7308006287
2017-10-19,60.8218002319,61.2921981812,58.7084999084,59.7397003174
2017-10-20,59.8097991943,61.8842010498,58.5634002686,60.3306007385
2017-10-21,60.3037986755,60.5209999084,56.8340988159,58.2018013
2017-10-22,58.271900177,58.6506996155,56.4379005432,56.8078994751
2017-10-23,56.7706985474,56.7706985474,52.8723983765,54.9202003479
2017-10-24,54.9594993591,59.1012992859,53.2944984436,55.9631996155
2017-10-25,55.9516983032,56.5801010132,54.09400177,56.4943008423
2017-10-26,56.4686012268,57.145401001,55.2770996094,55.7379989624
2017-10-27,55.6730995178,56.2540016174,55.1543006897,55.3324012756
2017-10-28,55.3843002319,56.1318016052,54.5732002258,54.693901062
2017-10-29,54.6697998047,57.7519989014,54.4934997559,57.1063995361
2017-10-30,56.8401985168,58.5495986938,56.2358016968,56.390499115
2017-10-31,56.3650016785,56.7871017456,55.7176017761,55.7541007996
2017-11-01,55.7406997681,55.7406997681,53.1808013916,53.1808013916
2017-11-02,53.5592002869,55.2775001526,50.8504981995,54.7373008728
2017-11-03,54.5782012939,56.292098999,54.2839012146,56.1814002991
2017-11-04,56.2159004211,56.3688011169,54.9364013672,55.0372009277
2017-11-05,55.0256996155,55.4767990112,54.6281013489,54.7463989258
2017-11-06,54.7592010498,56.1730995178,53.9457015991,55.1736984253
2017-11-07,54.987701416,63.8105010986,54.9852981567,61.2952003479
2017-11-08,61.1129989624,64.0650024414,60.7900009155,62.5731010437
2017-11-09,62.4896011353,66.8383026123,61.7257995605,64.2696990967
2017-11-10,64.4362030029,65.8964004517,56.9132003784,59.2601013184
2017-11-11,59.3488998413,63.7116012573,59.2421989441,62.3032989502
2017-11-12,62.3092002869,62.3092002869,57.4133987427,59.0054016113
2017-11-13,59.1758003235,62.7644004822,58.8487014771,61.3964996338
2017-11-14,61.6428985596,63.8124008179,60.8661003113,62.679599762
2017-11-15,62.7751998901,65.5246963501,62.7088012695,63.823600769
2017-11-16,63.8091011047,72.4791030884,62.9374008179,71.0602035522
2017-11-17,70.4484024048,71.1184005737,65.7817993164,67.5690002441
2017-11-18,67.4051971436,69.7656021118,65.7141036987,69.643699646
2017-11-19,69.5119018555,72.980796814,68.6042022705,71.589302063
2017-11-20,71.4130020142,72.9184036255,70.7929992676,72.2527999878
2017-11-21,72.1968002319,72.5345001221,68.1093978882,70.0282974243
2017-11-22,70.1821975708,71.9509963989,70.1821975708,71.8927993774
2017-11-23,71.9750976563,76.3967971802,70.9028015137,73.2233963013
2017-11-24,73.1418991089,77.9682998657,72.8123016357,77.9682998657
2017-11-25,77.9086990356,89.3672027588,77.5223007202,88.8169021606
2017-11-26,88.9393005371,88.9393005371,84.0173034668,85.9268035889
2017-11-27,85.8897018433,93.2862014771,85.8897018433,91.6026992798
2017-11-28,91.7239990234,96.0337982178,90.3397979736,96.0337982178
2017-11-29,96.0124969482,104.6090011597,81.7680969238,85.5709991455
2017-11-30,86.2466964722,93.5399017334,78.0754013062,88.3307037354
2017-12-01,88.0035018921,100.4120025635,83.7382965088,99.0037002563
2017-12-02,98.9414978027,103.7949981689,98.31590271,100.283996582
2017-12-03,100.1949996948,106.3909988403,98.101600647,101.2630004883
2017-12-04,101.3960037231,104.236000061,96.5325012207,104.236000061
2017-12-05,104.2770004272,104.3030014038,101.8399963379,102.3970031738
2017-12-06,102.4779968262,104.8180007935,97.3146972656,100.3519973755
2017-12-07,99.9841003418,101.3430023193,92.271697998,98.2923965454
2017-12-08,98.3281021118,133.0700073242,95.3960037231,124.8460006714
2017-12-09,127.4789962769,171.550994873,126.5879974365,155.2420043945
2017-12-10,155.6269989014,155.6269989014,130.1609954834,148.6600036621
2017-12-11,148.2579956055,225.2870025635,147.341003418,214.2030029297
2017-12-12,212.4640045166,341.7239990234,209.6820068359,316.158996582
2017-12-13,315.3619995117,341.7950134277,287.483001709,302.6019897461
2017-12-14,301.1979980469,311.3190002441,265.6570129395,279.3280029297
2017-12-15,280.9679870605,316.4060058594,251.2239990234,299.7789916992
2017-12-16,299.3370056152,309.9010009766,290.1340026855,298.9719848633
2017-12-17,301.783996582,332.5899963379,301.783996582,318.7189941406
2017-12-18,318.9530029297,360.933013916,302.0039978027,358.3359985352
2017-12-19,359.125,375.2860107422,335.674987793,350.2529907227
2017-12-20,349.6040039063,349.6040039063,308.6270141602,314.6210021973
2017-12-21,314.6600036621,339.7390136719,299.5289916992,317.4620056152
2017-12-22,319.2569885254,320.3020019531,187.4770050049,264.9320068359
2017-12-23,269.266998291,312.6679992676,261.6369934082,288.2659912109
