TIMESTAMP,FOOM_OPEN_PRICE_USD,FOOM_HIGH_PRICE_USD,FOOM_LOW_PRICE_USD,FOOM_CLOSE_PRICE_USD,FOOM_VOLUME_USD,FOOM_DIVIDENDS_USD,FOOM_STOCK_SPLITS_USD
2023-06-24 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,9221,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,13885,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,17028,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,14235,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,12035,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,20332,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,31241,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,103242,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,64563,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,3287,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,123823,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,27999,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,8545,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,8823,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,9327,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,31029,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,10277,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,95507,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,191832,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,22956,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,9709,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,9254,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,8562,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,10069,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,7065,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,8984,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,9687,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,9277,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,7134,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,6343,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,12148,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,8415,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,8559,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,4660,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,7460,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,7955,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,9665,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,4633,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,10268,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,10225,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,9390,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,8926,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,7141,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,6671,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,8412,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,128434,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,163312,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,5423839,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,2042295,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,10172911,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,6044723,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,3029987,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,3249511,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,1511860,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,1642759,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,1168501,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,583997,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,1851179,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,1053878,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,571136,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,407074,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,358621,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,548099,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,489721,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,602764,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,237826,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,345209,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,420040,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,538159,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,557582,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,106660,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,228025,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,2125960,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,2998660,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,3140019,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,1655380,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,2244909,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,1886644,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,2057931,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,2066761,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,1921987,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,1815435,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,1885062,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,1991891,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,2632333,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,2301282,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,1657421,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,1746404,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,1485047,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,1626904,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,1392502,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,1925450,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,1464001,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1308901,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1537605,0.0,0.0
