TIMESTAMP,HMKR_OPEN_PRICE_USD,HMKR_HIGH_PRICE_USD,HMKR_LOW_PRICE_USD,HMKR_CLOSE_PRICE_USD,HMKR_VOLUME_USD,HMKR_DIVIDENDS_USD,HMKR_STOCK_SPLITS_USD
2024-03-21 00:00:00+00:00,0.0059529999271035194,0.008058999665081501,0.0059529999271035194,0.0065009999088943005,87964,0.0,0.0
2024-03-22 00:00:00+00:00,0.0065009999088943005,0.010215999558568,0.00609700009226799,0.006304000038653612,288778,0.0,0.0
2024-03-23 00:00:00+00:00,0.006304000038653612,0.0076419999822974205,0.005464999936521053,0.006593000143766403,99964,0.0,0.0
2024-03-24 00:00:00+00:00,0.006593000143766403,0.00761099997907877,0.006113999988883734,0.006587999872863293,79715,0.0,0.0
2024-03-25 00:00:00+00:00,0.006587999872863293,0.006930999923497438,0.004689999856054783,0.005805000197142363,171599,0.0,0.0
2024-03-26 00:00:00+00:00,0.005805000197142363,0.006461000069975853,0.004511999897658825,0.0058559998869895935,122977,0.0,0.0
2024-03-27 00:00:00+00:00,0.0058559998869895935,0.0058559998869895935,0.0035230000503361225,0.004162999801337719,116373,0.0,0.0
2024-03-28 00:00:00+00:00,0.004162999801337719,0.0063669998198747635,0.003206999972462654,0.00572500005364418,180465,0.0,0.0
2024-03-29 00:00:00+00:00,0.00572500005364418,0.005824999883770943,0.003918000031262636,0.004188000224530697,60506,0.0,0.0
2024-03-30 00:00:00+00:00,0.004188000224530697,0.004461999982595444,0.003089000005275011,0.0033710000570863485,54091,0.0,0.0
2024-03-31 00:00:00+00:00,0.0033710000570863485,0.00405400013551116,0.0030789999291300774,0.0032130000181496143,37473,0.0,0.0
2024-04-01 00:00:00+00:00,0.0032130000181496143,0.004792000167071819,0.0028909998945891857,0.0030990000814199448,91352,0.0,0.0
2024-04-02 00:00:00+00:00,0.0030990000814199448,0.003469000104814768,0.0022909999825060368,0.0029279999434947968,72547,0.0,0.0
2024-04-03 00:00:00+00:00,0.0029279999434947968,0.00443900004029274,0.0026519999373704195,0.004313999786973,115949,0.0,0.0
2024-04-04 00:00:00+00:00,0.004313999786973,0.005956999957561493,0.004131000023335218,0.004131000023335218,112663,0.0,0.0
2024-04-05 00:00:00+00:00,0.004131000023335218,0.00445799995213747,0.0032049999572336674,0.0032049999572336674,26215,0.0,0.0
2024-04-06 00:00:00+00:00,0.0032049999572336674,0.0035979999229311943,0.002858000108972192,0.0032840000931173563,27591,0.0,0.0
2024-04-07 00:00:00+00:00,0.0032840000931173563,0.004025000147521496,0.003134000115096569,0.003449999960139394,32889,0.0,0.0
2024-04-08 00:00:00+00:00,0.003449999960139394,0.0038479999639093876,0.003407000098377466,0.003512999974191189,20838,0.0,0.0
2024-04-09 00:00:00+00:00,0.003512999974191189,0.006012000143527985,0.0031659998930990696,0.005932999774813652,51647,0.0,0.0
2024-04-10 00:00:00+00:00,0.005932999774813652,0.0076859998516738415,0.0050760000012815,0.006380999926477671,138519,0.0,0.0
2024-04-11 00:00:00+00:00,0.006380999926477671,0.007883000187575817,0.005111000034958124,0.006918000057339668,123697,0.0,0.0
2024-04-12 00:00:00+00:00,0.006918000057339668,0.009285000152885914,0.004792000167071819,0.005324999801814556,159940,0.0,0.0
2024-04-13 00:00:00+00:00,0.005324999801814556,0.006004999857395887,0.0028389999642968178,0.0038709999062120914,56070,0.0,0.0
2024-04-14 00:00:00+00:00,0.003903999924659729,0.005781000014394522,0.0035729999653995037,0.005762000102549791,58005,0.0,0.0
2024-04-15 00:00:00+00:00,0.006023999769240618,0.006756999995559454,0.005320999771356583,0.005787999834865332,70278,0.0,0.0
2024-04-16 00:00:00+00:00,0.005787999834865332,0.005787999834865332,0.004689999856054783,0.004705999977886677,30815,0.0,0.0
2024-04-17 00:00:00+00:00,0.004705999977886677,0.004920000210404396,0.0038250000216066837,0.004368999972939491,28722,0.0,0.0
2024-04-18 00:00:00+00:00,0.004368999972939491,0.004368999972939491,0.0038870000280439854,0.004033000208437443,17079,0.0,0.0
2024-04-19 00:00:00+00:00,0.004033000208437443,0.004404000006616116,0.0035329998936504126,0.004404000006616116,32947,0.0,0.0
2024-04-20 00:00:00+00:00,0.004404000006616116,0.005249000154435635,0.004364000167697668,0.004790999926626682,34990,0.0,0.0
2024-04-21 00:00:00+00:00,0.004790999926626682,0.004964000079780817,0.00405499991029501,0.00405499991029501,11622,0.0,0.0
2024-04-22 00:00:00+00:00,0.00405499991029501,0.005446000024676323,0.0035230000503361225,0.004608000162988901,36311,0.0,0.0
2024-04-23 00:00:00+00:00,0.004608000162988901,0.004608000162988901,0.003955999854952097,0.004234999883919954,25848,0.0,0.0
2024-04-24 00:00:00+00:00,0.00418000016361475,0.004304000176489353,0.0030519999563694,0.0032369999680668116,32324,0.0,0.0
2024-04-25 00:00:00+00:00,0.0032369999680668116,0.0035470000002533197,0.0028460000175982714,0.0028860000893473625,15250,0.0,0.0
2024-04-26 00:00:00+00:00,0.0028860000893473625,0.0032730000093579292,0.0027030000928789377,0.003198999911546707,26914,0.0,0.0
2024-04-27 00:00:00+00:00,0.003198999911546707,0.0035000001080334187,0.0031950001139193773,0.0034439999144524336,2667,0.0,0.0
2024-04-28 00:00:00+00:00,0.0034439999144524336,0.004007999785244465,0.0034439999144524336,0.003914999775588512,7086,0.0,0.0
2024-04-29 00:00:00+00:00,0.003914999775588512,0.004222000017762184,0.003654999891296029,0.0041160001419484615,12463,0.0,0.0
2024-04-30 00:00:00+00:00,0.0041160001419484615,0.004503999836742878,0.003955999854952097,0.004075999837368727,9537,0.0,0.0
2024-05-01 00:00:00+00:00,0.004075999837368727,0.004075999837368727,0.0030759999062865973,0.003780999919399619,16758,0.0,0.0
2024-05-02 00:00:00+00:00,0.003780999919399619,0.00508200004696846,0.003780999919399619,0.005018999800086021,16631,0.0,0.0
2024-05-03 00:00:00+00:00,0.004724999889731407,0.004927999805659056,0.0047149998135864735,0.0047149998135864735,6459,0.0,0.0
2024-05-04 00:00:00+00:00,0.0047149998135864735,0.0047149998135864735,0.00443299999460578,0.004600000102072954,10098,0.0,0.0
2024-05-05 00:00:00+00:00,0.004600000102072954,0.005156999919563532,0.004523999989032745,0.0047149998135864735,13837,0.0,0.0
2024-05-06 00:00:00+00:00,0.0047149998135864735,0.0047149998135864735,0.003857000032439828,0.004135999828577042,19649,0.0,0.0
2024-05-07 00:00:00+00:00,0.004135999828577042,0.004170000087469816,0.0036440000403672457,0.003913000226020813,11010,0.0,0.0
2024-05-08 00:00:00+00:00,0.003913000226020813,0.004178000148385763,0.0036559998989105225,0.0036559998989105225,7561,0.0,0.0
2024-05-09 00:00:00+00:00,0.0036559998989105225,0.0038429999258369207,0.0036559998989105225,0.0038030000869184732,3425,0.0,0.0
2024-05-10 00:00:00+00:00,0.0038030000869184732,0.003971999976783991,0.003725999966263771,0.0037499999161809683,4149,0.0,0.0
2024-05-11 00:00:00+00:00,0.0037499999161809683,0.004097000230103731,0.0035540000535547733,0.0035540000535547733,10735,0.0,0.0
2024-05-12 00:00:00+00:00,0.0035540000535547733,0.0035540000535547733,0.0031969998963177204,0.003198999911546707,6702,0.0,0.0
2024-05-13 00:00:00+00:00,0.003198999911546707,0.003502999898046255,0.003192000091075897,0.003461000043898821,9045,0.0,0.0
2024-05-14 00:00:00+00:00,0.003461000043898821,0.003461000043898821,0.0032840000931173563,0.0032840000931173563,2448,0.0,0.0
2024-05-15 00:00:00+00:00,0.0032840000931173563,0.0033629999961704016,0.002839999971911311,0.0033309999853372574,11816,0.0,0.0
2024-05-16 00:00:00+00:00,0.0033309999853372574,0.0034149999264627695,0.0032079999800771475,0.0032079999800771475,5495,0.0,0.0
2024-05-17 00:00:00+00:00,0.0032079999800771475,0.0033309999853372574,0.0032079999800771475,0.0033309999853372574,3747,0.0,0.0
2024-05-18 00:00:00+00:00,0.0033309999853372574,0.003932000137865543,0.0033309999853372574,0.003932000137865543,13621,0.0,0.0
2024-05-19 00:00:00+00:00,0.003932000137865543,0.003984999842941761,0.003636999987065792,0.003657999914139509,9585,0.0,0.0
2024-05-20 00:00:00+00:00,0.003657999914139509,0.004267999902367592,0.003215000033378601,0.004267999902367592,14938,0.0,0.0
2024-05-21 00:00:00+00:00,0.004267999902367592,0.005421000067144632,0.004267999902367592,0.004736999981105328,19576,0.0,0.0
2024-05-22 00:00:00+00:00,0.004736999981105328,0.004736999981105328,0.00417400011792779,0.00417400011792779,6236,0.0,0.0
2024-05-23 00:00:00+00:00,0.00417400011792779,0.004230999853461981,0.0035250000655651093,0.003713000100106001,17980,0.0,0.0
2024-05-24 00:00:00+00:00,0.003713000100106001,0.0037509999237954617,0.003513999981805682,0.0035200000274926424,3239,0.0,0.0
2024-05-25 00:00:00+00:00,0.0035200000274926424,0.0035689999349415302,0.0035200000274926424,0.0035689999349415302,670,0.0,0.0
2024-05-26 00:00:00+00:00,0.0035689999349415302,0.0037690000608563423,0.0035689999349415302,0.003739000065252185,2425,0.0,0.0
2024-05-27 00:00:00+00:00,0.003739000065252185,0.003748999908566475,0.003576999995857477,0.003656999906525016,5623,0.0,0.0
2024-05-28 00:00:00+00:00,0.003656999906525016,0.00369199994020164,0.003392999991774559,0.003396000014618039,6712,0.0,0.0
2024-05-29 00:00:00+00:00,0.003396000014618039,0.003396000014618039,0.0031610000878572464,0.0031610000878572464,6700,0.0,0.0
2024-05-30 00:00:00+00:00,0.0031610000878572464,0.0031610000878572464,0.00266100000590086,0.0030930000357329845,15880,0.0,0.0
2024-05-31 00:00:00+00:00,0.0030930000357329845,0.0031139999628067017,0.0029150000773370266,0.003073000116273761,7371,0.0,0.0
2024-06-01 00:00:00+00:00,0.003073000116273761,0.003073000116273761,0.003029000014066696,0.0030400000978261232,2044,0.0,0.0
2024-06-02 00:00:00+00:00,0.003031000029295683,0.0030590000096708536,0.0027729999274015427,0.0027729999274015427,6693,0.0,0.0
2024-06-03 00:00:00+00:00,0.0027729999274015427,0.0028200000524520874,0.0024610001128166914,0.0024610001128166914,11124,0.0,0.0
2024-06-04 00:00:00+00:00,0.0024610001128166914,0.0026080000679939985,0.0017340000486001372,0.002242000075057149,41930,0.0,0.0
2024-06-05 00:00:00+00:00,0.002242000075057149,0.002242000075057149,0.0020540000405162573,0.002087000058963895,4769,0.0,0.0
2024-06-06 00:00:00+00:00,0.002051000017672777,0.0020540000405162573,0.0017989999614655972,0.0017989999614655972,11065,0.0,0.0
2024-06-07 00:00:00+00:00,0.0017989999614655972,0.0019480000482872128,0.0016659999964758754,0.0018350000027567148,13335,0.0,0.0
2024-06-08 00:00:00+00:00,0.0018350000027567148,0.0018820000113919377,0.0016969999996945262,0.0016969999996945262,3458,0.0,0.0
2024-06-09 00:00:00+00:00,0.0016969999996945262,0.0018319999799132347,0.0012929999502375722,0.0018319999799132347,24893,0.0,0.0
2024-06-10 00:00:00+00:00,0.0018319999799132347,0.0018319999799132347,0.0016629999736323953,0.0016629999736323953,2670,0.0,0.0
2024-06-11 00:00:00+00:00,0.0016629999736323953,0.0016629999736323953,0.0014260000316426158,0.0014260000316426158,3728,0.0,0.0
2024-06-12 00:00:00+00:00,0.0014260000316426158,0.001554999966174364,0.0014260000316426158,0.001554999966174364,2942,0.0,0.0
2024-06-13 00:00:00+00:00,0.001554999966174364,0.00164899998344481,0.001554999966174364,0.0015780000248923898,4427,0.0,0.0
2024-06-14 00:00:00+00:00,0.0015780000248923898,0.0015780000248923898,0.0010809999657794833,0.0010809999657794833,9873,0.0,0.0
2024-06-15 00:00:00+00:00,0.0010809999657794833,0.0011149999918416142,0.0010809999657794833,0.0011149999918416142,328,0.0,0.0
2024-06-16 00:00:00+00:00,0.0011149999918416142,0.0011149999918416142,0.0009679999784566462,0.00101500004529953,4955,0.0,0.0
