,MSE,RMSE,MAE,MAPE,R2
0,13807512.523113169,3715.846138245389,2991.08825143388,0.08574529742556565,-1.3570930967975636
1,12658150.285171477,3557.8294345248587,2585.0481354147737,0.07113607214573238,-0.3232137829567858
2,8666208.398123167,2943.8424547049335,2266.7478570560006,0.04942525122619805,0.15762599300035685
3,13415608.062881645,3662.7323220352378,3093.498904835566,0.06831621497722175,-0.40699692883614813
4,29098558.52187668,5394.307974325964,4462.17088946768,0.0794956691131142,-0.1771899271472841
5,13141527.42879238,3625.124470799917,2985.953914969902,0.049622651956336514,-0.018287466484712578
6,16002647.623689342,4000.3309392710676,3230.9052315281606,0.06574652089730432,-1.2520686785207351
7,13039628.679162716,3611.04260278977,2941.793230632612,0.0740912092989025,-0.11815623968085887
8,12079161.684932422,3475.508838275688,2681.901571086214,0.06561995759612328,-0.9347747663012913
9,11205782.408375712,3347.503907148685,2695.0580586930014,0.06349803149166046,-0.3388117675328657
10,4874038.448787629,2207.7224573726717,1753.849006878398,0.04249000291230751,0.2205237270149799
11,11423728.75046097,3379.9007012722977,2370.9584014569987,0.07662775942622664,-0.0050898879572320865
Mean,13284379.401280612,3576.8076867305404,2838.247787787766,0.06598455320555777,-0.3794610685166784
