TIMESTAMP,WSB_OPEN_PRICE_USD,WSB_HIGH_PRICE_USD,WSB_LOW_PRICE_USD,WSB_CLOSE_PRICE_USD,WSB_VOLUME_USD,WSB_DIVIDENDS_USD,WSB_STOCK_SPLITS_USD
2021-05-12 00:00:00+00:00,0.15146300196647644,0.1847030073404312,0.14841300249099731,0.17966799437999725,343859,0.0,0.0
2021-05-13 00:00:00+00:00,0.17965899407863617,0.17965899407863617,0.12275999784469604,0.1549600064754486,283819,0.0,0.0
2021-05-14 00:00:00+00:00,0.15494200587272644,0.18213799595832825,0.12988099455833435,0.14983199536800385,110977,0.0,0.0
2021-05-15 00:00:00+00:00,0.14985400438308716,0.1516769975423813,0.11267399787902832,0.13355299830436707,98664,0.0,0.0
2021-05-16 00:00:00+00:00,0.13347800076007843,0.14490599930286407,0.1000479981303215,0.10010000318288803,85503,0.0,0.0
2021-05-17 00:00:00+00:00,0.10010000318288803,0.11908499896526337,0.09960699826478958,0.10052400082349777,101299,0.0,0.0
2021-05-18 00:00:00+00:00,0.10049299895763397,0.11366099864244461,0.09474900364875793,0.11358500272035599,70974,0.0,0.0
2021-05-19 00:00:00+00:00,0.11356499791145325,0.14137400686740875,0.06407000124454498,0.06441400200128555,179667,0.0,0.0
2021-05-20 00:00:00+00:00,0.06441300362348557,0.08946400135755539,0.0641539990901947,0.08931700140237808,116721,0.0,0.0
2021-05-21 00:00:00+00:00,0.0893239974975586,0.09873799979686737,0.05673300102353096,0.05680900067090988,120372,0.0,0.0
2021-05-22 00:00:00+00:00,0.05680999904870987,0.08278000354766846,0.05203799903392792,0.06391900032758713,57511,0.0,0.0
2021-05-23 00:00:00+00:00,0.06391099840402603,0.06395699828863144,0.0372299998998642,0.03779299929738045,67554,0.0,0.0
2021-05-24 00:00:00+00:00,0.03775700181722641,0.05794600024819374,0.03775399923324585,0.0569939985871315,68387,0.0,0.0
2021-05-25 00:00:00+00:00,0.05699000135064125,0.057162001729011536,0.041847001761198044,0.04213299974799156,49231,0.0,0.0
2021-05-26 00:00:00+00:00,0.042142998427152634,0.06606400012969971,0.0420599989593029,0.06606400012969971,56405,0.0,0.0
2021-05-27 00:00:00+00:00,0.06605900079011917,0.15145400166511536,0.060086000710725784,0.0750579982995987,172688,0.0,0.0
2021-05-28 00:00:00+00:00,0.07505600154399872,0.08007799834012985,0.06302499771118164,0.06304199993610382,104979,0.0,0.0
2021-05-29 00:00:00+00:00,0.06303499639034271,0.12444599717855453,0.06303299963474274,0.06440400332212448,45650,0.0,0.0
2021-05-30 00:00:00+00:00,0.06441500037908554,0.0948060005903244,0.06399200111627579,0.08176500350236893,40529,0.0,0.0
2021-05-31 00:00:00+00:00,0.08175499737262726,0.08997900038957596,0.06372100114822388,0.06415300071239471,33776,0.0,0.0
2021-06-01 00:00:00+00:00,0.06415600329637527,0.08983399718999863,0.06414099782705307,0.07985299825668335,37913,0.0,0.0
2021-06-02 00:00:00+00:00,0.079864002764225,0.08491700142621994,0.07200200110673904,0.08003199845552444,66784,0.0,0.0
2021-06-03 00:00:00+00:00,0.08004099875688553,0.08297300338745117,0.07201799750328064,0.07503899931907654,95337,0.0,0.0
2021-06-04 00:00:00+00:00,0.07504499703645706,0.08003800362348557,0.07003200054168701,0.07506000250577927,71849,0.0,0.0
2021-06-05 00:00:00+00:00,0.0750499963760376,0.08987399935722351,0.06500999629497528,0.06504099816083908,41836,0.0,0.0
2021-06-06 00:00:00+00:00,0.06502699851989746,0.06922999769449234,0.0650240033864975,0.06606200337409973,11387,0.0,0.0
2021-06-07 00:00:00+00:00,0.06606200337409973,0.06609299778938293,0.06453900039196014,0.06454499810934067,13479,0.0,0.0
2021-06-08 00:00:00+00:00,0.06454899907112122,0.13019800186157227,0.05502200126647949,0.0650779977440834,4493,0.0,0.0
2021-06-09 00:00:00+00:00,0.06507699936628342,0.07511699944734573,0.05501300096511841,0.05502999946475029,1995,0.0,0.0
2021-06-10 00:00:00+00:00,0.055031001567840576,0.07506000250577927,0.03710699826478958,0.07005400210618973,16106,0.0,0.0
