TIMESTAMP,HADES34982_OPEN_PRICE_USD,HADES34982_HIGH_PRICE_USD,HADES34982_LOW_PRICE_USD,HADES34982_CLOSE_PRICE_USD,HADES34982_VOLUME_USD,HADES34982_DIVIDENDS_USD,HADES34982_STOCK_SPLITS_USD
2025-02-25 00:00:00+00:00,0.00010900000052060932,0.00011300000187475234,0.0001049999991664663,0.00011300000187475234,947,0.0,0.0
2025-02-26 00:00:00+00:00,0.00011300000187475234,0.00011999999696854502,0.00011200000153621659,0.00011999999696854502,876,0.0,0.0
2025-02-27 00:00:00+00:00,0.00011999999696854502,0.00012199999764561653,0.00011100000119768083,0.00011100000119768083,31,0.0,0.0
2025-02-28 00:00:00+00:00,0.00011100000119768083,0.0001140000022132881,0.00010399999882793054,0.0001140000022132881,128,0.0,0.0
2025-03-01 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00010299999848939478,0.00010399999882793054,914,0.0,0.0
2025-03-02 00:00:00+00:00,0.00010399999882793054,0.00011800000356743112,0.00010399999882793054,0.00011800000356743112,367,0.0,0.0
2025-03-03 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,8.900000102585182e-05,8.900000102585182e-05,1155,0.0,0.0
2025-03-04 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,8.099999831756577e-05,8.299999899463728e-05,856,0.0,0.0
2025-03-05 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,8.199999865610152e-05,8.199999865610152e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,8.199999865610152e-05,8.199999865610152e-05,7.300000288523734e-05,7.400000322377309e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,6.900000153109431e-05,7.300000288523734e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,5.6000000768108293e-05,5.6000000768108293e-05,39,0.0,0.0
2025-03-11 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.400000009103678e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,5.199999941396527e-05,5.6000000768108293e-05,26,0.0,0.0
2025-03-13 00:00:00+00:00,5.6000000768108293e-05,5.900000178371556e-05,5.199999941396527e-05,5.2999999752501026e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,5.2999999752501026e-05,6.600000051548705e-05,5.2999999752501026e-05,6.600000051548705e-05,0,0.0,0.0
