TIMESTAMP,ACS23195_OPEN_PRICE_USD,ACS23195_HIGH_PRICE_USD,ACS23195_LOW_PRICE_USD,ACS23195_CLOSE_PRICE_USD,ACS23195_VOLUME_USD,ACS23195_DIVIDENDS_USD,ACS23195_STOCK_SPLITS_USD
2023-02-15 00:00:00+00:00,0.009012999944388866,0.01620200090110302,0.0065910001285374165,0.014797000214457512,45088299,0.0,0.0
2023-02-16 00:00:00+00:00,0.014814999885857105,0.02621000073850155,0.014601999893784523,0.016011999920010567,58280963,0.0,0.0
2023-02-17 00:00:00+00:00,0.015992000699043274,0.0173530001193285,0.014051999896764755,0.014996999874711037,15329391,0.0,0.0
2023-02-18 00:00:00+00:00,0.01498899981379509,0.015510999597609043,0.014391999691724777,0.01469700038433075,8277135,0.0,0.0
2023-02-19 00:00:00+00:00,0.014689000323414803,0.014701000414788723,0.012184999883174896,0.012513999827206135,8853082,0.0,0.0
2023-02-20 00:00:00+00:00,0.012519000098109245,0.01334299985319376,0.010627999901771545,0.0119420001283288,10598894,0.0,0.0
2023-02-21 00:00:00+00:00,0.011944999918341637,0.012268999591469765,0.011095999740064144,0.011429999954998493,6639590,0.0,0.0
2023-02-22 00:00:00+00:00,0.011429999954998493,0.011657999828457832,0.010343999601900578,0.010400000028312206,5502289,0.0,0.0
2023-02-23 00:00:00+00:00,0.010400000028312206,0.010502999648451805,0.008814999833703041,0.009651999920606613,8438020,0.0,0.0
2023-02-24 00:00:00+00:00,0.00964799989014864,0.00989800039678812,0.008394000120460987,0.008430000394582748,5590747,0.0,0.0
2023-02-25 00:00:00+00:00,0.008429000154137611,0.009339000098407269,0.008186999708414078,0.008712000213563442,6149128,0.0,0.0
2023-02-26 00:00:00+00:00,0.008709999732673168,0.008709999732673168,0.008255000226199627,0.008315999992191792,3659363,0.0,0.0
2023-02-27 00:00:00+00:00,0.008315999992191792,0.008421000093221664,0.00735899992287159,0.007552000228315592,6122682,0.0,0.0
2023-02-28 00:00:00+00:00,0.0075530000030994415,0.007586999796330929,0.006053999997675419,0.0062950002029538155,6522240,0.0,0.0
