TIMESTAMP,RUG24619_OPEN_PRICE_USD,RUG24619_HIGH_PRICE_USD,RUG24619_LOW_PRICE_USD,RUG24619_CLOSE_PRICE_USD,RUG24619_VOLUME_USD,RUG24619_DIVIDENDS_USD,RUG24619_STOCK_SPLITS_USD
2023-04-21 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.5999999706982635e-05,2.8000000384054147e-05,8301326,0.0,0.0
2023-04-22 00:00:00+00:00,2.8000000384054147e-05,0.00011999999696854502,2.8000000384054147e-05,8.199999865610152e-05,31229992,0.0,0.0
2023-04-23 00:00:00+00:00,8.199999865610152e-05,9.7999996796716e-05,5.700000110664405e-05,6.70000008540228e-05,12865567,0.0,0.0
2023-04-24 00:00:00+00:00,6.70000008540228e-05,7.100000220816582e-05,3.9999998989515007e-05,3.9999998989515007e-05,8408613,0.0,0.0
2023-04-25 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,1.8000000636675395e-05,2.2000000171829015e-05,1336226,0.0,0.0
2023-04-26 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.2999999853491317e-05,1.4000000192027073e-05,748390,0.0,0.0
2023-04-27 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,846991,0.0,0.0
2023-04-28 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,755550,0.0,0.0
2023-04-29 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,871785,0.0,0.0
2023-04-30 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,9.999999747378752e-06,1.2000000424450263e-05,989300,0.0,0.0
2023-05-01 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,729662,0.0,0.0
2023-05-02 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,828041,0.0,0.0
2023-05-03 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.999999979801942e-06,7.999999979801942e-06,526452,0.0,0.0
2023-05-04 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,561322,0.0,0.0
2023-05-05 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,507885,0.0,0.0
2023-05-06 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,470169,0.0,0.0
2023-05-07 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,479732,0.0,0.0
2023-05-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,447174,0.0,0.0
2023-05-09 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,468682,0.0,0.0
2023-05-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,263136,0.0,0.0
2023-05-11 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,113433,0.0,0.0
2023-05-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,108616,0.0,0.0
2023-05-13 00:00:00+00:00,1.9999999949504854e-06,7.999999979801942e-06,1.9999999949504854e-06,3.999999989900971e-06,136770,0.0,0.0
2023-05-14 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.000000106112566e-06,3.000000106112566e-06,115436,0.0,0.0
2023-05-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,107717,0.0,0.0
2023-05-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,87919,0.0,0.0
2023-05-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,92627,0.0,0.0
2023-05-18 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,157616,0.0,0.0
