TIMESTAMP,HOG35532_OPEN_PRICE_USD,HOG35532_HIGH_PRICE_USD,HOG35532_LOW_PRICE_USD,HOG35532_CLOSE_PRICE_USD,HOG35532_VOLUME_USD,HOG35532_DIVIDENDS_USD,HOG35532_STOCK_SPLITS_USD
2025-04-08 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,3.5000000934815034e-05,3.899999865097925e-05,3.199999991920777e-05,3.899999865097925e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.300000025774352e-05,3.300000025774352e-05,739,0.0,0.0
2025-04-11 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.199999991920777e-05,3.5000000934815034e-05,271,0.0,0.0
2025-04-12 00:00:00+00:00,3.5000000934815034e-05,3.899999865097925e-05,3.5000000934815034e-05,3.899999865097925e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7999998312443495e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,4.099999932805076e-05,4.600000102072954e-05,4.099999932805076e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,537,0.0,0.0
2025-04-16 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.9999998989515007e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,4.099999932805076e-05,4.3000000005122274e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,4.3000000005122274e-05,4.70000013592653e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.600000102072954e-05,4.70000013592653e-05,453,0.0,0.0
2025-04-21 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.3000000005122274e-05,4.3000000005122274e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,4.3000000005122274e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.70000013592653e-05,744,0.0,0.0
2025-04-24 00:00:00+00:00,4.70000013592653e-05,5.500000042957254e-05,4.600000102072954e-05,5.400000009103678e-05,1435,0.0,0.0
2025-04-25 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,5.400000009103678e-05,5.400000009103678e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,4.999999873689376e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.5000000682193786e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,4.5000000682193786e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.3000000005122274e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,4.3000000005122274e-05,5.0999999075429514e-05,4.3000000005122274e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.400000034365803e-05,4.600000102072954e-05,700,0.0,0.0
2025-05-01 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.9999998989515007e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,3.9999998989515007e-05,4.8999998398358e-05,3.9999998989515007e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,4.8999998398358e-05,5.400000009103678e-05,4.8000001697801054e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.2999999752501026e-05,5.400000009103678e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,4.8000001697801054e-05,5.199999941396527e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,5.199999941396527e-05,5.8000001445179805e-05,5.199999941396527e-05,5.8000001445179805e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,5.8000001445179805e-05,6.299999949987978e-05,5.6000000768108293e-05,5.8000001445179805e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,5.8000001445179805e-05,7.000000186963007e-05,5.6000000768108293e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,4.8999998398358e-05,4.8999998398358e-05,199,0.0,0.0
2025-05-12 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.3000000005122274e-05,4.400000034365803e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.3000000005122274e-05,4.3000000005122274e-05,83,0.0,0.0
2025-05-14 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,4.099999932805076e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.5000000934815034e-05,3.7999998312443495e-05,783,0.0,0.0
2025-05-18 00:00:00+00:00,3.7999998312443495e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,3.7999998312443495e-05,3.9999998989515007e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.600000127335079e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.7000001611886546e-05,408,0.0,0.0
2025-05-24 00:00:00+00:00,3.7000001611886546e-05,4.600000102072954e-05,3.7000001611886546e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.9999998989515007e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,2.9296925276867114e-05,3.15842371492181e-05,2.9296925276867114e-05,2.960443998745177e-05,759,0.0,0.0
