TIMESTAMP,MARMAJ_OPEN_PRICE_USD,MARMAJ_HIGH_PRICE_USD,MARMAJ_LOW_PRICE_USD,MARMAJ_CLOSE_PRICE_USD,MARMAJ_VOLUME_USD,MARMAJ_DIVIDENDS_USD,MARMAJ_STOCK_SPLITS_USD
2021-11-27 00:00:00+00:00,13.764155387878418,14.015375137329102,13.6375732421875,13.79961109161377,0,0.0,0.0
2021-11-28 00:00:00+00:00,13.803455352783203,13.861276626586914,13.371688842773438,13.8226900100708,0,0.0,0.0
2021-11-29 00:00:00+00:00,13.822502136230469,14.03807544708252,13.652047157287598,14.00632095336914,0,0.0,0.0
2021-11-30 00:00:00+00:00,14.007129669189453,14.1439790725708,13.74048137664795,13.959134101867676,0,0.0,0.0
2021-12-01 00:00:00+00:00,13.957023620605469,14.097306251525879,13.73661994934082,13.80272102355957,0,0.0,0.0
2021-12-02 00:00:00+00:00,13.80826187133789,13.81922435760498,13.515270233154297,13.609491348266602,0,0.0,0.0
2021-12-03 00:00:00+00:00,13.60586929321289,14.023303985595703,13.552963256835938,13.805570602416992,0,0.0,0.0
2022-05-04 00:00:00+00:00,13.759404182434082,13.759404182434082,11.622307777404785,12.367582321166992,1297,0.0,0.0
2022-05-05 00:00:00+00:00,12.367575645446777,12.440093040466309,10.844608306884766,10.84505844116211,683,0.0,0.0
2022-05-06 00:00:00+00:00,10.845002174377441,11.049606323242188,10.377432823181152,10.616352081298828,659,0.0,0.0
2022-05-07 00:00:00+00:00,10.616326332092285,10.616326332092285,10.030984878540039,10.030984878540039,650,0.0,0.0
2022-05-08 00:00:00+00:00,10.030948638916016,10.703083992004395,9.920557022094727,10.644705772399902,788,0.0,0.0
2022-05-09 00:00:00+00:00,10.644556999206543,11.03547191619873,9.653825759887695,9.699931144714355,2679,0.0,0.0
2022-05-10 00:00:00+00:00,9.700263977050781,10.262062072753906,8.85892391204834,8.861957550048828,5260,0.0,0.0
2022-05-11 00:00:00+00:00,8.861963272094727,9.28987979888916,6.11224889755249,6.2104010581970215,5927,0.0,0.0
2022-05-12 00:00:00+00:00,6.210413932800293,6.799919128417969,5.359702110290527,5.733564853668213,3617,0.0,0.0
2022-05-13 00:00:00+00:00,5.733572959899902,8.015764236450195,5.733572959899902,7.0682878494262695,3051,0.0,0.0
2022-05-14 00:00:00+00:00,7.068241119384766,7.092569828033447,5.750763893127441,6.212937831878662,152,0.0,0.0
2022-05-15 00:00:00+00:00,6.21230411529541,6.897212982177734,6.204211235046387,6.895443916320801,101,0.0,0.0
2022-05-16 00:00:00+00:00,6.895864009857178,6.895864009857178,6.125256061553955,6.159719944000244,82,0.0,0.0
2022-05-17 00:00:00+00:00,6.160562992095947,6.785521984100342,6.1600189208984375,6.434885025024414,91,0.0,0.0
2022-05-18 00:00:00+00:00,6.4351301193237305,6.553579807281494,5.91566276550293,6.056525230407715,108,0.0,0.0
2022-05-19 00:00:00+00:00,6.05695104598999,6.153902053833008,5.721552848815918,6.150684833526611,60,0.0,0.0
2022-05-20 00:00:00+00:00,6.150806903839111,6.217111110687256,5.935366153717041,5.936159133911133,15,0.0,0.0
2022-05-21 00:00:00+00:00,5.936217784881592,6.069418907165527,5.8523030281066895,6.065115928649902,13,0.0,0.0
2022-05-22 00:00:00+00:00,6.064999103546143,6.351142883300781,6.063546180725098,6.179829120635986,20,0.0,0.0
2022-05-23 00:00:00+00:00,6.179446220397949,6.4846930503845215,6.176114082336426,6.214352130889893,27,0.0,0.0
2022-05-24 00:00:00+00:00,6.213738918304443,6.214425086975098,5.864585876464844,6.037964820861816,53,0.0,0.0
2022-05-25 00:00:00+00:00,6.038128852844238,6.194492816925049,5.885561943054199,5.940123081207275,25,0.0,0.0
2022-05-26 00:00:00+00:00,5.9407172203063965,5.949221134185791,5.407643795013428,5.432068824768066,172548,0.0,0.0
2022-05-27 00:00:00+00:00,5.431899070739746,5.437118053436279,4.79431676864624,4.897666931152344,62,0.0,0.0
2022-05-28 00:00:00+00:00,4.9763569831848145,4.98080587387085,4.719970226287842,4.929866790771484,42,0.0,0.0
2022-05-29 00:00:00+00:00,4.929903030395508,5.197854042053223,4.887184143066406,5.120125770568848,21,0.0,0.0
2022-05-30 00:00:00+00:00,5.120147228240967,5.713181018829346,5.114891052246094,5.7079339027404785,31,0.0,0.0
2022-05-31 00:00:00+00:00,5.707729816436768,6.412093162536621,5.70582914352417,5.910313129425049,69,0.0,0.0
2022-06-01 00:00:00+00:00,5.910154819488525,6.007153034210205,5.4357428550720215,5.43783712387085,41,0.0,0.0
2022-06-02 00:00:00+00:00,5.437326908111572,5.662271976470947,5.302380084991455,5.660455226898193,38,0.0,0.0
2022-06-03 00:00:00+00:00,5.660394191741943,5.669496059417725,5.317824840545654,5.353149890899658,32,0.0,0.0
2022-06-04 00:00:00+00:00,5.3537468910217285,5.43950080871582,5.221893787384033,5.3497161865234375,27,0.0,0.0
2022-06-05 00:00:00+00:00,5.349799156188965,5.491659164428711,5.345972061157227,5.489002227783203,14,0.0,0.0
2022-06-06 00:00:00+00:00,5.489223003387451,5.745019912719727,5.48859977722168,5.5837578773498535,24,0.0,0.0
2022-06-07 00:00:00+00:00,5.583652019500732,5.585422039031982,5.211782932281494,5.370450973510742,33,0.0,0.0
2022-06-08 00:00:00+00:00,5.3704400062561035,5.375319004058838,5.310113906860352,5.31505012512207,3,0.0,0.0
