TIMESTAMP,EXTRA_OPEN_PRICE_USD,EXTRA_HIGH_PRICE_USD,EXTRA_LOW_PRICE_USD,EXTRA_CLOSE_PRICE_USD,EXTRA_VOLUME_USD,EXTRA_DIVIDENDS_USD,EXTRA_STOCK_SPLITS_USD
2023-07-17 00:00:00+00:00,0.02667899988591671,0.04065699875354767,0.02667899988591671,0.03195900097489357,16944,0.0,0.0
2023-07-18 00:00:00+00:00,0.03196199983358383,0.03568100184202194,0.028767000883817673,0.03090899996459484,2937,0.0,0.0
2023-07-19 00:00:00+00:00,0.030911000445485115,0.03363500162959099,0.025366000831127167,0.02830599993467331,3672,0.0,0.0
2023-07-20 00:00:00+00:00,0.02830900065600872,0.02892100065946579,0.02353299967944622,0.026809999719262123,5438,0.0,0.0
2023-07-21 00:00:00+00:00,0.026813000440597534,0.03304800018668175,0.025211000815033913,0.03173099830746651,1091,0.0,0.0
2023-07-22 00:00:00+00:00,0.03173999860882759,0.041026998311281204,0.03172700107097626,0.03889000043272972,2667,0.0,0.0
2023-07-23 00:00:00+00:00,0.03888700157403946,0.0486299991607666,0.03674300014972687,0.0486299991607666,1734,0.0,0.0
2023-07-24 00:00:00+00:00,0.048631999641656876,0.048652999103069305,0.030789999291300774,0.033149998635053635,608,0.0,0.0
2023-07-25 00:00:00+00:00,0.03314900025725365,0.03531700000166893,0.030571000650525093,0.03057900071144104,589,0.0,0.0
2023-07-26 00:00:00+00:00,0.030577000230550766,0.03204299882054329,0.028876999393105507,0.029170000925660133,542,0.0,0.0
2023-07-27 00:00:00+00:00,0.029176000505685806,0.030863000079989433,0.026283999904990196,0.027377000078558922,2302,0.0,0.0
2023-07-28 00:00:00+00:00,0.02738099917769432,0.02925500087440014,0.025918999686837196,0.027264999225735664,524,0.0,0.0
2023-07-29 00:00:00+00:00,0.02726300060749054,0.02907400019466877,0.026962000876665115,0.029033999890089035,57,0.0,0.0
2023-07-30 00:00:00+00:00,0.02903600037097931,0.04278400167822838,0.029006000608205795,0.03624099865555763,932,0.0,0.0
2023-07-31 00:00:00+00:00,0.03624400123953819,0.041777998208999634,0.03489299863576889,0.0354980006814003,1547,0.0,0.0
2023-08-01 00:00:00+00:00,0.0354980006814003,0.035634998232126236,0.029315000399947166,0.03320299834012985,954,0.0,0.0
