,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,9,500,0.3,1,0.1977179932283333,0.01
1,9,500,0.25,1,0.19772050161697405,0.01
2,10,500,0.3,1,0.19772499332437715,0.01
3,8,250,0.3,1,0.19772511932721798,0.01
4,9,250,0.3,1,0.1977256734962429,0.01
5,7,250,0.3,1,0.19772654106794713,0.01
6,10,500,0.25,1,0.19773141378296397,0.01
7,8,250,0.25,1,0.19773192668227507,0.01
8,9,250,0.25,1,0.1977322524922822,0.01
9,7,250,0.25,1,0.19773434343409044,0.01
10,10,500,0.2,1,0.19774334461948717,0.01
11,9,250,0.2,1,0.1977445532661115,0.01
12,8,250,0.2,1,0.1977447624007251,0.01
13,7,250,0.2,1,0.19774915775960433,0.01
14,10,250,0.3,1,0.19775426095840823,0.01
15,10,250,0.25,1,0.19777111022396732,0.01
16,9,250,0.15,1,0.19777188955191852,0.01
17,8,250,0.15,1,0.19777349398348462,0.01
18,7,250,0.15,1,0.19778257589973355,0.01
19,10,500,0.15,1,0.19779819308138882,0.01
20,10,250,0.2,1,0.19780045264378068,0.01
21,11,250,0.3,1,0.19784026350344355,0.01
22,9,250,0.1,1,0.19785549356633184,0.01
23,10,250,0.15,1,0.19785926475846904,0.01
24,8,250,0.1,1,0.19786423609478834,0.01
25,7,250,0.1,1,0.19788874681258053,0.01
26,11,250,0.25,1,0.19789176721020876,0.01
27,11,500,0.3,1,0.19793397113204314,0.01
28,11,250,0.2,1,0.1979821386400161,0.01
29,10,250,0.1,1,0.198005728166119,0.01
30,11,500,0.25,1,0.19803766360600356,0.01
31,12,750,0.3,1,0.19810157450359164,0.01
32,11,250,0.15,1,0.19816372293715995,0.01
33,11,500,0.2,1,0.19824396331138588,0.01
34,12,750,0.25,1,0.19825300183053246,0.01
35,13,750,0.3,1,0.19829911297118824,0.01
36,9,250,0.05,1,0.1985043847235512,0.01
37,13,750,0.25,1,0.19853865765692283,0.01
38,14,750,0.3,1,0.19856303758281113,0.01
39,10,250,0.05,1,0.198565170687991,0.01
40,11,250,0.1,1,0.198602332171,0.01
41,14,750,0.25,1,0.19890701084960336,0.01
42,11,500,0.15,1,0.19893244771011562,0.01
43,12,750,0.2,1,0.19894926882735886,0.01
44,13,750,0.2,1,0.19898366476821644,0.01
45,9,500,0.2,1,0.1994337515867653,0.01
46,14,750,0.2,1,0.1995283862240244,0.01
47,11,250,0.05,1,0.20027044779389588,0.01
48,12,250,0.3,1,0.20036291153341992,0.01
49,14,500,0.3,1,0.2007662114065913,0.01
50,14,750,0.15,1,0.2009070812599473,0.01
51,12,1000,0.3,1,0.20097288271155853,0.01
52,13,1000,0.3,1,0.20136274211250896,0.01
53,12,250,0.25,1,0.20156054118922948,0.01
54,14,500,0.25,1,0.20162336674486941,0.01
55,13,750,0.15,1,0.20212064751662534,0.01
56,13,250,0.3,1,0.2023843697596671,0.01
57,12,500,0.3,1,0.20252392715909415,0.01
58,11,750,0.3,1,0.20258989770869842,0.01
59,14,500,0.2,1,0.20300945806600085,0.01
