,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,15,1250,0.3,0,0.20534124734996015,0.0020427000425807945
1,15,1250,0.25,0,0.21970764867064513,0.0020223296895625995
2,15,1000,0.3,0,0.22013767082377622,0.0032403414566522606
3,15,1000,0.25,0,0.227378926150337,0.003312290292290528
4,15,1000,0.2,0,0.24524006307173424,0.003206251526562106
5,15,750,0.3,0,0.2539995264630221,0.009449552765691866
6,15,750,0.25,0,0.2677820999540952,0.009908956191750196
7,15,750,0.2,0,0.28510857067836515,0.01141772644352993
8,15,750,0.15,0,0.31922361336109867,0.014573432040321504
9,15,1000,0.15,0,0.41610289811555107,0.002510911165233198
10,15,750,0.1,0,0.4165615633376929,0.020391393849194986
11,15,1500,0.3,0,0.7442289607843058,0.0038281658336435454
12,15,1500,0.25,0,0.760580300722065,0.004315351654868321
13,15,1250,0.2,0,0.8260649340737043,0.0014558438844620525
14,15,1000,0.1,0,1.136419234491022,0.0031983196267634495
15,14,1250,0.15,0,1.1618941852660114,0.003080794486298712
16,15,750,0.05,0,1.1968139924850536,0.0282005719630257
17,15,1000,0.05,0,1.3227694585175656,0.0014141884509625104
18,15,1250,0.15,0,1.8721749269990822,0.001532546809187069
19,14,750,0.05,0,2.3094840694725125,0.026247184924476072
20,15,1250,0.1,0,2.3694533144235788,2.439237018723719e-05
21,13,1250,0.3,0,2.6520675432176666,0.03778520820197142
22,14,1250,0.25,0,2.8727827933460865,5.80542866664873e-05
23,14,1500,0.25,0,3.201668010020655,0.004442689754904119
24,14,1500,0.3,0,3.2065464412332267,0.002313151318900897
25,15,1500,0.1,0,3.525427518345465,0.00010813038204740886
26,14,1750,0.3,0,3.9939032524375273,0.01583794236096074
27,15,1500,0.2,0,4.085898122497747,0.0006819853153891239
28,13,1250,0.25,0,4.79565822600555,0.03734303559754824
29,14,1750,0.2,0,4.917513311563459,0.019288107331199223
30,15,1750,0.25,0,4.982730345845856,0.04730599870570763
31,14,1000,0.05,0,5.638067498623172,0.002156253478857757
32,14,1250,0.2,0,5.868946462076722,0.0036543401178161217
33,15,2000,0.25,0,6.046607580938714,0.001719478712653842
34,15,1250,0.05,0,6.531473925779042,0.0003572406770698716
35,14,1000,0.1,0,7.127073894985984,0.0039151821817241745
36,14,1250,0.3,0,7.593096130080129,0.0012538654997013288
37,13,1500,0.3,0,7.719911048850723,0.0228853597786247
38,13,1250,0.2,0,8.584152597714434,0.03812361105919615
39,14,1750,0.25,0,9.34027149674389,0.02462573357401149
40,14,1250,0.1,0,9.35787203469936,0.0030869802951159326
41,13,1500,0.2,0,9.52067271851816,0.028803895554615027
42,14,2250,0.25,0,10.38118251808154,0.03880673690795138
43,14,1500,0.2,0,10.46532608818779,0.007190388930092963
44,14,1500,0.15,0,11.010267745891891,0.008009615082898148
45,11,1000,0.15,0,11.853215639122892,0.048803264576393036
46,13,1250,0.1,0,12.942832322559298,0.048283564362461624
47,15,2000,0.15,0,14.155394648529308,0.00797384124048274
48,13,1500,0.25,0,15.528298229907366,0.01139270255298973
49,12,1250,0.25,0,17.57233516419403,0.04114223374920725
50,13,1750,0.3,0,20.412330611981986,0.0054254176658407255
51,13,1750,0.25,0,21.26227499140376,0.0020444495068448593
52,15,1500,0.15,0,21.726183715659783,0.0007307087301602976
53,15,2000,0.3,0,22.295945859196838,0.0033057846176943817
54,13,1500,0.15,0,22.735902461206415,0.003702112932834044
55,15,1750,0.05,0,22.961222693130214,0.014705319339938452
56,15,2750,0.2,0,23.00279880960013,0.04639700407059136
57,15,2250,0.3,0,23.190894159901447,0.011724932919619138
58,12,1250,0.2,0,24.25670660167214,0.04755827962834151
59,15,2500,0.25,0,24.621775000068226,0.015454160260762736
60,11,1500,0.3,0,26.63693075542535,0.01753317319901008
61,13,2000,0.3,0,26.729196191668468,0.0021389916887751765
62,15,1500,0.05,0,26.932101084074525,0.009058311031358702
63,14,1500,0.1,0,27.533329361810292,0.0034570165491800407
64,15,1750,0.2,0,28.66705715657062,0.04003203132888046
65,12,1250,0.05,0,28.784117634475052,0.029391172384986824
66,13,2250,0.3,0,28.869842821890778,0.005659769151101649
67,11,1500,0.2,0,29.129120785836825,0.03830986822363596
68,14,2250,0.1,0,29.198040550784718,0.04334312108546103
69,15,2000,0.05,0,29.951046343081902,0.00284294303827041
70,14,1250,0.05,0,29.953736457836932,0.0036731072877033053
71,15,2250,0.1,0,30.07034971620399,0.006308680603094542
72,15,2500,0.3,0,31.257984459918724,0.025350451102013394
73,13,1750,0.2,0,32.63148556057584,0.003014367674204934
74,15,2000,0.2,0,32.65182720478217,0.006730040123374056
75,15,2500,0.2,0,33.27917731341728,0.009423734350888816
76,13,2250,0.25,0,33.385517083739146,0.005890711155928572
77,12,1500,0.05,0,34.79036593882469,0.002428923743779983
78,14,1750,0.1,0,35.10319721438512,0.04058786236038856
79,14,1750,0.15,0,35.30349229596686,0.0310163424020127
80,15,1750,0.15,0,35.45913812622957,0.026931259358586083
81,12,1500,0.1,0,36.899878259436214,0.02615684504739521
82,13,1500,0.1,0,38.048687405138864,0.0016763842173747204
83,11,1750,0.3,0,39.90610880074917,0.04304278075649876
84,15,3000,0.3,0,40.9640678733479,0.02505541971482497
85,13,1750,0.1,0,41.31393676106222,0.008586857261806193
86,15,3000,0.15,0,44.03516739445546,0.026485203508785037
87,12,1500,0.25,0,44.47200174555904,0.034329834604192304
88,13,2500,0.25,0,44.602617810195696,0.030609031393445556
89,13,1750,0.15,0,44.65298836532831,0.004058797674131862
90,15,2250,0.05,0,44.949042949053236,0.030735117944400463
91,13,1250,0.05,0,46.41672529331076,0.003068705761264841
92,15,2250,0.2,0,46.44456121312168,0.02916544907025444
93,11,1250,0.25,0,47.04377688641187,0.029073785705548985
94,15,1000,0.0,0,51.63910931252406,0.003049796406876631
