TIMESTAMP,AI23T_OPEN_PRICE_USD,AI23T_HIGH_PRICE_USD,AI23T_LOW_PRICE_USD,AI23T_CLOSE_PRICE_USD,AI23T_VOLUME_USD,AI23T_DIVIDENDS_USD,AI23T_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0029440000653266907,0.003011000109836459,0.0019120000069960952,0.0020099999383091927,49539,0.0,0.0
2025-04-02 00:00:00+00:00,0.0020099999383091927,0.002382999984547496,0.0019680000841617584,0.001969000091776252,13634,0.0,0.0
2025-04-03 00:00:00+00:00,0.001969000091776252,0.002397000091150403,0.0019549999851733446,0.0021269998978823423,27183,0.0,0.0
2025-04-04 00:00:00+00:00,0.0021269998978823423,0.002300000051036477,0.002090000081807375,0.0022849999368190765,2516,0.0,0.0
2025-04-05 00:00:00+00:00,0.0022849999368190765,0.0022849999368190765,0.0021810000762343407,0.0022440000902861357,2990,0.0,0.0
2025-04-06 00:00:00+00:00,0.0022440000902861357,0.002257999964058399,0.0019399999873712659,0.001973999897018075,3613,0.0,0.0
2025-04-07 00:00:00+00:00,0.001973999897018075,0.0020290000829845667,0.0014819999923929572,0.0016250000335276127,24714,0.0,0.0
2025-04-08 00:00:00+00:00,0.0016250000335276127,0.0017350000562146306,0.0016139999497681856,0.0016560000367462635,2090,0.0,0.0
2025-04-09 00:00:00+00:00,0.0016560000367462635,0.001986999996006489,0.0016449999529868364,0.0019859999883919954,2346,0.0,0.0
2025-04-10 00:00:00+00:00,0.0019859999883919954,0.0019859999883919954,0.0018850000342354178,0.0018850000342354178,0,0.0,0.0
2025-04-11 00:00:00+00:00,0.0018850000342354178,0.0018850000342354178,0.001756999990902841,0.0018360000103712082,0,0.0,0.0
2025-04-12 00:00:00+00:00,0.0018360000103712082,0.0018759999657049775,0.0018360000103712082,0.0018599999602884054,0,0.0,0.0
2025-04-13 00:00:00+00:00,0.0018599999602884054,0.001976999919861555,0.0018599999602884054,0.0019130000146105886,508,0.0,0.0
2025-04-14 00:00:00+00:00,0.0019130000146105886,0.002015999983996153,0.0019049999536946416,0.001927000004798174,5,0.0,0.0
2025-04-15 00:00:00+00:00,0.001927000004798174,0.001955999992787838,0.0018710000440478325,0.0018759999657049775,103,0.0,0.0
2025-04-16 00:00:00+00:00,0.0018759999657049775,0.0018889999482780695,0.0016880000475794077,0.001765000051818788,0,0.0,0.0
2025-04-17 00:00:00+00:00,0.001765000051818788,0.001765000051818788,0.001765000051818788,0.001765000051818788,0,0.0,0.0
2025-04-18 00:00:00+00:00,0.001765000051818788,0.0017890000017359853,0.001765000051818788,0.0017689999658614397,0,0.0,0.0
2025-04-19 00:00:00+00:00,0.0017689999658614397,0.0018660000059753656,0.0017689999658614397,0.0018660000059753656,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.0018660000059753656,0.0018660000059753656,0.0018660000059753656,0.0018660000059753656,0,0.0,0.0
2025-04-21 00:00:00+00:00,0.0018660000059753656,0.0018660000059753656,3.600000127335079e-05,3.600000127335079e-05,64199,0.0,0.0
2025-04-22 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,2.8000000384054147e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,1.8000000636675395e-05,1.8000000636675395e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.8000000636675395e-05,2.099999983329326e-05,1460,0.0,0.0
2025-04-25 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,408,0.0,0.0
2025-04-27 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,0,0.0,0.0
