TIMESTAMP,VBTC_OPEN_PRICE_USD,VBTC_HIGH_PRICE_USD,VBTC_LOW_PRICE_USD,VBTC_CLOSE_PRICE_USD,VBTC_VOLUME_USD,VBTC_DIVIDENDS_USD,VBTC_STOCK_SPLITS_USD
2020-12-12 00:00:00+00:00,364.8769836425781,367.9801940917969,191.51023864746094,290.14862060546875,0,0.0,0.0
2020-12-13 00:00:00+00:00,290.1131591796875,388.3928527832031,280.1670837402344,383.5378112792969,0,0.0,0.0
2020-12-14 00:00:00+00:00,383.7346496582031,388.6531982421875,378.7745361328125,388.142333984375,0,0.0,0.0
2020-12-15 00:00:00+00:00,388.6296691894531,392.01287841796875,379.5157775878906,388.5297546386719,0,0.0,0.0
2020-12-16 00:00:00+00:00,388.59063720703125,428.4217224121094,363.4329833984375,365.2579345703125,0,0.0,0.0
2020-12-17 00:00:00+00:00,364.94659423828125,472.99066162109375,364.94659423828125,457.23486328125,0,0.0,0.0
2020-12-18 00:00:00+00:00,456.8425598144531,471.9980163574219,449.6464538574219,459.60565185546875,0,0.0,0.0
2020-12-19 00:00:00+00:00,459.6509094238281,479.7203063964844,397.52392578125,400.7965087890625,0,0.0,0.0
2020-12-20 00:00:00+00:00,400.8255615234375,486.6850891113281,388.8257141113281,468.3221435546875,0,0.0,0.0
2020-12-21 00:00:00+00:00,468.5628662109375,485.60284423828125,435.50238037109375,440.9017333984375,0,0.0,0.0
2020-12-22 00:00:00+00:00,441.0826416015625,476.1685791015625,366.3627624511719,476.1685791015625,0,0.0,0.0
2020-12-23 00:00:00+00:00,476.1950988769531,483.21923828125,448.1921081542969,460.1635437011719,0,0.0,0.0
2020-12-24 00:00:00+00:00,459.48944091796875,480.0555725097656,402.0511474609375,405.4049072265625,0,0.0,0.0
2020-12-25 00:00:00+00:00,405.2854919433594,405.8087158203125,369.5240478515625,387.0599060058594,0,0.0,0.0
2020-12-26 00:00:00+00:00,387.0299377441406,535.82568359375,384.68756103515625,530.868408203125,0,0.0,0.0
2020-12-27 00:00:00+00:00,530.8184814453125,566.5556640625,518.9472045898438,527.3478393554688,0,0.0,0.0
2020-12-28 00:00:00+00:00,527.932861328125,549.6815795898438,525.0254516601562,541.5235595703125,0,0.0,0.0
2020-12-29 00:00:00+00:00,541.4552001953125,550.4351806640625,512.6127319335938,549.9363403320312,0,0.0,0.0
2020-12-30 00:00:00+00:00,552.090087890625,583.4725952148438,541.2860107421875,581.7564086914062,0,0.0,0.0
2020-12-31 00:00:00+00:00,581.961669921875,588.228759765625,535.2042236328125,584.5555419921875,0,0.0,0.0
2021-01-01 00:00:00+00:00,584.8839111328125,594.6727905273438,561.6616821289062,567.1572265625,0,0.0,0.0
2021-01-02 00:00:00+00:00,566.5399169921875,628.333251953125,550.7449951171875,576.4425659179688,0,0.0,0.0
2021-01-03 00:00:00+00:00,578.2335205078125,667.5697631835938,421.33074951171875,607.9302368164062,0,0.0,0.0
2021-01-04 00:00:00+00:00,607.6018676757812,687.2667236328125,573.88671875,638.22607421875,0,0.0,0.0
2021-01-05 00:00:00+00:00,639.2413330078125,689.7152099609375,593.3109741210938,682.673095703125,0,0.0,0.0
2021-01-06 00:00:00+00:00,684.3822631835938,713.4081420898438,488.597412109375,664.9627685546875,0,0.0,0.0
2021-01-07 00:00:00+00:00,664.683837890625,791.4236450195312,664.683837890625,778.8698120117188,0,0.0,0.0
2021-01-08 00:00:00+00:00,779.2449340820312,811.377197265625,619.1596069335938,801.3388671875,0,0.0,0.0
2021-01-09 00:00:00+00:00,801.3463134765625,814.4087524414062,724.1683349609375,790.061279296875,0,0.0,0.0
2021-01-10 00:00:00+00:00,789.7863159179688,820.4884033203125,587.6126098632812,753.8741455078125,0,0.0,0.0
