,LTC
ETH,0.7622787670232399
BTC,0.7324595215666068
DASH,0.7284335312925286
ETC,0.709416313793237
QTUM,0.6941276050866801
XRP,0.6855302185772407
XLM,0.6741685308302156
ZEC,0.6543454437680732
MIOTA,0.653404406023643
BAT,0.6269615049727265
DOGE,0.6174143339687784
DGB,0.6153572703928092
XEM,0.6063894039347139
XMR,0.6021855143923927
BTS,0.5728941895971488
SC,0.5717065932805491
GNO,0.5709988263964927
ZEN,0.5567210951200985
LSK,0.5544473978824009
RLC,0.5407195843969548
DCR,0.5389294922193146
FIRO,0.5388076156806674
WAVES,0.5349428363685893
ANT,0.5158632657693635
GAS,0.5138217045253316
SYS,0.51311251674636
KMD,0.5102012974249697
STEEM,0.5063879996349555
LUNC,0.4868928615436286
PIVX,0.4711044952694426
ARK,0.4332237732585774
