,LTC
ETH,0.6978358293291679
BTC,0.675917591824572
DASH,0.6587544838097975
ETC,0.6143251976479763
QTUM,0.5931357358339973
XRP,0.5910838683732974
XLM,0.5855851156122306
ZEC,0.5609520087850647
MIOTA,0.539092271806861
BAT,0.5150181021697013
DGB,0.5040194644067408
DOGE,0.5038691393508317
XMR,0.4992771190611025
XEM,0.4705509269599838
ZEN,0.4341915180598321
SC,0.4339065753371838
BTS,0.4293334543860821
GNO,0.4199797870959944
WAVES,0.410594078389273
RLC,0.4054821331412485
DCR,0.3958315166034772
ANT,0.3919152252228864
LSK,0.386300206387678
GAS,0.3717832244148853
SYS,0.3583877085329464
KMD,0.3574575891171217
LUNC,0.3558697178626473
FIRO,0.3535016580017708
PIVX,0.3345915634886275
STEEM,0.3228852650370256
ARK,0.284696014782661
