,LTC
ETH,0.7833353230185423
BTC,0.7466984784272844
DASH,0.7426517161527917
ETC,0.7373396217313202
QTUM,0.7226623260100056
XRP,0.7141889098961544
XLM,0.6934382692976346
MIOTA,0.6829459400816986
ZEC,0.674384281301159
BAT,0.6487254271654456
DOGE,0.6368366213087778
XMR,0.6352024612673633
XEM,0.6297970372612509
DGB,0.6269978554385669
GNO,0.6238379229998726
SC,0.6117223855988221
BTS,0.6030912208086738
LSK,0.5967829915950001
FIRO,0.5839882226735001
ZEN,0.5771386952068676
DCR,0.5717606526123447
WAVES,0.5653084544929232
RLC,0.563217288053721
SYS,0.5562900425140636
STEEM,0.5406059314811036
GAS,0.5393023047065796
KMD,0.5344608842630177
ANT,0.5318722543046394
LUNC,0.507163924060916
PIVX,0.4778082864694857
ARK,0.4374380566195739
