,LTC
ETH,0.7826955631660713
BTC,0.7477147816781551
DASH,0.7428768197579827
ETC,0.7364179454270805
QTUM,0.7217834263610666
XRP,0.7139470737329007
XLM,0.6933945295709109
MIOTA,0.6824719422277181
ZEC,0.6730710797732733
BAT,0.648172824125624
DOGE,0.6368444154531082
XMR,0.6343011335619987
XEM,0.6305476587029569
DGB,0.6263004410956469
GNO,0.62450294462838
SC,0.6110149980770476
BTS,0.6032138950951302
LSK,0.5961654473609702
FIRO,0.5847751494112663
ZEN,0.5769511635968592
DCR,0.5708675525429173
WAVES,0.5640266862051997
RLC,0.5616220313980904
SYS,0.5551506254190653
GAS,0.5420154825708129
STEEM,0.5412907945093796
ANT,0.5345287516272225
KMD,0.5331836159695944
LUNC,0.510897350454465
PIVX,0.4710963454862387
ARK,0.4326903747187082
