TIMESTAMP,PEEZY_OPEN_PRICE_USD,PEEZY_HIGH_PRICE_USD,PEEZY_LOW_PRICE_USD,PEEZY_CLOSE_PRICE_USD,PEEZY_VOLUME_USD,PEEZY_DIVIDENDS_USD,PEEZY_STOCK_SPLITS_USD
2024-04-15 00:00:00+00:00,0.0031190000008791685,0.0031449999660253525,0.0013460000045597553,0.0018530000234022737,141424,0.0,0.0
2024-04-16 00:00:00+00:00,0.0016740000573918223,0.002814000006765127,0.0014990000054240227,0.0023799999617040157,115512,0.0,0.0
2024-04-17 00:00:00+00:00,0.0024770000018179417,0.00380200007930398,0.0024770000018179417,0.003498000092804432,223892,0.0,0.0
2024-04-18 00:00:00+00:00,0.0035439999774098396,0.004189999774098396,0.0029619999695569277,0.0033829999156296253,142697,0.0,0.0
2024-04-19 00:00:00+00:00,0.0035570000763982534,0.005226000212132931,0.0027230000123381615,0.004658000078052282,205813,0.0,0.0
2024-04-20 00:00:00+00:00,0.004658000078052282,0.00621799984946847,0.004658000078052282,0.005661000031977892,318249,0.0,0.0
2024-04-21 00:00:00+00:00,0.005956000182777643,0.0070580001920461655,0.005303000099956989,0.00624299980700016,247805,0.0,0.0
2024-04-22 00:00:00+00:00,0.006366000045090914,0.006680000107735395,0.004172000102698803,0.005729000084102154,358499,0.0,0.0
2024-04-23 00:00:00+00:00,0.005729000084102154,0.00583200016990304,0.004131000023335218,0.004401000216603279,271582,0.0,0.0
2024-04-24 00:00:00+00:00,0.0045830002054572105,0.007701000198721886,0.0045830002054572105,0.005909999832510948,302710,0.0,0.0
2024-04-25 00:00:00+00:00,0.00583299994468689,0.009282000362873077,0.005791000090539455,0.009212000295519829,332710,0.0,0.0
2024-04-26 00:00:00+00:00,0.009212000295519829,0.01278000045567751,0.006517999805510044,0.011401999741792679,623164,0.0,0.0
2024-04-27 00:00:00+00:00,0.009446999989449978,0.01612200029194355,0.00839299988001585,0.015525000169873238,1037175,0.0,0.0
2024-04-28 00:00:00+00:00,0.01547900028526783,0.01802399940788746,0.00888499990105629,0.011611999943852425,1218347,0.0,0.0
2024-04-29 00:00:00+00:00,0.011632000096142292,0.01312899962067604,0.00929499976336956,0.010092999786138535,456793,0.0,0.0
2024-04-30 00:00:00+00:00,0.010091000236570835,0.012624000199139118,0.008825000375509262,0.012025999836623669,407401,0.0,0.0
2024-05-01 00:00:00+00:00,0.012025999836623669,0.014991999603807926,0.009197999723255634,0.012325000017881393,649359,0.0,0.0
2024-05-02 00:00:00+00:00,0.012325000017881393,0.014715000055730343,0.010683000087738037,0.011088999919593334,411390,0.0,0.0
2024-05-03 00:00:00+00:00,0.010878000408411026,0.01241500023752451,0.008754000067710876,0.009007999673485756,443405,0.0,0.0
2024-05-04 00:00:00+00:00,0.009325999766588211,0.01018499955534935,0.006446000188589096,0.008809000253677368,442204,0.0,0.0
2024-05-05 00:00:00+00:00,0.008996999822556973,0.01368900015950203,0.00875800009816885,0.010657000355422497,533325,0.0,0.0
2024-05-06 00:00:00+00:00,0.010551000013947487,0.01093200035393238,0.008136999793350697,0.00927099958062172,319624,0.0,0.0
2024-05-07 00:00:00+00:00,0.00927099958062172,0.009572000242769718,0.00803999975323677,0.008263999596238136,208019,0.0,0.0
