TIMESTAMP,TAURUS_OPEN_PRICE_USD,TAURUS_HIGH_PRICE_USD,TAURUS_LOW_PRICE_USD,TAURUS_CLOSE_PRICE_USD,TAURUS_VOLUME_USD,TAURUS_DIVIDENDS_USD,TAURUS_STOCK_SPLITS_USD
2025-02-05 00:00:00+00:00,0.001069999998435378,0.0011050000321120024,0.0009790000040084124,0.0009830000344663858,2312,0.0,0.0
2025-02-06 00:00:00+00:00,0.0009830000344663858,0.0010189999593421817,0.0009180000051856041,0.0009180000051856041,4188,0.0,0.0
2025-02-07 00:00:00+00:00,0.0009180000051856041,0.0014090000186115503,0.0009180000051856041,0.0011070000473409891,6310,0.0,0.0
2025-02-08 00:00:00+00:00,0.0011070000473409891,0.001436999998986721,0.0011070000473409891,0.001436999998986721,10206,0.0,0.0
2025-02-09 00:00:00+00:00,0.001436999998986721,0.001436999998986721,0.0011239999439567327,0.0011709999525919557,17147,0.0,0.0
2025-02-10 00:00:00+00:00,0.0011709999525919557,0.0012179999612271786,0.0010359999723732471,0.0010359999723732471,5896,0.0,0.0
2025-02-11 00:00:00+00:00,0.0010359999723732471,0.001088000019080937,0.0009590000263415277,0.0010479999473318458,9021,0.0,0.0
2025-02-12 00:00:00+00:00,0.0010519999777898192,0.0010580000234767795,0.0009790000040084124,0.001041000010445714,3171,0.0,0.0
2025-02-13 00:00:00+00:00,0.001041000010445714,0.001041000010445714,0.0009500000160187483,0.0009720000089146197,1516,0.0,0.0
2025-02-14 00:00:00+00:00,0.0009720000089146197,0.0011810000287368894,0.0008789999992586672,0.0011630000080913305,16643,0.0,0.0
2025-02-15 00:00:00+00:00,0.0011630000080913305,0.0012209999840706587,0.0008319999906234443,0.0009059999720193446,17188,0.0,0.0
2025-02-16 00:00:00+00:00,0.0009059999720193446,0.0009059999720193446,0.0008159999852068722,0.0008159999852068722,4052,0.0,0.0
2025-02-17 00:00:00+00:00,0.000826000003144145,0.00202700006775558,0.000826000003144145,0.001167000038549304,130914,0.0,0.0
2025-02-18 00:00:00+00:00,0.001167000038549304,0.0011940000113099813,0.0007529999711550772,0.0007820000173524022,22778,0.0,0.0
2025-02-19 00:00:00+00:00,0.0007820000173524022,0.0008360000210814178,0.0005440000095404685,0.0005709999823011458,16024,0.0,0.0
2025-02-20 00:00:00+00:00,0.0005709999823011458,0.000610999995842576,0.0005619999719783664,0.0006079999729990959,3511,0.0,0.0
2025-02-21 00:00:00+00:00,0.0006079999729990959,0.0006440000142902136,0.0005670000100508332,0.0006440000142902136,4389,0.0,0.0
2025-02-22 00:00:00+00:00,0.0006440000142902136,0.0008440000237897038,0.0006440000142902136,0.0008159999852068722,7356,0.0,0.0
2025-02-23 00:00:00+00:00,0.0008159999852068722,0.0008159999852068722,0.0007110000005923212,0.0007190000033006072,1392,0.0,0.0
2025-02-24 00:00:00+00:00,0.0007190000033006072,0.0007270000060088933,0.0005699999746866524,0.0005699999746866524,1974,0.0,0.0
2025-02-25 00:00:00+00:00,0.0005699999746866524,0.0006309999735094607,0.0005239999736659229,0.0006309999735094607,2863,0.0,0.0
