TIMESTAMP,SNFT_OPEN_PRICE_USD,SNFT_HIGH_PRICE_USD,SNFT_LOW_PRICE_USD,SNFT_CLOSE_PRICE_USD,SNFT_VOLUME_USD,SNFT_DIVIDENDS_USD,SNFT_STOCK_SPLITS_USD
2021-10-06 00:00:00+00:00,0.526295006275177,0.6950010061264038,0.5070859789848328,0.5088229775428772,913666,0.0,0.0
2021-10-07 00:00:00+00:00,0.5099449753761292,0.5333160161972046,0.48704400658607483,0.4970569908618927,197034,0.0,0.0
2021-10-08 00:00:00+00:00,0.4975619912147522,0.5121250152587891,0.4772230088710785,0.4833509922027588,179202,0.0,0.0
2021-10-09 00:00:00+00:00,0.4936710000038147,0.5124239921569824,0.4754689931869507,0.4912030100822449,78744,0.0,0.0
2021-10-10 00:00:00+00:00,0.4912079870700836,0.5207920074462891,0.46167901158332825,0.4657309949398041,696038,0.0,0.0
2021-10-11 00:00:00+00:00,0.4676060080528259,0.4820280075073242,0.44937801361083984,0.46054500341415405,100538,0.0,0.0
2021-10-12 00:00:00+00:00,0.460440993309021,0.4873090088367462,0.45077601075172424,0.45421698689460754,113919,0.0,0.0
2021-10-13 00:00:00+00:00,0.4541899859905243,0.4707910120487213,0.4391059875488281,0.4434340000152588,79369,0.0,0.0
2021-10-14 00:00:00+00:00,0.44332098960876465,0.4578700065612793,0.43815699219703674,0.4446209967136383,89474,0.0,0.0
2021-10-15 00:00:00+00:00,0.44274699687957764,0.4518519937992096,0.41343700885772705,0.41596800088882446,85327,0.0,0.0
2021-10-16 00:00:00+00:00,0.4151740074157715,0.4249249994754791,0.40294399857521057,0.40601399540901184,59692,0.0,0.0
2021-10-17 00:00:00+00:00,0.4059010148048401,0.41796600818634033,0.3894200026988983,0.4125550091266632,66447,0.0,0.0
2021-10-18 00:00:00+00:00,0.4129529893398285,0.434130996465683,0.39082199335098267,0.4066370129585266,58393,0.0,0.0
2021-10-19 00:00:00+00:00,0.40661799907684326,0.4121299982070923,0.0069599999114871025,0.01038500014692545,332803,0.0,0.0
2021-10-20 00:00:00+00:00,0.01038500014692545,0.013721000403165817,0.00798800028860569,0.008200000040233135,436645,0.0,0.0
2021-10-21 00:00:00+00:00,0.008198999799787998,0.008473999798297882,0.008179999887943268,0.008221999742090702,344229,0.0,0.0
2021-10-22 00:00:00+00:00,0.008221999742090702,0.008514000102877617,0.00785799976438284,0.008283999748528004,310196,0.0,0.0
