TIMESTAMP,MOXIE_OPEN_PRICE_USD,MOXIE_HIGH_PRICE_USD,MOXIE_LOW_PRICE_USD,MOXIE_CLOSE_PRICE_USD,MOXIE_VOLUME_USD,MOXIE_DIVIDENDS_USD,MOXIE_STOCK_SPLITS_USD
2024-07-30 00:00:00+00:00,0.009974000044167042,0.010177000425755978,0.008844999596476555,0.009379000402987003,2727398,0.0,0.0
2024-07-31 00:00:00+00:00,0.009379000402987003,0.010626000352203846,0.008927999995648861,0.009212000295519829,1679626,0.0,0.0
2024-08-01 00:00:00+00:00,0.009225999936461449,0.009820000268518925,0.008659999817609787,0.009813000448048115,997585,0.0,0.0
2024-08-02 00:00:00+00:00,0.010638000443577766,0.01980699971318245,0.009700999595224857,0.014627999626100063,3201980,0.0,0.0
2024-08-03 00:00:00+00:00,0.014627999626100063,0.014644999988377094,0.01051000040024519,0.010511999949812889,994949,0.0,0.0
2024-08-04 00:00:00+00:00,0.010502000339329243,0.010588999837636948,0.008887999691069126,0.008976999670267105,1310028,0.0,0.0
2024-08-05 00:00:00+00:00,0.008984999731183052,0.008984999731183052,0.005752999801188707,0.007801000028848648,1734191,0.0,0.0
2024-08-06 00:00:00+00:00,0.007788000162690878,0.009290000423789024,0.007660999894142151,0.007794999983161688,4411506,0.0,0.0
2024-08-07 00:00:00+00:00,0.007796999998390675,0.007801999803632498,0.004676000215113163,0.004681999795138836,938696,0.0,0.0
2024-08-08 00:00:00+00:00,0.004681999795138836,0.0063760001212358475,0.004676999989897013,0.0059079998172819614,1430043,0.0,0.0
2024-08-09 00:00:00+00:00,0.005946999881416559,0.005950000137090683,0.005392999853938818,0.005520000122487545,639917,0.0,0.0
2024-08-10 00:00:00+00:00,0.005520000122487545,0.005909999832510948,0.005152999889105558,0.005872000008821487,410912,0.0,0.0
2024-08-11 00:00:00+00:00,0.005872999783605337,0.006818000227212906,0.005814999807626009,0.005816999822854996,468194,0.0,0.0
2024-08-12 00:00:00+00:00,0.005816000048071146,0.00609100004658103,0.005733999889343977,0.006074999924749136,116790,0.0,0.0
2024-08-13 00:00:00+00:00,0.006074999924749136,0.006074999924749136,0.005313000176101923,0.005547000095248222,120103,0.0,0.0
2024-08-14 00:00:00+00:00,0.005547999870032072,0.005557000171393156,0.005156999919563532,0.005169999785721302,128682,0.0,0.0
