TIMESTAMP,LMF_OPEN_PRICE_USD,LMF_HIGH_PRICE_USD,LMF_LOW_PRICE_USD,LMF_CLOSE_PRICE_USD,LMF_VOLUME_USD,LMF_DIVIDENDS_USD,LMF_STOCK_SPLITS_USD
2024-08-29 00:00:00+00:00,0.09246300160884857,0.12797899544239044,0.061841998249292374,0.0681300014257431,2212374,0.0,0.0
2024-08-30 00:00:00+00:00,0.0681300014257431,0.08337300270795822,0.04404599964618683,0.04404599964618683,502729,0.0,0.0
2024-08-31 00:00:00+00:00,0.04404599964618683,0.05280499905347824,0.042181000113487244,0.045145001262426376,173697,0.0,0.0
2024-09-01 00:00:00+00:00,0.04481400176882744,0.053018998354673386,0.033344998955726624,0.04035000130534172,156645,0.0,0.0
2024-09-02 00:00:00+00:00,0.04035000130534172,0.05780699849128723,0.03378500044345856,0.037981998175382614,216338,0.0,0.0
2024-09-03 00:00:00+00:00,0.037314001470804214,0.04694800078868866,0.03064900077879429,0.03564300015568733,156895,0.0,0.0
2024-09-04 00:00:00+00:00,0.035521000623703,0.03939199820160866,0.033803001046180725,0.036242999136447906,66105,0.0,0.0
2024-09-05 00:00:00+00:00,0.036242999136447906,0.07473800331354141,0.034060999751091,0.03570299968123436,2100524,0.0,0.0
2024-09-06 00:00:00+00:00,0.035617999732494354,0.044833000749349594,0.03418499976396561,0.03579000011086464,231359,0.0,0.0
2024-09-07 00:00:00+00:00,0.03579000011086464,0.04157600179314613,0.03053699992597103,0.03458699956536293,152201,0.0,0.0
2024-09-08 00:00:00+00:00,0.03458699956536293,0.03648199886083603,0.02900099940598011,0.031136000528931618,94275,0.0,0.0
2024-09-09 00:00:00+00:00,0.031136000528931618,0.03719500079751015,0.029120000079274178,0.03122599981725216,80147,0.0,0.0
2024-09-10 00:00:00+00:00,0.030993999913334846,0.03499700129032135,0.030993999913334846,0.03374199941754341,60599,0.0,0.0
2024-09-11 00:00:00+00:00,0.03375500068068504,0.034047000110149384,0.029287999495863914,0.030369000509381294,49934,0.0,0.0
2024-09-12 00:00:00+00:00,0.030369000509381294,0.03250199928879738,0.027288999408483505,0.02940100058913231,59813,0.0,0.0
2024-09-13 00:00:00+00:00,0.02940100058913231,0.030414000153541565,0.026304999366402626,0.028706999495625496,42872,0.0,0.0
2024-09-14 00:00:00+00:00,0.028706999495625496,0.030199000611901283,0.023500999435782433,0.025016000494360924,37260,0.0,0.0
2024-09-15 00:00:00+00:00,0.025016000494360924,0.02630000002682209,0.022034000605344772,0.023050999268889427,37782,0.0,0.0
2024-09-16 00:00:00+00:00,0.023050999268889427,0.025846999138593674,0.02181899920105934,0.02341499924659729,25614,0.0,0.0
2024-09-17 00:00:00+00:00,0.02341499924659729,0.02936200052499771,0.02129499986767769,0.02332499995827675,42783,0.0,0.0
2024-09-18 00:00:00+00:00,0.02331100031733513,0.024514999240636826,0.02138100005686283,0.023840000852942467,25003,0.0,0.0
2024-09-19 00:00:00+00:00,0.023840000852942467,0.027891000732779503,0.0223229993134737,0.023497000336647034,34365,0.0,0.0
2024-09-20 00:00:00+00:00,0.023497000336647034,0.024140000343322754,0.019440999254584312,0.02173900045454502,30726,0.0,0.0
2024-09-21 00:00:00+00:00,0.02173900045454502,0.02177800051867962,0.01919800043106079,0.019648000597953796,16404,0.0,0.0
2024-09-22 00:00:00+00:00,0.019648000597953796,0.02136800065636635,0.018882999196648598,0.020129000768065453,18476,0.0,0.0
2024-09-23 00:00:00+00:00,0.020129000768065453,0.021618999540805817,0.01450200006365776,0.017796000465750694,53056,0.0,0.0
2024-09-24 00:00:00+00:00,0.017796000465750694,0.022386999800801277,0.016506999731063843,0.019915999844670296,38647,0.0,0.0
2024-09-25 00:00:00+00:00,0.019915999844670296,0.02112399972975254,0.018352000042796135,0.019359000027179718,15425,0.0,0.0
2024-09-26 00:00:00+00:00,0.019359000027179718,0.02209099940955639,0.017271000891923904,0.021273000165820122,29962,0.0,0.0
2024-09-27 00:00:00+00:00,0.021273000165820122,0.021297000348567963,0.018084000796079636,0.01995900087058544,19582,0.0,0.0
2024-09-28 00:00:00+00:00,0.01995900087058544,0.020238999277353287,0.018137000501155853,0.01903899945318699,15476,0.0,0.0
2024-09-29 00:00:00+00:00,0.01903899945318699,0.019070999696850777,0.01750599965453148,0.018247000873088837,9614,0.0,0.0
2024-09-30 00:00:00+00:00,0.018247000873088837,0.02001200057566166,0.01715799979865551,0.01845099963247776,16340,0.0,0.0
2024-10-01 00:00:00+00:00,0.01845099963247776,0.024660000577569008,0.01562800072133541,0.018000999465584755,60021,0.0,0.0
2024-10-02 00:00:00+00:00,0.018000999465584755,0.01913600042462349,0.017013000324368477,0.017014000564813614,15575,0.0,0.0
2024-10-03 00:00:00+00:00,0.017014000564813614,0.01803399994969368,0.01027899980545044,0.014806999824941158,61922,0.0,0.0
2024-10-04 00:00:00+00:00,0.014806999824941158,0.016050999984145164,0.013961000367999077,0.014779999852180481,12373,0.0,0.0
2024-10-05 00:00:00+00:00,0.014779999852180481,0.01733200065791607,0.014712999574840069,0.016239000484347343,12391,0.0,0.0
2024-10-06 00:00:00+00:00,0.016239000484347343,0.020013000816106796,0.01623700000345707,0.01779700070619583,20121,0.0,0.0
2024-10-07 00:00:00+00:00,0.01779700070619583,0.01809700019657612,0.014596999622881413,0.01619100011885166,13635,0.0,0.0
2024-10-08 00:00:00+00:00,0.01619100011885166,0.01778700016438961,0.016161000356078148,0.016953999176621437,8785,0.0,0.0
2024-10-09 00:00:00+00:00,0.016953999176621437,0.019439000636339188,0.015999000519514084,0.016628999263048172,15362,0.0,0.0
2024-10-10 00:00:00+00:00,0.016628999263048172,0.018339000642299652,0.016534000635147095,0.018216000869870186,8075,0.0,0.0
2024-10-11 00:00:00+00:00,0.018216000869870186,0.01867399923503399,0.01679999940097332,0.018188999965786934,6976,0.0,0.0
2024-10-12 00:00:00+00:00,0.018188999965786934,0.019197000190615654,0.017325999215245247,0.0187389999628067,10157,0.0,0.0
