TIMESTAMP,CATGPT30990_OPEN_PRICE_USD,CATGPT30990_HIGH_PRICE_USD,CATGPT30990_LOW_PRICE_USD,CATGPT30990_CLOSE_PRICE_USD,CATGPT30990_VOLUME_USD,CATGPT30990_DIVIDENDS_USD,CATGPT30990_STOCK_SPLITS_USD
2024-04-30 00:00:00+00:00,0.0019359999569132924,0.001988000003620982,0.001285000005736947,0.0016339999856427312,6155507,0.0,0.0
2024-05-01 00:00:00+00:00,0.0016329999780282378,0.0016420000465586782,0.0013510000426322222,0.0014909999445080757,6083911,0.0,0.0
2024-05-02 00:00:00+00:00,0.001491999952122569,0.0019120000069960952,0.00133200001437217,0.0018759999657049775,6146395,0.0,0.0
2024-05-03 00:00:00+00:00,0.001832999987527728,0.0026940000243484974,0.0017579999985173345,0.0025289999321103096,10177810,0.0,0.0
2024-05-04 00:00:00+00:00,0.00253499997779727,0.0025839998852461576,0.0017460000235587358,0.001892999978736043,5195508,0.0,0.0
2024-05-05 00:00:00+00:00,0.0019120000069960952,0.0019499999471008778,0.0016410000389441848,0.001664999988861382,3259373,0.0,0.0
2024-05-06 00:00:00+00:00,0.001673000049777329,0.0017000000225380063,0.0014449999434873462,0.001446999958716333,2791877,0.0,0.0
2024-05-07 00:00:00+00:00,0.001446999958716333,0.001496999990195036,0.001386999967508018,0.001408000010997057,2278296,0.0,0.0
2024-05-08 00:00:00+00:00,0.0012179999612271786,0.001218999968841672,0.0010839999886229634,0.0010949999559670687,2368420,0.0,0.0
2024-05-09 00:00:00+00:00,0.0010969999711960554,0.0012069999938830733,0.0010689999908208847,0.0012029999634250998,3129008,0.0,0.0
2024-05-10 00:00:00+00:00,0.0012019999558106065,0.0012489999644458294,0.0010939999483525753,0.0010999999940395355,3388517,0.0,0.0
2024-05-11 00:00:00+00:00,0.0010969999711960554,0.0011259999591857195,0.00107999995816499,0.001101000001654029,2698165,0.0,0.0
2024-05-12 00:00:00+00:00,0.0010979999788105488,0.0011050000321120024,0.0010519999777898192,0.0010560000082477927,2152410,0.0,0.0
2024-05-13 00:00:00+00:00,0.0010560000082477927,0.0011190000222995877,0.0010189999593421817,0.0010649999603629112,2748050,0.0,0.0
2024-05-14 00:00:00+00:00,0.0010629999451339245,0.001610000035725534,0.0010029999539256096,0.0010059999767690897,4604954,0.0,0.0
2024-05-15 00:00:00+00:00,0.0010059999767690897,0.0010900000343099236,0.0009800000116229057,0.0010849999962374568,3181378,0.0,0.0
2024-05-16 00:00:00+00:00,0.0010989999864250422,0.0012150000547990203,0.0010989999864250422,0.001184999942779541,3065582,0.0,0.0
2024-05-17 00:00:00+00:00,0.0011889999732375145,0.0013699999544769526,0.0011889999732375145,0.001353000057861209,2365421,0.0,0.0
2024-05-18 00:00:00+00:00,0.0013640000252053142,0.0014140000566840172,0.00133200001437217,0.001361000002361834,2543486,0.0,0.0
2024-05-19 00:00:00+00:00,0.0013599999947473407,0.00139999995008111,0.0013040000339969993,0.0013370000524446368,2435737,0.0,0.0
2024-05-20 00:00:00+00:00,0.0013289999915286899,0.001496999990195036,0.0013070000568404794,0.001478999969549477,3020827,0.0,0.0
2024-05-21 00:00:00+00:00,0.0014830000000074506,0.0014990000054240227,0.0012600000482052565,0.0013279999839141965,3524642,0.0,0.0
2024-05-22 00:00:00+00:00,0.0013249999610707164,0.001386999967508018,0.0013000000035390258,0.001353000057861209,2602905,0.0,0.0
2024-05-23 00:00:00+00:00,0.0013500000350177288,0.0013670000480487943,0.0012450000504031777,0.0013129999861121178,2608775,0.0,0.0
