TIMESTAMP,NIGHT_OPEN_PRICE_USD,NIGHT_HIGH_PRICE_USD,NIGHT_LOW_PRICE_USD,NIGHT_CLOSE_PRICE_USD,NIGHT_VOLUME_USD,NIGHT_DIVIDENDS_USD,NIGHT_STOCK_SPLITS_USD
2024-05-23 00:00:00+00:00,0.00037299998803064227,0.00045200000749900937,0.00021899999410379678,0.0003380000125616789,778546,0.0,0.0
2024-05-24 00:00:00+00:00,0.00036800000816583633,0.00036899998667649925,0.0001429999974789098,0.00015900000289548188,908183,0.0,0.0
2024-05-25 00:00:00+00:00,0.00015900000289548188,0.00021499999274965376,0.00015900000289548188,0.00016900000628083944,491343,0.0,0.0
2024-05-26 00:00:00+00:00,0.00016799999866634607,0.00018200000340584666,9.100000170292333e-05,9.300000237999484e-05,372156,0.0,0.0
2024-05-27 00:00:00+00:00,9.200000204145908e-05,9.500000305706635e-05,3.7000001611886546e-05,5.999999848427251e-05,404490,0.0,0.0
2024-05-28 00:00:00+00:00,5.900000178371556e-05,6.70000008540228e-05,5.500000042957254e-05,6.500000017695129e-05,559786,0.0,0.0
2024-05-29 00:00:00+00:00,6.600000051548705e-05,8.499999967170879e-05,5.6000000768108293e-05,7.699999696342275e-05,564480,0.0,0.0
2024-05-30 00:00:00+00:00,9.40000027185306e-05,9.600000339560211e-05,6.600000051548705e-05,7.500000356230885e-05,332850,0.0,0.0
2024-05-31 00:00:00+00:00,7.200000254670158e-05,8.299999899463728e-05,5.900000178371556e-05,7.100000220816582e-05,229681,0.0,0.0
2024-06-01 00:00:00+00:00,6.70000008540228e-05,7.500000356230885e-05,4.600000102072954e-05,5.199999941396527e-05,207780,0.0,0.0
2024-06-02 00:00:00+00:00,4.5000000682193786e-05,5.400000009103678e-05,4.199999966658652e-05,5.0999999075429514e-05,197454,0.0,0.0
2024-06-03 00:00:00+00:00,5.199999941396527e-05,7.000000186963007e-05,3.7000001611886546e-05,4.3000000005122274e-05,217485,0.0,0.0
2024-06-04 00:00:00+00:00,4.70000013592653e-05,6.0999998822808266e-05,3.7999998312443495e-05,6.0999998822808266e-05,200726,0.0,0.0
2024-06-05 00:00:00+00:00,6.500000017695129e-05,9.200000204145908e-05,5.2999999752501026e-05,6.500000017695129e-05,58363,0.0,0.0
2024-06-06 00:00:00+00:00,6.600000051548705e-05,7.699999696342275e-05,5.199999941396527e-05,5.199999941396527e-05,29726,0.0,0.0
2024-06-07 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.199999966658652e-05,4.400000034365803e-05,21000,0.0,0.0
2024-06-08 00:00:00+00:00,4.400000034365803e-05,5.900000178371556e-05,3.9999998989515007e-05,4.5000000682193786e-05,15539,0.0,0.0
2024-06-09 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.199999966658652e-05,4.199999966658652e-05,10398,0.0,0.0
2024-06-10 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.5000000934815034e-05,3.7000001611886546e-05,38530,0.0,0.0
2024-06-11 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,2.8000000384054147e-05,2.9000000722589903e-05,18341,0.0,0.0
2024-06-12 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.9000000722589903e-05,2358,0.0,0.0
2024-06-13 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.300000051036477e-05,2.300000051036477e-05,2834,0.0,0.0
2024-06-14 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.099999983329326e-05,2.2000000171829015e-05,5520,0.0,0.0
2024-06-15 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,4557,0.0,0.0
2024-06-16 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,3519,0.0,0.0
2024-06-17 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,1075,0.0,0.0
2024-06-18 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,4581,0.0,0.0
2024-06-19 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,2186,0.0,0.0
2024-06-20 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,3428,0.0,0.0
2024-06-21 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,6848,0.0,0.0
2024-06-22 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,662,0.0,0.0
2024-06-23 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,167,0.0,0.0
2024-06-24 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,603,0.0,0.0
2024-06-25 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,785,0.0,0.0
2024-06-26 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,990,0.0,0.0
2024-06-27 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,2647,0.0,0.0
2024-06-28 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,2503,0.0,0.0
2024-06-29 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,4854,0.0,0.0
2024-06-30 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,81,0.0,0.0
2024-07-01 00:00:00+00:00,1.4999999621068127e-05,2.300000051036477e-05,1.4000000192027073e-05,1.4000000192027073e-05,938,0.0,0.0
2024-07-02 00:00:00+00:00,1.4000000192027073e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.5999999959603883e-05,1894,0.0,0.0
