,BTC
USDT,7.38237933303902e-22
DOGE,0.01479876621106269
MONA,0.03273945570229326
RLC,0.08164236003091402
ETC,0.10857181879862811
GNO,0.132344599228175
ETH,0.15187817740387866
SC,0.15192818162319982
MAID,0.1790887341935297
XRP,0.1848182115636789
KMD,0.2016779787240632
ANT,0.26061107958934493
XEM,0.2685338217578565
QTUM,0.27657783067274344
XWC,0.3934463293350161
DCR,0.3948774481910004
DGB,0.39606247716231824
STEEM,0.4322042532903133
CON,0.539624895874526
ZEN,0.5544340100372696
SYS,0.5912200773832457
BTS,0.7758323872127453
LSK,0.8291969738255475
FIRO,0.8356475091453109
ARK,0.918183648908695
VERI,0.9312332054298
