,BTC
USDT,4.641429827460645e-25
DOGE,0.011206364124134099
MONA,0.01488295221006835
MAID,0.0203563731785373
ETH,0.021869029312617347
RLC,0.0361361333093447
XRP,0.0804668731271028
ETC,0.0813555508229799
GNO,0.12857727618600956
SC,0.15207792775784051
KMD,0.175148133615036
XEM,0.23290640372857824
QTUM,0.23656753392219054
ANT,0.2721019200699947
XWC,0.315285264150157
DGB,0.36113166754587867
DCR,0.41562192712617196
STEEM,0.5095822491300104
SYS,0.6092979221422525
CON,0.6320278129162455
ZEN,0.6420952919049661
BTS,0.8200906614906954
FIRO,0.8819011846898334
ARK,0.9325479471239897
LSK,0.9384677325043149
VERI,0.9495641476321395
