TIMESTAMP,GMNT_OPEN_PRICE_USD,GMNT_HIGH_PRICE_USD,GMNT_LOW_PRICE_USD,GMNT_CLOSE_PRICE_USD,GMNT_VOLUME_USD,GMNT_DIVIDENDS_USD,GMNT_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,0.00698099983856082,0.008767999708652496,0.004726999904960394,0.006227000150829554,20001,0.0,0.0
2024-04-02 00:00:00+00:00,0.006227000150829554,0.03057200089097023,0.004013000056147575,0.004846000112593174,23973,0.0,0.0
2024-04-03 00:00:00+00:00,0.004846000112593174,0.004978999961167574,0.003544999985024333,0.0038580000400543213,6834,0.0,0.0
2024-04-04 00:00:00+00:00,0.0038580000400543213,0.0040699997916817665,0.002940000034868717,0.003269999986514449,7496,0.0,0.0
2024-04-05 00:00:00+00:00,0.003269999986514449,0.0035389999393373728,0.0030320000369101763,0.003260999917984009,3192,0.0,0.0
2024-04-06 00:00:00+00:00,0.0032470000442117453,0.0033680000342428684,0.0029360000044107437,0.0033199999015778303,1676,0.0,0.0
2024-04-07 00:00:00+00:00,0.0033199999015778303,0.0037269999738782644,0.0032889998983591795,0.0033319999929517508,1367,0.0,0.0
2024-04-08 00:00:00+00:00,0.0033319999929517508,0.0034549999982118607,0.002672000089660287,0.0027050001081079245,1710,0.0,0.0
2024-04-09 00:00:00+00:00,0.0027050001081079245,0.0028589998837560415,0.0023509999737143517,0.0025869999080896378,1370,0.0,0.0
2024-04-10 00:00:00+00:00,0.0025869999080896378,0.002704000100493431,0.001246000058017671,0.0013089999556541443,1034,0.0,0.0
2024-04-11 00:00:00+00:00,0.0013089999556541443,0.0013379999436438084,0.0011500000255182385,0.0012080000014975667,798,0.0,0.0
2024-04-12 00:00:00+00:00,0.0012080000014975667,0.0012080000014975667,0.0009319999953731894,0.001025000005029142,413,0.0,0.0
2024-04-13 00:00:00+00:00,0.001025000005029142,0.001025000005029142,0.0007699999841861427,0.0009210000280290842,444,0.0,0.0
2024-04-14 00:00:00+00:00,0.0009210000280290842,0.0010710000060498714,0.0008290000259876251,0.0010400000028312206,335,0.0,0.0
2024-04-15 00:00:00+00:00,0.0010779999429360032,0.0010819999733939767,0.0006810000049881637,0.000783999974373728,435,0.0,0.0
2024-04-16 00:00:00+00:00,0.000783999974373728,0.000838999985717237,0.0006900000153109431,0.000742000003810972,400,0.0,0.0
2024-04-17 00:00:00+00:00,0.000742000003810972,0.0010389999952167273,0.0005249999812804163,0.0007779999868944287,1191,0.0,0.0
2024-04-18 00:00:00+00:00,0.0007779999868944287,0.0007800000021234155,0.0007179999956861138,0.0007270000060088933,120,0.0,0.0
2024-04-19 00:00:00+00:00,0.0007270000060088933,0.0007270000060088933,0.0006000000284984708,0.000661000027321279,231,0.0,0.0
2024-04-20 00:00:00+00:00,0.000661000027321279,0.0009030000073835254,0.0006479999865405262,0.000674000009894371,597,0.0,0.0
