TIMESTAMP,SHY_OPEN_PRICE_USD,SHY_HIGH_PRICE_USD,SHY_LOW_PRICE_USD,SHY_CLOSE_PRICE_USD,SHY_VOLUME_USD,SHY_DIVIDENDS_USD,SHY_STOCK_SPLITS_USD
2025-03-21 00:00:00+00:00,0.002228999976068735,0.0025279999244958162,0.0021299999207258224,0.002377999946475029,184978,0.0,0.0
2025-03-22 00:00:00+00:00,0.002377999946475029,0.002526999916881323,0.002268000040203333,0.002409999957308173,182308,0.0,0.0
2025-03-23 00:00:00+00:00,0.002409999957308173,0.0024979999288916588,0.002391000045463443,0.002440999960526824,172868,0.0,0.0
2025-03-24 00:00:00+00:00,0.002440999960526824,0.003010000102221966,0.002340999897569418,0.002940000034868717,211082,0.0,0.0
2025-03-25 00:00:00+00:00,0.002940000034868717,0.0038240000139921904,0.0028609998989850283,0.003604999976232648,217854,0.0,0.0
2025-03-26 00:00:00+00:00,0.003604999976232648,0.00392200006172061,0.0033420000690966845,0.0035260000731796026,198089,0.0,0.0
2025-03-27 00:00:00+00:00,0.0035260000731796026,0.003579000011086464,0.0033019999973475933,0.0035389999393373728,177449,0.0,0.0
2025-03-28 00:00:00+00:00,0.0035389999393373728,0.0035570000763982534,0.0029929999727755785,0.003066000062972307,191796,0.0,0.0
2025-03-29 00:00:00+00:00,0.003066000062972307,0.003306000027805567,0.002997000003233552,0.0032790000550448895,175519,0.0,0.0
2025-03-30 00:00:00+00:00,0.0032790000550448895,0.003756999969482422,0.0032579998951405287,0.0036639999598264694,185986,0.0,0.0
2025-03-31 00:00:00+00:00,0.0036639999598264694,0.0037479999009519815,0.003379999892786145,0.0034489999525249004,188017,0.0,0.0
2025-04-01 00:00:00+00:00,0.0034489999525249004,0.004972000140696764,0.0033599999733269215,0.004838999826461077,239605,0.0,0.0
2025-04-02 00:00:00+00:00,0.004838999826461077,0.004987999796867371,0.0041959998197853565,0.004207000136375427,218403,0.0,0.0
2025-04-03 00:00:00+00:00,0.004207000136375427,0.005508999805897474,0.004168999847024679,0.005144000053405762,227072,0.0,0.0
2025-04-04 00:00:00+00:00,0.005144000053405762,0.00803299993276596,0.005009000189602375,0.007761000189930201,273262,0.0,0.0
2025-04-05 00:00:00+00:00,0.007761000189930201,0.008887000381946564,0.006750999949872494,0.008334999904036522,303666,0.0,0.0
2025-04-06 00:00:00+00:00,0.008334999904036522,0.00890900008380413,0.0050479997880756855,0.005557999946177006,383398,0.0,0.0
2025-04-07 00:00:00+00:00,0.005557999946177006,0.005801999941468239,0.004004000220447779,0.00506900018081069,906884,0.0,0.0
2025-04-08 00:00:00+00:00,0.00506900018081069,0.007833999581634998,0.004699999932199717,0.007019000127911568,895264,0.0,0.0
