TIMESTAMP,WMINIMA_OPEN_PRICE_USD,WMINIMA_HIGH_PRICE_USD,WMINIMA_LOW_PRICE_USD,WMINIMA_CLOSE_PRICE_USD,WMINIMA_VOLUME_USD,WMINIMA_DIVIDENDS_USD,WMINIMA_STOCK_SPLITS_USD
2023-03-21 00:00:00+00:00,0.15988700091838837,0.17390500009059906,0.10550600290298462,0.13386599719524384,1106360,0.0,0.0
2023-03-22 00:00:00+00:00,0.13386699557304382,0.16225199401378632,0.10903699696063995,0.11888699978590012,327382,0.0,0.0
2023-03-23 00:00:00+00:00,0.11888200044631958,0.11888200044631958,0.07396300137042999,0.08520500361919403,216101,0.0,0.0
2023-03-24 00:00:00+00:00,0.08520500361919403,0.09153799712657928,0.06709299981594086,0.06760399788618088,84873,0.0,0.0
2023-03-25 00:00:00+00:00,0.06760700047016144,0.08598999679088593,0.06277699768543243,0.08592700213193893,90715,0.0,0.0
2023-03-26 00:00:00+00:00,0.08594299852848053,0.08597999811172485,0.0740870013833046,0.07416500151157379,38028,0.0,0.0
2023-03-27 00:00:00+00:00,0.07417699694633484,0.12218999862670898,0.05863700062036514,0.0933540016412735,123726,0.0,0.0
2023-03-28 00:00:00+00:00,0.0933540016412735,0.11176899820566177,0.0862250030040741,0.09468299895524979,70386,0.0,0.0
2023-03-29 00:00:00+00:00,0.09468100219964981,0.11677999794483185,0.08925999701023102,0.09747499972581863,42628,0.0,0.0
2023-03-30 00:00:00+00:00,0.09746800363063812,0.0989070013165474,0.08058200031518936,0.09888999909162521,39655,0.0,0.0
2023-03-31 00:00:00+00:00,0.0988750010728836,0.09994500130414963,0.08646900206804276,0.08672799915075302,30013,0.0,0.0
2023-04-01 00:00:00+00:00,0.08673200011253357,0.08984199911355972,0.0742570012807846,0.08536799997091293,28529,0.0,0.0
2023-04-02 00:00:00+00:00,0.08538900315761566,0.08721599727869034,0.07299800217151642,0.07704299688339233,32253,0.0,0.0
2023-04-03 00:00:00+00:00,0.07706200331449509,0.07856299728155136,0.07169199734926224,0.07281400263309479,28064,0.0,0.0
2023-04-04 00:00:00+00:00,0.07281400263309479,0.07285600155591965,0.0685570016503334,0.06937099993228912,25923,0.0,0.0
2023-04-05 00:00:00+00:00,0.06936199963092804,0.07704000174999237,0.06501399725675583,0.07694000005722046,26980,0.0,0.0
2023-04-06 00:00:00+00:00,0.07695300132036209,0.08531100302934647,0.06261199712753296,0.06658399850130081,29054,0.0,0.0
2023-04-07 00:00:00+00:00,0.06658300012350082,0.06799899786710739,0.06320100277662277,0.06644199788570404,15687,0.0,0.0
2023-04-08 00:00:00+00:00,0.06647700071334839,0.06650300323963165,0.06379599869251251,0.06384000182151794,7024,0.0,0.0
2023-04-09 00:00:00+00:00,0.06383900344371796,0.06949000060558319,0.06383699923753738,0.06871599704027176,25768,0.0,0.0
2023-04-10 00:00:00+00:00,0.06869400292634964,0.07222499698400497,0.06766899675130844,0.06769099831581116,29555,0.0,0.0
2023-04-11 00:00:00+00:00,0.06768900156021118,0.06811299920082092,0.06545999646186829,0.06810499727725983,18628,0.0,0.0
2023-04-12 00:00:00+00:00,0.06811700016260147,0.0765020027756691,0.0680759996175766,0.07378699630498886,21956,0.0,0.0
2023-04-13 00:00:00+00:00,0.06991299986839294,0.07683300226926804,0.06500399857759476,0.07679899781942368,19815,0.0,0.0
2023-04-14 00:00:00+00:00,0.07679899781942368,0.07689099758863449,0.07136499881744385,0.07204800099134445,39386,0.0,0.0
2023-04-15 00:00:00+00:00,0.07204800099134445,0.07675100117921829,0.06799700111150742,0.07040899991989136,62266,0.0,0.0
2023-04-16 00:00:00+00:00,0.07041800022125244,0.08062399923801422,0.07041800022125244,0.08060099929571152,16002,0.0,0.0
2023-04-17 00:00:00+00:00,0.08059199899435043,0.08060599863529205,0.07357499748468399,0.07419999688863754,27619,0.0,0.0
2023-04-18 00:00:00+00:00,0.07421500235795975,0.07429700344800949,0.0633469969034195,0.07078699767589569,13101,0.0,0.0
2023-04-19 00:00:00+00:00,0.07074099779129028,0.07451300323009491,0.06637100130319595,0.06849599629640579,17240,0.0,0.0
2023-04-20 00:00:00+00:00,0.06849599629640579,0.07115499675273895,0.06719899922609329,0.06883899867534637,7729,0.0,0.0
