TIMESTAMP,MOLECULE_OPEN_PRICE_USD,MOLECULE_HIGH_PRICE_USD,MOLECULE_LOW_PRICE_USD,MOLECULE_CLOSE_PRICE_USD,MOLECULE_VOLUME_USD,MOLECULE_DIVIDENDS_USD,MOLECULE_STOCK_SPLITS_USD
2025-02-16 00:00:00+00:00,,,,0.0,117,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,361,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1428,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,619,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1625,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,510,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,722,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,764,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,3821,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,13326,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,11562,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,8497,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,19118,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,316,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,1204,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1412,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,15048,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,3054,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,380,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,204,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,261,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,399,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,1177,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,1234,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1158,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,415,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,690,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,4673,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,853,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,4686,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,2591,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,964,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,386,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,177,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,411,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,2985,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,299,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,959,0.0,0.0
2025-06-01 00:00:00+00:00,7.72534000745978e-13,7.72534000745978e-13,7.46328021085374e-13,7.5352940033524e-13,72,0.0,0.0
