TIMESTAMP,FSM26907_OPEN_PRICE_USD,FSM26907_HIGH_PRICE_USD,FSM26907_LOW_PRICE_USD,FSM26907_CLOSE_PRICE_USD,FSM26907_VOLUME_USD,FSM26907_DIVIDENDS_USD,FSM26907_STOCK_SPLITS_USD
2023-06-20 00:00:00+00:00,,,,0.0,375,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,518,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1057,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,1340,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,1487,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,3157,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,354,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,953,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,3944,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2634,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,5097,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,5882,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,19726,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,10396,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,20862,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,44320,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,12916,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,3697,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,3061,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,9539,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,12107,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,9048,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,7335,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,4531,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,2687,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,3143,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,2341,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1297,0.0,0.0
