,0
0,2.5949183146158856
1,2.4395242506457913
2,2.5084036550214215
3,2.7970560709635417
4,2.7314374369959675
5,2.8358314514160154
6,2.6952339910691783
7,2.4868995912613405
8,2.848109654017857
9,2.7700852424867692
10,2.8119606018066405
11,2.5025558471679688
