TIMESTAMP,NEIROINU_OPEN_PRICE_USD,NEIROINU_HIGH_PRICE_USD,NEIROINU_LOW_PRICE_USD,NEIROINU_CLOSE_PRICE_USD,NEIROINU_VOLUME_USD,NEIROINU_DIVIDENDS_USD,NEIROINU_STOCK_SPLITS_USD
2025-01-19 00:00:00+00:00,,,,0.0,130089,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,138381,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,138665,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,117127,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,118688,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,126851,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,136528,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,140918,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,129072,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,127840,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,132281,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,134511,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,129638,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,145402,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,133344,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,137548,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,136322,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,134140,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,127491,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,134085,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,141807,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,126157,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,125902,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,134879,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,138698,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,151201,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,128557,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,95146,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,94225,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,131159,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,132861,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,137290,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,142179,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,144895,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,145153,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,143917,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,136671,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,134409,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,132615,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,133835,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,131439,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,125720,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,135363,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,123429,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,135544,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,131631,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,144823,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,131388,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,127003,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,119861,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,127664,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,129746,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,130020,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,133224,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,128031,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,119889,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,82972,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,127337,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,123648,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,131772,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,127609,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,129490,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,136838,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,130145,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,136493,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,130782,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,138197,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,136227,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,135565,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,136525,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,138430,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,129068,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,135667,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,141731,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,127609,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,132169,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,134420,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,131905,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,128486,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,129286,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,127479,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,130540,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,127257,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,130933,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,127654,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,128395,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,133040,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,128107,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,131699,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,128610,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,128687,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,133638,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,131870,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,134738,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,137957,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,135627,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,129350,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,132245,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,127895,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,125051,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,131820,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,139090,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,134317,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,136732,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,129358,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,132278,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,128829,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,130640,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,130103,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,127889,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,137407,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,137563,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,128334,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,129900,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,131994,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,134797,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,135730,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,129538,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,132618,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,128342,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,132450,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,129019,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,126691,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,131198,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,130552,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,134347,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,136515,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,135587,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,131316,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,136811,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,140484,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,140991,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,134915,0.0,0.0
2025-06-01 00:00:00+00:00,4.02160935664142e-08,4.112108697995609e-08,3.9910247551233624e-08,4.001366349370983e-08,127087,0.0,0.0
