TIMESTAMP,SMOLE_OPEN_PRICE_USD,SMOLE_HIGH_PRICE_USD,SMOLE_LOW_PRICE_USD,SMOLE_CLOSE_PRICE_USD,SMOLE_VOLUME_USD,SMOLE_DIVIDENDS_USD,SMOLE_STOCK_SPLITS_USD
2024-03-21 00:00:00+00:00,0.00022000000171829015,0.00028199999360367656,0.0001630000042496249,0.00022400000307243317,454492528,0.0,0.0
2024-03-22 00:00:00+00:00,0.00022499999613501132,0.0002530000056140125,0.00013299999409355223,0.00015300000086426735,349417670,0.0,0.0
2024-03-23 00:00:00+00:00,0.00015300000086426735,0.00015799999528098851,0.00011700000322889537,0.00012099999730708078,79141585,0.0,0.0
2024-03-24 00:00:00+00:00,0.00012099999730708078,0.00012399999832268804,0.00010900000052060932,0.00011800000356743112,47773635,0.0,0.0
2024-03-25 00:00:00+00:00,0.00011700000322889537,0.00013299999409355223,0.00011500000255182385,0.00012199999764561653,44361671,0.0,0.0
2024-03-26 00:00:00+00:00,0.00012199999764561653,0.00012599999899975955,0.00010199999815085903,0.00010199999815085903,22844492,0.0,0.0
2024-03-27 00:00:00+00:00,0.00010199999815085903,0.00010699999984353781,9.600000339560211e-05,9.899999713525176e-05,18670043,0.0,0.0
2024-03-28 00:00:00+00:00,9.899999713525176e-05,0.00012399999832268804,9.100000170292333e-05,0.00010299999848939478,72884292,0.0,0.0
2024-03-29 00:00:00+00:00,0.00010299999848939478,0.00010399999882793054,9.300000237999484e-05,9.7999996796716e-05,24051922,0.0,0.0
2024-03-30 00:00:00+00:00,9.7999996796716e-05,0.00010099999781232327,9.500000305706635e-05,9.600000339560211e-05,24937548,0.0,0.0
2024-03-31 00:00:00+00:00,9.600000339560211e-05,9.7999996796716e-05,8.900000102585182e-05,9.100000170292333e-05,21965537,0.0,0.0
2024-04-01 00:00:00+00:00,9.100000170292333e-05,9.300000237999484e-05,7.999999797903001e-05,8.199999865610152e-05,21061434,0.0,0.0
2024-04-02 00:00:00+00:00,8.199999865610152e-05,8.199999865610152e-05,7.200000254670158e-05,7.400000322377309e-05,16970164,0.0,0.0
2024-04-03 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,7.300000288523734e-05,7.400000322377309e-05,15851567,0.0,0.0
2024-04-04 00:00:00+00:00,7.400000322377309e-05,7.699999696342275e-05,7.100000220816582e-05,7.300000288523734e-05,14696037,0.0,0.0
2024-04-05 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,6.600000051548705e-05,6.800000119255856e-05,14611208,0.0,0.0
2024-04-06 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.70000008540228e-05,7.000000186963007e-05,13968112,0.0,0.0
2024-04-07 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,6.900000153109431e-05,7.000000186963007e-05,13918812,0.0,0.0
2024-04-08 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.800000119255856e-05,7.000000186963007e-05,14215332,0.0,0.0
2024-04-09 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.399999983841553e-05,6.500000017695129e-05,13961219,0.0,0.0
2024-04-10 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,5.999999848427251e-05,6.399999983841553e-05,13762281,0.0,0.0
2024-04-11 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,6.199999916134402e-05,6.299999949987978e-05,10423185,0.0,0.0
2024-04-12 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,5.0999999075429514e-05,5.2999999752501026e-05,8973940,0.0,0.0
2024-04-13 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,3.9999998989515007e-05,4.70000013592653e-05,9153671,0.0,0.0
2024-04-14 00:00:00+00:00,4.70000013592653e-05,5.199999941396527e-05,4.400000034365803e-05,5.0999999075429514e-05,8293724,0.0,0.0
2024-04-15 00:00:00+00:00,5.0999999075429514e-05,5.500000042957254e-05,4.5000000682193786e-05,4.70000013592653e-05,8278943,0.0,0.0
2024-04-16 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.400000034365803e-05,4.70000013592653e-05,7092829,0.0,0.0
2024-04-17 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.3000000005122274e-05,4.5000000682193786e-05,7616363,0.0,0.0
2024-04-18 00:00:00+00:00,4.5000000682193786e-05,4.8999998398358e-05,4.400000034365803e-05,4.8999998398358e-05,7707571,0.0,0.0
2024-04-19 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.400000034365803e-05,4.8999998398358e-05,8785351,0.0,0.0
2024-04-20 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.8000001697801054e-05,5.0999999075429514e-05,8475914,0.0,0.0
2024-04-21 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,4.999999873689376e-05,4.999999873689376e-05,8428618,0.0,0.0
