TIMESTAMP,COT_OPEN_PRICE_USD,COT_HIGH_PRICE_USD,COT_LOW_PRICE_USD,COT_CLOSE_PRICE_USD,COT_VOLUME_USD,COT_DIVIDENDS_USD,COT_STOCK_SPLITS_USD
2019-03-07 00:00:00+00:00,5.700000110664405e-05,8.299999899463728e-05,5.700000110664405e-05,8.299999899463728e-05,58269,0.0,0.0
2019-03-08 00:00:00+00:00,8.299999899463728e-05,9.500000305706635e-05,2.499999936844688e-05,7.999999797903001e-05,75687,0.0,0.0
2019-03-09 00:00:00+00:00,7.999999797903001e-05,8.299999899463728e-05,5.400000009103678e-05,5.8000001445179805e-05,54800,0.0,0.0
2019-03-10 00:00:00+00:00,5.8000001445179805e-05,6.70000008540228e-05,4.5000000682193786e-05,4.999999873689376e-05,52116,0.0,0.0
2019-03-11 00:00:00+00:00,4.999999873689376e-05,6.900000153109431e-05,4.099999932805076e-05,4.70000013592653e-05,35918,0.0,0.0
2019-03-12 00:00:00+00:00,4.8000001697801054e-05,6.299999949987978e-05,4.600000102072954e-05,5.400000009103678e-05,36634,0.0,0.0
2019-03-13 00:00:00+00:00,5.500000042957254e-05,6.0999998822808266e-05,4.999999873689376e-05,5.400000009103678e-05,70955,0.0,0.0
2019-03-14 00:00:00+00:00,5.400000009103678e-05,5.900000178371556e-05,3.5000000934815034e-05,5.500000042957254e-05,70797,0.0,0.0
2019-03-15 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,4.8999998398358e-05,4.999999873689376e-05,72675,0.0,0.0
2019-03-16 00:00:00+00:00,4.999999873689376e-05,5.700000110664405e-05,3.9999998989515007e-05,4.3000000005122274e-05,51453,0.0,0.0
2019-03-17 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,3.899999865097925e-05,4.5000000682193786e-05,58889,0.0,0.0
2019-03-18 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,3.300000025774352e-05,3.7999998312443495e-05,51878,0.0,0.0
2019-03-19 00:00:00+00:00,3.7999998312443495e-05,4.600000102072954e-05,2.8000000384054147e-05,3.400000059627928e-05,48739,0.0,0.0
2019-03-20 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,2.9000000722589903e-05,3.099999958067201e-05,59323,0.0,0.0
2019-03-21 00:00:00+00:00,2.9999999242136255e-05,5.8000001445179805e-05,2.9999999242136255e-05,4.8000001697801054e-05,75899,0.0,0.0
2019-03-22 00:00:00+00:00,4.70000013592653e-05,7.599999662488699e-05,4.70000013592653e-05,5.500000042957254e-05,82998,0.0,0.0
2019-03-23 00:00:00+00:00,5.500000042957254e-05,8.299999899463728e-05,5.400000009103678e-05,6.900000153109431e-05,83209,0.0,0.0
2019-03-24 00:00:00+00:00,6.800000119255856e-05,8.099999831756577e-05,5.999999848427251e-05,7.899999764049426e-05,74120,0.0,0.0
2019-03-25 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,5.500000042957254e-05,6.800000119255856e-05,82380,0.0,0.0
2019-03-26 00:00:00+00:00,6.800000119255856e-05,9.600000339560211e-05,6.800000119255856e-05,8.70000003487803e-05,81966,0.0,0.0
2019-03-27 00:00:00+00:00,8.800000068731606e-05,0.00011899999663000926,7.200000254670158e-05,0.00010299999848939478,216466,0.0,0.0
2019-03-28 00:00:00+00:00,0.00010199999815085903,0.00023799999326001853,6.800000119255856e-05,9.500000305706635e-05,72644,0.0,0.0
2019-03-29 00:00:00+00:00,9.500000305706635e-05,0.00031900001340545714,9.300000237999484e-05,0.0001140000022132881,162268,0.0,0.0
2019-03-30 00:00:00+00:00,0.00011300000187475234,0.00012399999832268804,7.500000356230885e-05,9.40000027185306e-05,91215,0.0,0.0
2019-03-31 00:00:00+00:00,9.40000027185306e-05,9.500000305706635e-05,6.600000051548705e-05,8.600000001024455e-05,115524,0.0,0.0
2019-04-01 00:00:00+00:00,8.600000001024455e-05,8.600000001024455e-05,6.70000008540228e-05,7.200000254670158e-05,79320,0.0,0.0
2019-04-02 00:00:00+00:00,7.200000254670158e-05,9.699999645818025e-05,7.100000220816582e-05,8.800000068731606e-05,83439,0.0,0.0
