,XRP
DOGE,0.017446103902689494
QTUM,0.031597393658960866
BTC,0.04762808164649524
SC,0.05233946601355342
ETH,0.06567405155703027
XEM,0.07901896187155362
LTC,0.0844680281259213
ETC,0.08550603883274883
RLC,0.10809962643376474
BTS,0.13823553861511687
ZEC,0.13993673588145386
DGB,0.14288829947062992
MIOTA,0.1451156550946148
XLM,0.15818887197295772
BAT,0.17327622121622988
DASH,0.17964027201510688
XMR,0.19192456880711306
ZEN,0.21772309043747298
LSK,0.2221642073347804
ARK,0.2738021258263769
DCR,0.3749890620819349
STEEM,0.3879973795340231
WAVES,0.40015686966912273
PIVX,0.4278431831774006
ANT,0.4713648512142782
GNO,0.5299439735426505
KMD,0.5428953314707247
SYS,0.5849244326741325
GAS,0.7035002497573214
FIRO,0.7413362140874561
LUNC,0.7586076385055291
