,XRP
DOGE,6.383478363864162e-07
SC,0.00615124443996015
QTUM,0.01416165662063575
BTC,0.044083497922754455
ETC,0.06621835082575164
LTC,0.07119568457432149
XEM,0.0713459082167846
ETH,0.0729523891731437
RLC,0.08071988850768941
ZEC,0.13088346955129995
DGB,0.13175376566910355
BTS,0.1485075897324209
MIOTA,0.1551989126204007
DASH,0.16306545497162656
ZEN,0.16504185396042514
XLM,0.18587907695647285
BAT,0.18725633277390866
XMR,0.22391409539687634
LSK,0.2381006697466907
ARK,0.2536489595489486
DCR,0.3867673257527529
STEEM,0.3915982444508429
WAVES,0.40471830310675405
PIVX,0.42165219435559337
ANT,0.4639362979253535
KMD,0.5400309804526331
GNO,0.5868399183808
SYS,0.5905318704769256
GAS,0.7162062761653424
LUNC,0.7680197980395284
FIRO,0.7715648905160066
