TIMESTAMP,MAU_OPEN_PRICE_USD,MAU_HIGH_PRICE_USD,MAU_LOW_PRICE_USD,MAU_CLOSE_PRICE_USD,MAU_VOLUME_USD,MAU_DIVIDENDS_USD,MAU_STOCK_SPLITS_USD
2023-12-22 00:00:00+00:00,0.0035669999197125435,0.028471000492572784,0.0035669999197125435,0.007424000184983015,2966,0.0,0.0
2023-12-23 00:00:00+00:00,0.007459000218659639,0.11339099705219269,0.0004780000017490238,0.007000000216066837,4531,0.0,0.0
2023-12-24 00:00:00+00:00,0.007027000188827515,0.010749000124633312,0.003089000005275011,0.005975999869406223,2216,0.0,0.0
2023-12-25 00:00:00+00:00,0.00595899997279048,0.01579900085926056,0.003872999921441078,0.00855099968612194,10328,0.0,0.0
2023-12-26 00:00:00+00:00,0.00853899959474802,0.017148999497294426,0.007867000065743923,0.015967000275850296,15339,0.0,0.0
2023-12-27 00:00:00+00:00,0.01590000092983246,0.02042200043797493,0.010160000063478947,0.010920999571681023,8264,0.0,0.0
2023-12-28 00:00:00+00:00,0.010867999866604805,0.01279900036752224,0.007985999807715416,0.011792000383138657,3906,0.0,0.0
2023-12-29 00:00:00+00:00,0.011792000383138657,0.017368000000715256,0.008147000335156918,0.010735999792814255,5572,0.0,0.0
2023-12-30 00:00:00+00:00,0.010735999792814255,0.013148000463843346,0.007517999969422817,0.01040599960833788,3699,0.0,0.0
2023-12-31 00:00:00+00:00,0.01040599960833788,0.020887000486254692,0.008105999790132046,0.010099999606609344,3071,0.0,0.0
2024-01-01 00:00:00+00:00,0.010099999606609344,0.011522999964654446,0.00899800006300211,0.010018999688327312,4322,0.0,0.0
2024-01-02 00:00:00+00:00,0.010018999688327312,0.012922000139951706,0.008489999920129776,0.009967000223696232,3078,0.0,0.0
2024-01-03 00:00:00+00:00,0.009967000223696232,0.010040000081062317,0.005464000161737204,0.007393999956548214,3199,0.0,0.0
2024-01-04 00:00:00+00:00,0.007393999956548214,0.012035000137984753,0.007096999790519476,0.008526000194251537,2408,0.0,0.0
2024-01-05 00:00:00+00:00,0.008526000194251537,0.010112999938428402,0.0068709999322891235,0.0072650001384317875,2054,0.0,0.0
2024-01-06 00:00:00+00:00,0.0072650001384317875,0.007970999926328659,0.00621700007468462,0.00675999978557229,2373,0.0,0.0
2024-01-07 00:00:00+00:00,0.00675999978557229,0.007420999929308891,0.006556000094860792,0.006645999848842621,443,0.0,0.0
2024-01-08 00:00:00+00:00,0.006645999848842621,0.007278999779373407,0.005919000133872032,0.005919000133872032,2049,0.0,0.0
2024-01-09 00:00:00+00:00,0.005919000133872032,0.006909000221639872,0.004908999893814325,0.004945999942719936,1313,0.0,0.0
2024-01-10 00:00:00+00:00,0.004945999942719936,0.006887999828904867,0.004749999847263098,0.005801999941468239,1296,0.0,0.0
2024-01-11 00:00:00+00:00,0.005801999941468239,0.00685499981045723,0.005051999818533659,0.005638000089675188,967,0.0,0.0
2024-01-12 00:00:00+00:00,0.005638000089675188,0.0057680001482367516,0.004594000056385994,0.005272999871522188,565,0.0,0.0
2024-01-13 00:00:00+00:00,0.005212000105530024,0.007521000225096941,0.00482399994507432,0.0073979999870061874,1961,0.0,0.0
2024-01-14 00:00:00+00:00,0.0073979999870061874,0.007833999581634998,0.006386999972164631,0.0067819999530911446,854,0.0,0.0
2024-01-15 00:00:00+00:00,0.0067819999530911446,0.0073979999870061874,0.00545400008559227,0.0059460001066327095,907,0.0,0.0
2024-01-16 00:00:00+00:00,0.0059460001066327095,0.006087000016123056,0.005435999948531389,0.005929999984800816,356,0.0,0.0
2024-01-17 00:00:00+00:00,0.005929999984800816,0.007922000251710415,0.005669000092893839,0.006839000154286623,2395,0.0,0.0
2024-01-18 00:00:00+00:00,0.006839000154286623,0.00825200043618679,0.005698999855667353,0.007290999870747328,2181,0.0,0.0
2024-01-19 00:00:00+00:00,0.007290999870747328,0.008483000099658966,0.00595899997279048,0.00595899997279048,1371,0.0,0.0
2024-01-20 00:00:00+00:00,0.006347000133246183,0.006955999881029129,0.005797999911010265,0.006227000150829554,483,0.0,0.0
